Participant,Date,Status,PsychoPy,PsychoPyComplete,Task,Files,Placed,Processed,Errors
132I,2025-6-11,100.0,1,0,STAI,1,1,1,
132I,2025-6-11,100.0,1,0,IAAS,2,2,2,
132I,2025-6-11,100.0,1,0,Cycle,1,1,1,
132I,2025-6-11,100.0,1,0,simpleRT,2,2,2,
132I,2025-6-11,100.0,1,0,ECG,1,9,10,
132I,2025-6-11,100.0,1,0,EDA,1,9,10,
134G,2025-5-30,99.46957878315132,1,0,manualCapture,1,1,8,
134G,2025-5-30,99.46957878315132,1,0,Temp,1,4,4,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
134G,2025-5-30,99.46957878315132,1,0,BMS,3,3,3,
134G,2025-5-30,99.46957878315132,1,0,PSQI,1,1,7,
134G,2025-5-30,99.46957878315132,1,0,MAIA,1,1,1,
134G,2025-5-30,99.46957878315132,1,0,IFIS,1,1,1,
134G,2025-5-30,99.46957878315132,1,0,caffeine,1,1,1,
134G,2025-5-30,99.46957878315132,1,0,STAI,1,1,1,
134G,2025-5-30,99.46957878315132,1,0,IAAS,2,2,2,
134G,2025-5-30,99.46957878315132,1,0,Cycle,1,1,1,
134G,2025-5-30,99.46957878315132,1,0,simpleRT,2,2,2,
134G,2025-5-30,99.46957878315132,1,0,ECG,1,4,4,Failed HR Peak Detection on blankScreen_04;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on Exercise;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_05;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_01;IndexError('index 0 is out of bounds for axis 0 with size 0')
134G,2025-5-30,99.46957878315132,1,0,EDA,1,5,7,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
134H,2025-6-3,99.85920450545582,1,0,manualCapture,1,1,6,
134H,2025-6-3,99.85920450545582,1,0,Temp,1,6,6,
134H,2025-6-3,99.85920450545582,1,0,BMS,3,3,3,
134H,2025-6-3,99.85920450545582,1,0,PSQI,1,1,7,
134H,2025-6-3,99.85920450545582,1,0,MAIA,1,1,1,
134H,2025-6-3,99.85920450545582,1,0,IFIS,1,1,1,
134H,2025-6-3,99.85920450545582,1,0,caffeine,1,1,1,
134H,2025-6-3,99.85920450545582,1,0,STAI,1,1,1,
134H,2025-6-3,99.85920450545582,1,0,IAAS,2,2,2,
134H,2025-6-3,99.85920450545582,1,0,Cycle,1,1,1,
134H,2025-6-3,99.85920450545582,1,0,simpleRT,2,2,2,
134H,2025-6-3,99.85920450545582,1,0,ECG,1,9,9,
134H,2025-6-3,99.85920450545582,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
134I,2025-6-10,100.0,1,0,manualCapture,1,1,8,
134I,2025-6-10,100.0,1,0,Temp,1,6,6,
134I,2025-6-10,100.0,1,0,BMS,4,4,4,
134I,2025-6-10,100.0,1,0,PSQI,1,1,7,
134I,2025-6-10,100.0,1,0,MAIA,1,1,1,
134I,2025-6-10,100.0,1,0,IFIS,1,1,1,
134I,2025-6-10,100.0,1,0,caffeine,1,1,1,
134I,2025-6-10,100.0,1,0,STAI,1,1,1,
134I,2025-6-10,100.0,1,0,IAAS,2,2,2,
134I,2025-6-10,100.0,1,0,Cycle,0,0,0,
134I,2025-6-10,100.0,1,0,simpleRT,2,2,2,
134I,2025-6-10,100.0,1,0,ECG,1,9,12,
134I,2025-6-10,100.0,1,0,EDA,1,9,12,
135G,2025-5-30,97.80394653087204,1,0,manualCapture,1,1,8,
135G,2025-5-30,97.80394653087204,1,0,Temp,1,6,6,
135G,2025-5-30,97.80394653087204,1,0,BMS,3,3,3,
135G,2025-5-30,97.80394653087204,1,0,PSQI,1,1,7,
135G,2025-5-30,97.80394653087204,1,0,MAIA,1,1,1,
135G,2025-5-30,97.80394653087204,1,0,IFIS,1,1,1,
135G,2025-5-30,97.80394653087204,1,0,caffeine,1,1,1,
135G,2025-5-30,97.80394653087204,1,0,STAI,1,1,1,
135G,2025-5-30,97.80394653087204,1,0,IAAS,2,2,2,
135G,2025-5-30,97.80394653087204,1,0,Cycle,0,0,0,
135G,2025-5-30,97.80394653087204,1,0,simpleRT,2,2,2,
135G,2025-5-30,97.80394653087204,1,0,ECG,1,9,9,
135G,2025-5-30,97.80394653087204,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
135H,2025-6-5,97.59903961584634,1,0,manualCapture,1,1,8,
135H,2025-6-5,97.59903961584634,1,0,Temp,1,6,6,
135H,2025-6-5,97.59903961584634,1,0,BMS,3,3,3,
135H,2025-6-5,97.59903961584634,1,0,PSQI,1,1,7,
135H,2025-6-5,97.59903961584634,1,0,MAIA,1,1,1,
135H,2025-6-5,97.59903961584634,1,0,IFIS,1,1,1,
135H,2025-6-5,97.59903961584634,1,0,caffeine,1,1,1,
135H,2025-6-5,97.59903961584634,1,0,STAI,1,1,1,
135H,2025-6-5,97.59903961584634,1,0,IAAS,2,2,2,
135H,2025-6-5,97.59903961584634,1,0,Cycle,1,1,1,
135H,2025-6-5,97.59903961584634,1,0,simpleRT,2,2,2,
135H,2025-6-5,97.59903961584634,1,0,ECG,1,9,11,
135H,2025-6-5,97.59903961584634,1,0,EDA,1,5,7,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
135I,2025-6-12,100.0,1,0,manualCapture,1,1,8,
135I,2025-6-12,100.0,1,0,Temp,1,6,6,
135I,2025-6-12,100.0,1,0,BMS,4,4,4,
135I,2025-6-12,100.0,1,0,PSQI,1,1,7,
135I,2025-6-12,100.0,1,0,MAIA,1,1,1,
135I,2025-6-12,100.0,1,0,IFIS,1,1,1,
135I,2025-6-12,100.0,1,0,caffeine,1,1,1,
135I,2025-6-12,100.0,1,0,STAI,1,1,1,
135I,2025-6-12,100.0,1,0,IAAS,2,2,2,
135I,2025-6-12,100.0,1,0,Cycle,1,1,1,
135I,2025-6-12,100.0,1,0,simpleRT,2,2,2,
135I,2025-6-12,100.0,1,0,ECG,1,9,11,
135I,2025-6-12,100.0,1,0,EDA,1,9,11,
139G,2025-6-17,97.91960507757403,1,0,manualCapture,1,1,8,
139G,2025-6-17,97.91960507757403,1,0,Temp,1,6,6,
139G,2025-6-17,97.91960507757403,1,0,BMS,3,3,3,
139G,2025-6-17,97.91960507757403,1,0,PSQI,1,1,7,
139G,2025-6-17,97.91960507757403,1,0,MAIA,1,1,1,
139G,2025-6-17,97.91960507757403,1,0,IFIS,1,1,1,
139G,2025-6-17,97.91960507757403,1,0,caffeine,1,1,1,
139G,2025-6-17,97.91960507757403,1,0,STAI,1,1,1,
139G,2025-6-17,97.91960507757403,1,0,IAAS,2,2,2,
139G,2025-6-17,97.91960507757403,1,0,Cycle,1,1,1,
139G,2025-6-17,97.91960507757403,1,0,simpleRT,2,2,2,
139G,2025-6-17,97.91960507757403,1,0,ECG,1,8,8,
139G,2025-6-17,97.91960507757403,1,0,EDA,1,4,4,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
139H,2025-6-23,97.29023832843616,1,0,manualCapture,3,3,8,
139H,2025-6-23,97.29023832843616,1,0,Temp,1,5,5,
139H,2025-6-23,97.29023832843616,1,0,BMS,3,3,3,
139H,2025-6-23,97.29023832843616,1,0,PSQI,1,1,7,
139H,2025-6-23,97.29023832843616,1,0,MAIA,1,1,1,
139H,2025-6-23,97.29023832843616,1,0,IFIS,1,1,1,
139H,2025-6-23,97.29023832843616,1,0,caffeine,1,1,1,
139H,2025-6-23,97.29023832843616,1,0,STAI,1,1,1,
139H,2025-6-23,97.29023832843616,1,0,IAAS,2,2,2,
139H,2025-6-23,97.29023832843616,1,0,Cycle,1,1,1,
139H,2025-6-23,97.29023832843616,1,0,simpleRT,2,2,2,
139H,2025-6-23,97.29023832843616,1,0,ECG,1,8,10,
139H,2025-6-23,97.29023832843616,1,0,EDA,1,5,8,Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
139I,2025-6-27,100.0,1,0,manualCapture,4,4,8,
139I,2025-6-27,100.0,1,0,Temp,1,6,6,
139I,2025-6-27,100.0,1,0,BMS,4,4,4,
139I,2025-6-27,100.0,1,0,PSQI,1,1,7,
139I,2025-6-27,100.0,1,0,MAIA,1,1,1,
139I,2025-6-27,100.0,1,0,IFIS,1,1,1,
139I,2025-6-27,100.0,1,0,caffeine,1,1,1,
139I,2025-6-27,100.0,1,0,STAI,1,1,1,
139I,2025-6-27,100.0,1,0,IAAS,2,2,2,
139I,2025-6-27,100.0,1,0,Cycle,0,0,0,
139I,2025-6-27,100.0,1,0,simpleRT,2,2,2,
139I,2025-6-27,100.0,1,0,ECG,1,9,11,
139I,2025-6-27,100.0,1,0,EDA,1,9,11,
141G,2025-6-13,97.85320568610386,1,0,manualCapture,1,1,8,
141G,2025-6-13,97.85320568610386,1,0,Temp,1,6,6,
141G,2025-6-13,97.85320568610386,1,0,BMS,3,3,3,
141G,2025-6-13,97.85320568610386,1,0,PSQI,1,1,7,
141G,2025-6-13,97.85320568610386,1,0,MAIA,1,1,1,
141G,2025-6-13,97.85320568610386,1,0,IFIS,1,1,1,
141G,2025-6-13,97.85320568610386,1,0,caffeine,1,1,1,
141G,2025-6-13,97.85320568610386,1,0,STAI,1,1,1,
141G,2025-6-13,97.85320568610386,1,0,IAAS,2,2,2,
141G,2025-6-13,97.85320568610386,1,0,Cycle,1,1,1,
141G,2025-6-13,97.85320568610386,1,0,simpleRT,2,2,2,
141G,2025-6-13,97.85320568610386,1,0,ECG,1,9,12,
141G,2025-6-13,97.85320568610386,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
141H,2025-6-18,98.95645915797049,1,0,manualCapture,1,1,8,
141H,2025-6-18,98.95645915797049,1,0,Temp,1,6,6,
141H,2025-6-18,98.95645915797049,1,0,BMS,3,3,3,
141H,2025-6-18,98.95645915797049,1,0,PSQI,1,1,7,
141H,2025-6-18,98.95645915797049,1,0,MAIA,1,1,1,
141H,2025-6-18,98.95645915797049,1,0,IFIS,1,1,1,
141H,2025-6-18,98.95645915797049,1,0,caffeine,1,1,1,
141H,2025-6-18,98.95645915797049,1,0,STAI,1,1,1,
141H,2025-6-18,98.95645915797049,1,0,IAAS,2,2,2,
141H,2025-6-18,98.95645915797049,1,0,Cycle,1,1,1,
141H,2025-6-18,98.95645915797049,1,0,simpleRT,2,2,2,
141H,2025-6-18,98.95645915797049,1,0,ECG,1,8,8,
141H,2025-6-18,98.95645915797049,1,0,EDA,1,4,4,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
142G,2025-6-18,97.70323360531884,1,0,manualCapture,2,2,8,
142G,2025-6-18,97.70323360531884,1,0,Temp,1,6,6,
142G,2025-6-18,97.70323360531884,1,0,BMS,3,3,3,
142G,2025-6-18,97.70323360531884,1,0,PSQI,1,1,7,
142G,2025-6-18,97.70323360531884,1,0,MAIA,1,1,1,
142G,2025-6-18,97.70323360531884,1,0,IFIS,1,1,1,
142G,2025-6-18,97.70323360531884,1,0,caffeine,1,1,1,
142G,2025-6-18,97.70323360531884,1,0,STAI,1,1,1,
142G,2025-6-18,97.70323360531884,1,0,IAAS,2,2,2,
142G,2025-6-18,97.70323360531884,1,0,Cycle,1,1,1,
142G,2025-6-18,97.70323360531884,1,0,simpleRT,2,2,2,
142G,2025-6-18,97.70323360531884,1,0,ECG,1,9,8,
142G,2025-6-18,97.70323360531884,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
142H,2025-6-25,68.81930854533594,1,0,manualCapture,1,1,8,
142H,2025-6-25,68.81930854533594,1,0,Temp,1,4,4,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
142H,2025-6-25,68.81930854533594,1,0,BMS,3,3,3,
142H,2025-6-25,68.81930854533594,1,0,PSQI,1,1,7,
142H,2025-6-25,68.81930854533594,1,0,MAIA,1,1,1,
142H,2025-6-25,68.81930854533594,1,0,IFIS,1,1,1,
142H,2025-6-25,68.81930854533594,1,0,caffeine,1,1,1,
142H,2025-6-25,68.81930854533594,1,0,STAI,1,1,1,
142H,2025-6-25,68.81930854533594,1,0,IAAS,2,2,2,
142H,2025-6-25,68.81930854533594,1,0,Cycle,1,1,1,
142H,2025-6-25,68.81930854533594,1,0,simpleRT,2,2,2,
142H,2025-6-25,68.81930854533594,1,0,ECG,1,4,4,Failed HR Peak Detection on blankScreen_04;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on Exercise;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_05;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_01;IndexError('index 0 is out of bounds for axis 0 with size 0')
142H,2025-6-25,68.81930854533594,1,0,EDA,0,0,0,Failed EDA on blankScreen_00;KeyError('t');Failed EDA on blankScreen_01;KeyError('t');Failed EDA on blankScreen_02;KeyError('t');Failed EDA on blankScreen_03;KeyError('t');Failed EDA on blankScreen_04;KeyError('t');Failed EDA on simpleRT_00;KeyError('t');Failed EDA on Exercise;KeyError('t');Failed EDA on blankScreen_05;KeyError('t');Failed EDA on simpleRT_01;KeyError('t')
142I,2025-7-2,100.0,1,0,manualCapture,1,1,8,
142I,2025-7-2,100.0,1,0,Temp,1,6,6,
142I,2025-7-2,100.0,1,0,BMS,4,4,4,
142I,2025-7-2,100.0,1,0,PSQI,1,1,7,
142I,2025-7-2,100.0,1,0,MAIA,1,1,1,
142I,2025-7-2,100.0,1,0,IFIS,1,1,1,
142I,2025-7-2,100.0,1,0,caffeine,1,1,1,
142I,2025-7-2,100.0,1,0,STAI,1,1,1,
142I,2025-7-2,100.0,1,0,IAAS,2,2,2,
142I,2025-7-2,100.0,1,0,Cycle,0,0,0,
142I,2025-7-2,100.0,1,0,simpleRT,2,2,2,
142I,2025-7-2,100.0,1,0,ECG,1,9,10,
142I,2025-7-2,100.0,1,0,EDA,1,9,10,
143G,2025-6-13,99.57537154989384,1,0,manualCapture,1,1,8,
143G,2025-6-13,99.57537154989384,1,0,Temp,1,6,6,
143G,2025-6-13,99.57537154989384,1,0,BMS,3,3,3,
143G,2025-6-13,99.57537154989384,1,0,PSQI,1,1,7,
143G,2025-6-13,99.57537154989384,1,0,MAIA,1,1,1,
143G,2025-6-13,99.57537154989384,1,0,IFIS,1,1,1,
143G,2025-6-13,99.57537154989384,1,0,caffeine,1,1,1,
143G,2025-6-13,99.57537154989384,1,0,STAI,1,1,1,
143G,2025-6-13,99.57537154989384,1,0,IAAS,2,2,2,
143G,2025-6-13,99.57537154989384,1,0,Cycle,1,1,1,
143G,2025-6-13,99.57537154989384,1,0,simpleRT,2,2,2,
143G,2025-6-13,99.57537154989384,1,0,ECG,1,9,10,
143G,2025-6-13,99.57537154989384,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
143H,2025-6-18,98.46405228758172,1,0,manualCapture,1,1,8,
143H,2025-6-18,98.46405228758172,1,0,Temp,1,6,6,
143H,2025-6-18,98.46405228758172,1,0,BMS,3,3,3,
143H,2025-6-18,98.46405228758172,1,0,PSQI,1,1,7,
143H,2025-6-18,98.46405228758172,1,0,MAIA,1,1,1,
143H,2025-6-18,98.46405228758172,1,0,IFIS,1,1,1,
143H,2025-6-18,98.46405228758172,1,0,caffeine,1,1,1,
143H,2025-6-18,98.46405228758172,1,0,STAI,1,1,1,
143H,2025-6-18,98.46405228758172,1,0,IAAS,2,2,2,
143H,2025-6-18,98.46405228758172,1,0,Cycle,1,1,1,
143H,2025-6-18,98.46405228758172,1,0,simpleRT,2,2,2,
143H,2025-6-18,98.46405228758172,1,0,ECG,1,9,9,
143H,2025-6-18,98.46405228758172,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
143I,2025-6-25,100.0,1,0,manualCapture,1,1,8,
143I,2025-6-25,100.0,1,0,Temp,1,1,1,
143I,2025-6-25,100.0,1,0,BMS,2,2,2,
143I,2025-6-25,100.0,1,0,PSQI,1,1,7,
143I,2025-6-25,100.0,1,0,MAIA,1,1,1,
143I,2025-6-25,100.0,1,0,IFIS,1,1,1,
143I,2025-6-25,100.0,1,0,caffeine,1,1,1,
143I,2025-6-25,100.0,1,0,STAI,1,1,1,
143I,2025-6-25,100.0,1,0,IAAS,1,1,1,
143I,2025-6-25,100.0,1,0,Cycle,1,1,1,
143I,2025-6-25,100.0,1,0,simpleRT,0,0,0,
143I,2025-6-25,100.0,1,0,ECG,1,1,1,
143I,2025-6-25,100.0,1,0,EDA,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,manualCapture,1,1,8,
144G,2025-6-13,97.27131782945736,1,0,Temp,1,4,4,Failed Temp on blankScreen_04;ValueError('cannot set a frame with no defined index and a scalar');Failed Temp on blankScreen_05;ValueError('cannot set a frame with no defined index and a scalar')
144G,2025-6-13,97.27131782945736,1,0,BMS,3,3,3,
144G,2025-6-13,97.27131782945736,1,0,PSQI,1,1,7,
144G,2025-6-13,97.27131782945736,1,0,MAIA,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,IFIS,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,caffeine,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,STAI,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,IAAS,2,2,2,
144G,2025-6-13,97.27131782945736,1,0,Cycle,1,1,1,
144G,2025-6-13,97.27131782945736,1,0,simpleRT,2,2,2,
144G,2025-6-13,97.27131782945736,1,0,ECG,1,4,4,Failed HR Peak Detection on blankScreen_04;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on Exercise;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on blankScreen_05;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed HR Peak Detection on simpleRT_01;IndexError('index 0 is out of bounds for axis 0 with size 0')
144G,2025-6-13,97.27131782945736,1,0,EDA,1,5,7,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
144I,2025-6-24,100.0,1,0,manualCapture,1,1,8,
144I,2025-6-24,100.0,1,0,Temp,0,0,0,Failed Temp on blankScreen_00;KeyError('t');Failed Temp on blankScreen_01;KeyError('t');Failed Temp on blankScreen_02;KeyError('t');Failed Temp on blankScreen_03;KeyError('t');Failed Temp on blankScreen_04;KeyError('t');Failed Temp on blankScreen_05;KeyError('t')
144I,2025-6-24,100.0,1,0,BMS,4,4,4,
144I,2025-6-24,100.0,1,0,PSQI,1,1,7,
144I,2025-6-24,100.0,1,0,MAIA,1,1,1,
144I,2025-6-24,100.0,1,0,IFIS,1,1,1,
144I,2025-6-24,100.0,1,0,caffeine,1,1,1,
144I,2025-6-24,100.0,1,0,STAI,1,1,1,
144I,2025-6-24,100.0,1,0,IAAS,2,2,2,
144I,2025-6-24,100.0,1,0,Cycle,1,1,1,
144I,2025-6-24,100.0,1,0,simpleRT,2,2,2,
144I,2025-6-24,100.0,1,0,ECG,0,0,0,Failed HR Peak Detection on blankScreen_00;KeyError('t');Failed HR Peak Detection on blankScreen_01;KeyError('t');Failed HR Peak Detection on blankScreen_02;KeyError('t');Failed HR Peak Detection on blankScreen_03;KeyError('t');Failed HR Peak Detection on blankScreen_04;KeyError('t');Failed HR Peak Detection on simpleRT_00;KeyError('t');Failed HR Peak Detection on Exercise;KeyError('t');Failed HR Peak Detection on blankScreen_05;KeyError('t');Failed HR Peak Detection on simpleRT_01;KeyError('t')
144I,2025-6-24,100.0,1,0,EDA,1,9,13,
145G,,0.0,0,0,manualCapture,0,0,0,
145G,,0.0,0,0,Temp,0,0,0,
145G,,0.0,0,0,BMS,0,0,0,
145G,,0.0,0,0,PSQI,0,0,0,
145G,,0.0,0,0,MAIA,0,0,0,
145G,,0.0,0,0,IFIS,0,0,0,
145G,,0.0,0,0,caffeine,0,0,0,
145G,,0.0,0,0,STAI,0,0,0,
145G,,0.0,0,0,IAAS,0,0,0,
145G,,0.0,0,0,Cycle,0,0,0,
145G,,0.0,0,0,simpleRT,0,0,0,
145G,,0.0,0,0,ECG,0,0,0,
145G,,0.0,0,0,EDA,0,0,0,
145H,2025-6-17,97.87615148413512,1,0,manualCapture,1,1,8,
145H,2025-6-17,97.87615148413512,1,0,Temp,1,6,6,
145H,2025-6-17,97.87615148413512,1,0,BMS,3,3,3,
145H,2025-6-17,97.87615148413512,1,0,PSQI,1,1,7,
145H,2025-6-17,97.87615148413512,1,0,MAIA,1,1,1,
145H,2025-6-17,97.87615148413512,1,0,IFIS,1,1,1,
145H,2025-6-17,97.87615148413512,1,0,caffeine,1,1,1,
145H,2025-6-17,97.87615148413512,1,0,STAI,1,1,1,
145H,2025-6-17,97.87615148413512,1,0,IAAS,2,2,2,
145H,2025-6-17,97.87615148413512,1,0,Cycle,1,1,1,
145H,2025-6-17,97.87615148413512,1,0,simpleRT,2,2,2,
145H,2025-6-17,97.87615148413512,1,0,ECG,1,9,12,
145H,2025-6-17,97.87615148413512,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
145I,2025-6-23,100.0,1,0,manualCapture,1,1,8,
145I,2025-6-23,100.0,1,0,Temp,0,0,0,Failed Temp on blankScreen_00;KeyError('t');Failed Temp on blankScreen_01;KeyError('t');Failed Temp on blankScreen_02;KeyError('t');Failed Temp on blankScreen_03;KeyError('t');Failed Temp on blankScreen_04;KeyError('t');Failed Temp on blankScreen_05;KeyError('t')
145I,2025-6-23,100.0,1,0,BMS,4,4,4,
145I,2025-6-23,100.0,1,0,PSQI,1,1,7,
145I,2025-6-23,100.0,1,0,MAIA,1,1,1,
145I,2025-6-23,100.0,1,0,IFIS,1,1,1,
145I,2025-6-23,100.0,1,0,caffeine,1,1,1,
145I,2025-6-23,100.0,1,0,STAI,1,1,1,
145I,2025-6-23,100.0,1,0,IAAS,2,2,2,
145I,2025-6-23,100.0,1,0,Cycle,0,0,0,
145I,2025-6-23,100.0,1,0,simpleRT,2,2,2,
145I,2025-6-23,100.0,1,0,ECG,0,0,0,Failed HR Peak Detection on blankScreen_00;KeyError('t');Failed HR Peak Detection on blankScreen_01;KeyError('t');Failed HR Peak Detection on blankScreen_02;KeyError('t');Failed HR Peak Detection on blankScreen_03;KeyError('t');Failed HR Peak Detection on blankScreen_04;KeyError('t');Failed HR Peak Detection on simpleRT_00;KeyError('t');Failed HR Peak Detection on Exercise;KeyError('t');Failed HR Peak Detection on blankScreen_05;KeyError('t');Failed HR Peak Detection on simpleRT_01;KeyError('t')
145I,2025-6-23,100.0,1,0,EDA,1,9,10,
146G,2025-6-18,97.75600505689002,1,0,manualCapture,1,1,8,
146G,2025-6-18,97.75600505689002,1,0,Temp,1,6,6,
146G,2025-6-18,97.75600505689002,1,0,BMS,3,3,3,
146G,2025-6-18,97.75600505689002,1,0,PSQI,1,1,7,
146G,2025-6-18,97.75600505689002,1,0,MAIA,1,1,1,
146G,2025-6-18,97.75600505689002,1,0,IFIS,1,1,1,
146G,2025-6-18,97.75600505689002,1,0,caffeine,1,1,1,
146G,2025-6-18,97.75600505689002,1,0,STAI,1,1,1,
146G,2025-6-18,97.75600505689002,1,0,IAAS,2,2,2,
146G,2025-6-18,97.75600505689002,1,0,Cycle,1,1,1,
146G,2025-6-18,97.75600505689002,1,0,simpleRT,2,2,2,
146G,2025-6-18,97.75600505689002,1,0,ECG,1,9,10,
146G,2025-6-18,97.75600505689002,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
146H,2025-6-24,98.9114445425125,1,0,manualCapture,1,1,8,
146H,2025-6-24,98.9114445425125,1,0,Temp,1,6,6,
