Participant,Date,Status,PsychoPy,PsychoPyComplete,Task,Files,Placed,Processed,Errors
146H,2025-6-24,98.9114445425125,1,0,BMS,3,3,3,
146H,2025-6-24,98.9114445425125,1,0,PSQI,1,1,7,
146H,2025-6-24,98.9114445425125,1,0,MAIA,1,1,1,
146H,2025-6-24,98.9114445425125,1,0,IFIS,1,1,1,
146H,2025-6-24,98.9114445425125,1,0,caffeine,1,1,1,
146H,2025-6-24,98.9114445425125,1,0,STAI,1,1,1,
146H,2025-6-24,98.9114445425125,1,0,IAAS,2,2,2,
146H,2025-6-24,98.9114445425125,1,0,Cycle,1,1,1,
146H,2025-6-24,98.9114445425125,1,0,simpleRT,2,2,2,
146H,2025-6-24,98.9114445425125,1,0,ECG,1,9,11,
146H,2025-6-24,98.9114445425125,1,0,EDA,1,5,7,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
146I,2025-6-30,100.0,1,0,manualCapture,1,1,8,
146I,2025-6-30,100.0,1,0,Temp,1,6,6,
146I,2025-6-30,100.0,1,0,BMS,4,4,4,
146I,2025-6-30,100.0,1,0,PSQI,1,1,7,
146I,2025-6-30,100.0,1,0,MAIA,1,1,1,
146I,2025-6-30,100.0,1,0,IFIS,1,1,1,
146I,2025-6-30,100.0,1,0,caffeine,1,1,1,
146I,2025-6-30,100.0,1,0,STAI,1,1,1,
146I,2025-6-30,100.0,1,0,IAAS,2,2,2,
146I,2025-6-30,100.0,1,0,Cycle,1,1,1,
146I,2025-6-30,100.0,1,0,simpleRT,2,2,2,
146I,2025-6-30,100.0,1,0,ECG,1,9,11,
146I,2025-6-30,100.0,1,0,EDA,1,9,11,
147G,2025-6-18,97.41002354524048,1,0,manualCapture,1,1,6,
147G,2025-6-18,97.41002354524048,1,0,Temp,1,6,6,
147G,2025-6-18,97.41002354524048,1,0,BMS,3,3,3,
147G,2025-6-18,97.41002354524048,1,0,PSQI,1,1,7,
147G,2025-6-18,97.41002354524048,1,0,MAIA,1,1,1,
147G,2025-6-18,97.41002354524048,1,0,IFIS,1,1,1,
147G,2025-6-18,97.41002354524048,1,0,caffeine,1,1,1,
147G,2025-6-18,97.41002354524048,1,0,STAI,1,1,1,
147G,2025-6-18,97.41002354524048,1,0,IAAS,2,2,2,
147G,2025-6-18,97.41002354524048,1,0,Cycle,1,1,1,
147G,2025-6-18,97.41002354524048,1,0,simpleRT,2,2,2,
147G,2025-6-18,97.41002354524048,1,0,ECG,1,8,8,
147G,2025-6-18,97.41002354524048,1,0,EDA,1,4,4,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
147H,2025-6-23,98.40142095914744,1,0,manualCapture,1,1,6,
147H,2025-6-23,98.40142095914744,1,0,Temp,1,6,6,
147H,2025-6-23,98.40142095914744,1,0,BMS,3,3,3,
147H,2025-6-23,98.40142095914744,1,0,PSQI,1,1,7,
147H,2025-6-23,98.40142095914744,1,0,MAIA,1,1,1,
147H,2025-6-23,98.40142095914744,1,0,IFIS,1,1,1,
147H,2025-6-23,98.40142095914744,1,0,caffeine,1,1,1,
147H,2025-6-23,98.40142095914744,1,0,STAI,1,1,1,
147H,2025-6-23,98.40142095914744,1,0,IAAS,2,2,2,
147H,2025-6-23,98.40142095914744,1,0,Cycle,1,1,1,
147H,2025-6-23,98.40142095914744,1,0,simpleRT,2,2,2,
147H,2025-6-23,98.40142095914744,1,0,ECG,1,9,11,
147H,2025-6-23,98.40142095914744,1,0,EDA,1,5,8,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
147I,2025-6-27,100.0,1,0,manualCapture,1,1,6,
147I,2025-6-27,100.0,1,0,Temp,1,6,6,
147I,2025-6-27,100.0,1,0,BMS,4,4,4,
147I,2025-6-27,100.0,1,0,PSQI,1,1,7,
147I,2025-6-27,100.0,1,0,MAIA,1,1,1,
147I,2025-6-27,100.0,1,0,IFIS,1,1,1,
147I,2025-6-27,100.0,1,0,caffeine,1,1,1,
147I,2025-6-27,100.0,1,0,STAI,1,1,1,
147I,2025-6-27,100.0,1,0,IAAS,2,2,2,
147I,2025-6-27,100.0,1,0,Cycle,1,1,1,
147I,2025-6-27,100.0,1,0,simpleRT,2,2,2,
147I,2025-6-27,100.0,1,0,ECG,1,9,10,
147I,2025-6-27,100.0,1,0,EDA,1,9,10,
148G,2025-6-19,98.51274787535412,1,0,manualCapture,1,1,6,
148G,2025-6-19,98.51274787535412,1,0,Temp,1,6,6,
148G,2025-6-19,98.51274787535412,1,0,BMS,3,3,3,
148G,2025-6-19,98.51274787535412,1,0,PSQI,1,1,7,
148G,2025-6-19,98.51274787535412,1,0,MAIA,1,1,1,
148G,2025-6-19,98.51274787535412,1,0,IFIS,1,1,1,
148G,2025-6-19,98.51274787535412,1,0,caffeine,1,1,1,
148G,2025-6-19,98.51274787535412,1,0,STAI,1,1,1,
148G,2025-6-19,98.51274787535412,1,0,IAAS,2,2,2,
148G,2025-6-19,98.51274787535412,1,0,Cycle,0,0,0,
148G,2025-6-19,98.51274787535412,1,0,simpleRT,2,2,2,
148G,2025-6-19,98.51274787535412,1,0,ECG,1,9,10,
148G,2025-6-19,98.51274787535412,1,0,EDA,1,9,10,
148H,2025-6-24,96.83636363636364,1,0,manualCapture,1,1,6,
148H,2025-6-24,96.83636363636364,1,0,Temp,1,6,6,
148H,2025-6-24,96.83636363636364,1,0,BMS,3,3,3,
148H,2025-6-24,96.83636363636364,1,0,PSQI,1,1,7,
148H,2025-6-24,96.83636363636364,1,0,MAIA,1,1,1,
148H,2025-6-24,96.83636363636364,1,0,IFIS,1,1,1,
148H,2025-6-24,96.83636363636364,1,0,caffeine,1,1,1,
148H,2025-6-24,96.83636363636364,1,0,STAI,1,1,1,
148H,2025-6-24,96.83636363636364,1,0,IAAS,2,2,2,
148H,2025-6-24,96.83636363636364,1,0,Cycle,1,1,1,
148H,2025-6-24,96.83636363636364,1,0,simpleRT,2,2,2,
148H,2025-6-24,96.83636363636364,1,0,ECG,1,9,9,
148H,2025-6-24,96.83636363636364,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
148I,2025-6-30,100.0,1,0,manualCapture,1,1,6,
148I,2025-6-30,100.0,1,0,Temp,1,6,6,
148I,2025-6-30,100.0,1,0,BMS,4,4,4,
148I,2025-6-30,100.0,1,0,PSQI,1,1,7,
148I,2025-6-30,100.0,1,0,MAIA,1,1,1,
148I,2025-6-30,100.0,1,0,IFIS,1,1,1,
148I,2025-6-30,100.0,1,0,caffeine,1,1,1,
148I,2025-6-30,100.0,1,0,STAI,1,1,1,
148I,2025-6-30,100.0,1,0,IAAS,2,2,2,
148I,2025-6-30,100.0,1,0,Cycle,1,1,1,
148I,2025-6-30,100.0,1,0,simpleRT,2,2,2,
148I,2025-6-30,100.0,1,0,ECG,1,9,11,
148I,2025-6-30,100.0,1,0,EDA,1,9,11,
149G,2025-6-19,98.90616004605644,1,0,manualCapture,1,1,8,
149G,2025-6-19,98.90616004605644,1,0,Temp,1,6,6,
149G,2025-6-19,98.90616004605644,1,0,BMS,3,3,3,
149G,2025-6-19,98.90616004605644,1,0,PSQI,1,1,7,
149G,2025-6-19,98.90616004605644,1,0,MAIA,1,1,1,
149G,2025-6-19,98.90616004605644,1,0,IFIS,1,1,1,
149G,2025-6-19,98.90616004605644,1,0,caffeine,1,1,1,
149G,2025-6-19,98.90616004605644,1,0,STAI,1,1,1,
149G,2025-6-19,98.90616004605644,1,0,IAAS,2,2,2,
149G,2025-6-19,98.90616004605644,1,0,Cycle,1,1,1,
149G,2025-6-19,98.90616004605644,1,0,simpleRT,2,2,2,
149G,2025-6-19,98.90616004605644,1,0,ECG,1,9,9,
149G,2025-6-19,98.90616004605644,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
149H,2025-6-23,96.61680911680912,1,0,manualCapture,1,1,8,
149H,2025-6-23,96.61680911680912,1,0,Temp,1,6,6,
149H,2025-6-23,96.61680911680912,1,0,BMS,3,3,3,
149H,2025-6-23,96.61680911680912,1,0,PSQI,1,1,7,
149H,2025-6-23,96.61680911680912,1,0,MAIA,1,1,1,
149H,2025-6-23,96.61680911680912,1,0,IFIS,1,1,1,
149H,2025-6-23,96.61680911680912,1,0,caffeine,1,1,1,
149H,2025-6-23,96.61680911680912,1,0,STAI,1,1,1,
149H,2025-6-23,96.61680911680912,1,0,IAAS,2,2,2,
149H,2025-6-23,96.61680911680912,1,0,Cycle,1,1,1,
149H,2025-6-23,96.61680911680912,1,0,simpleRT,2,2,2,
149H,2025-6-23,96.61680911680912,1,0,ECG,1,9,9,
149H,2025-6-23,96.61680911680912,1,0,EDA,1,5,5,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
149I,2025-6-30,100.0,1,0,manualCapture,1,1,8,
149I,2025-6-30,100.0,1,0,Temp,1,6,6,
149I,2025-6-30,100.0,1,0,BMS,4,4,4,
149I,2025-6-30,100.0,1,0,PSQI,1,1,7,
149I,2025-6-30,100.0,1,0,MAIA,1,1,1,
149I,2025-6-30,100.0,1,0,IFIS,1,1,1,
149I,2025-6-30,100.0,1,0,caffeine,1,1,1,
149I,2025-6-30,100.0,1,0,STAI,1,1,1,
149I,2025-6-30,100.0,1,0,IAAS,2,2,2,
149I,2025-6-30,100.0,1,0,Cycle,1,1,1,
149I,2025-6-30,100.0,1,0,simpleRT,2,2,2,
149I,2025-6-30,100.0,1,0,ECG,1,9,13,
149I,2025-6-30,100.0,1,0,EDA,1,9,14,
151G,2025-6-27,98.0436177036562,1,0,manualCapture,1,1,8,
151G,2025-6-27,98.0436177036562,1,0,Temp,1,6,6,
151G,2025-6-27,98.0436177036562,1,0,BMS,3,3,3,
151G,2025-6-27,98.0436177036562,1,0,PSQI,1,1,7,
151G,2025-6-27,98.0436177036562,1,0,MAIA,1,1,1,
151G,2025-6-27,98.0436177036562,1,0,IFIS,1,1,1,
151G,2025-6-27,98.0436177036562,1,0,caffeine,1,1,1,
151G,2025-6-27,98.0436177036562,1,0,STAI,1,1,1,
151G,2025-6-27,98.0436177036562,1,0,IAAS,2,2,2,
151G,2025-6-27,98.0436177036562,1,0,Cycle,1,1,1,
151G,2025-6-27,98.0436177036562,1,0,simpleRT,2,2,2,
151G,2025-6-27,98.0436177036562,1,0,ECG,1,9,10,
151G,2025-6-27,98.0436177036562,1,0,EDA,1,5,6,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
151H,2025-6-30,98.2356647763075,1,0,manualCapture,1,1,8,
151H,2025-6-30,98.2356647763075,1,0,Temp,0,0,0,Failed Temp on blankScreen_00;KeyError('t');Failed Temp on blankScreen_01;KeyError('t');Failed Temp on blankScreen_02;KeyError('t');Failed Temp on blankScreen_03;KeyError('t');Failed Temp on blankScreen_04;KeyError('t');Failed Temp on blankScreen_05;KeyError('t')
151H,2025-6-30,98.2356647763075,1,0,BMS,3,3,3,
151H,2025-6-30,98.2356647763075,1,0,PSQI,1,1,7,
151H,2025-6-30,98.2356647763075,1,0,MAIA,1,1,1,
151H,2025-6-30,98.2356647763075,1,0,IFIS,1,1,1,
151H,2025-6-30,98.2356647763075,1,0,caffeine,1,1,1,
151H,2025-6-30,98.2356647763075,1,0,STAI,1,1,1,
151H,2025-6-30,98.2356647763075,1,0,IAAS,2,2,2,
151H,2025-6-30,98.2356647763075,1,0,Cycle,1,1,1,
151H,2025-6-30,98.2356647763075,1,0,simpleRT,2,2,2,
151H,2025-6-30,98.2356647763075,1,0,ECG,1,9,11,
151H,2025-6-30,98.2356647763075,1,0,EDA,1,5,7,Failed EDA on blankScreen_00;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_01;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_02;IndexError('index 0 is out of bounds for axis 0 with size 0');Failed EDA on blankScreen_03;IndexError('index 0 is out of bounds for axis 0 with size 0')
151I,,0.0,0,0,manualCapture,0,0,0,
151I,,0.0,0,0,Temp,0,0,0,
151I,,0.0,0,0,BMS,0,0,0,
151I,,0.0,0,0,PSQI,0,0,0,
151I,,0.0,0,0,MAIA,0,0,0,
151I,,0.0,0,0,IFIS,0,0,0,
151I,,0.0,0,0,caffeine,0,0,0,
151I,,0.0,0,0,STAI,0,0,0,
151I,,0.0,0,0,IAAS,0,0,0,
151I,,0.0,0,0,Cycle,0,0,0,
151I,,0.0,0,0,simpleRT,0,0,0,
151I,,0.0,0,0,ECG,0,0,0,
151I,,0.0,0,0,EDA,0,0,0,
