TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH3,Task
37500,40588,1000,2,0,30120.0,,
37560,30788,1000,2,0,30180.0,,
37888,35817,1000,2,0,30240.0,,
37916,30988,1000,2,0,30300.0,,
37940,34940,1000,2,0,30360.0,,
37944,23776,1000,2,0,30420.0,,
37912,64292,1000,2,0,30480.0,,
37892,35044,1000,2,0,30540.0,,
37880,30636,1000,2,0,30600.0,,
37860,47292,1000,2,0,30660.0,,
37828,30852,1000,2,0,30720.0,,
37768,30966,1000,2,0,30780.0,,
37740,37360,1000,2,0,30840.0,,
37728,23588,1000,2,0,30900.0,,
37696,40680,1000,2,0,30960.0,,
37692,28821,1000,2,0,31020.0,,
37792,31912,1000,2,0,31080.0,,
37788,27024,1000,2,0,31140.0,,
37792,30030,1000,2,0,31200.0,,
37776,25212,1000,2,0,31260.0,,
37768,34536,1000,2,0,31320.0,,
37768,27612,1000,2,0,31380.0,,
37736,33108,1000,2,0,31440.0,,
37648,26928,1000,2,0,31500.0,,
37520,32928,1000,2,0,31560.0,,
37368,29868,1000,2,0,31620.0,,
37328,41516,1000,2,0,31680.0,,
37296,27964,1000,2,0,31740.0,,
37356,24568,1000,2,0,31800.0,,
37412,47240,1000,2,0,31860.0,,
37428,26286,1000,2,0,31920.0,,
37408,27026,1000,2,0,31980.0,,
37364,39548,1000,2,0,32040.0,,
37368,25130,1000,2,0,32100.0,,
37344,30904,1000,2,0,32160.0,,
37280,32894,1000,2,0,32220.0,,
37340,34184,1000,2,0,32280.0,,
37340,27260,1000,2,0,32340.0,,
37256,33472,1000,2,0,32400.0,,
37252,30772,1000,2,0,32460.0,,
37248,35940,1000,2,0,32520.0,,
37278,31856,1000,2,0,32580.0,,
37246,33032,1000,2,0,32640.0,,
37072,24544,1000,2,0,32700.0,,
37084,34132,1000,2,0,32760.0,,
37132,40772,1000,2,0,32820.0,,
37120,36828,1000,2,0,32880.0,,
37116,30752,1000,2,0,32940.0,,
37096,25416,1000,2,0,33000.0,,blankScreen_00
37064,31612,1000,2,0,33060.0,,blankScreen_00
37144,28245,1000,2,0,33120.0,,blankScreen_00
37168,28164,1000,2,0,33180.0,,
37168,25128,1000,2,0,33240.0,,BP_00
37050,31688,1000,2,0,33300.0,,
37056,31600,1000,2,0,33360.0,,
36984,31936,1000,2,0,33420.0,,
36948,30064,1000,2,0,33480.0,,
36968,38324,1000,2,0,33540.0,,Exposure
36912,25750,1000,2,0,33600.0,,Exposure
36820,25172,1000,2,0,33660.0,,passiveViewing_01
36912,30688,1000,2,0,33720.0,,passiveViewing_01
36860,30056,1000,2,0,33780.0,,passiveViewing_01
36908,32232,1000,2,0,33840.0,,passiveViewing_01
36902,33969,1000,2,0,33900.0,,passiveViewing_01
36920,44840,1000,2,0,33960.0,,passiveViewing_01
36872,29940,1000,2,0,34020.0,,passiveViewing_01
36884,26981,1000,2,0,34080.0,,passiveViewing_01
36856,46924,1000,2,0,34140.0,,passiveViewing_01
36884,33180,1000,2,0,34200.0,,passiveViewing_01
36888,37148,1000,2,0,34260.0,,passiveViewing_01
36904,28586,1000,2,0,34320.0,,passiveViewing_01
36984,39004,1000,2,0,34380.0,,passiveViewing_01
