EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
35728,30724,2851,1000,3,0,44580.0,
35824,28568,3048,1000,3,0,44640.0,
35944,31266,3236,1000,3,0,44700.0,
35948,29282,3035,1000,3,0,44760.0,
35913,38700,3106,1000,3,0,44820.0,
35888,30698,3027,1000,3,0,44880.0,
35860,34038,3014,1000,3,0,44940.0,
35872,29880,3024,1000,3,0,45000.0,
35900,28833,3044,1000,3,0,45060.0,
35922,29216,3118,1000,3,0,45120.0,
35976,29240,3100,1000,3,0,45180.0,
35964,35792,3444,1000,3,0,45240.0,
35924,33328,3557,1000,3,0,45300.0,
35892,34802,3875,1000,3,0,45360.0,
35900,34364,4143,1000,3,0,45420.0,
35894,32956,4109,1000,3,0,45480.0,
35892,37286,4481,1000,3,0,45540.0,
35932,29948,4214,1000,3,0,45600.0,
35928,31093,4065,1000,3,0,45660.0,
35992,31888,4124,1000,3,0,45720.0,
35962,32488,4638,1000,3,0,45780.0,
35940,29952,4372,1000,3,0,45840.0,
35980,1630,5050,1000,3,0,45900.0,
35980,39248,4354,1000,3,0,45960.0,
35904,30502,4205,1000,3,0,46020.0,
35834,36416,4742,1000,3,0,46080.0,
35902,35232,5447,1000,3,0,46140.0,
35888,34628,4959,1000,3,0,46200.0,
35880,30220,4908,1000,3,0,46260.0,
35920,35734,5064,1000,3,0,46320.0,
35888,33124,4397,1000,3,0,46380.0,
35836,32720,4348,1000,3,0,46440.0,
35840,37558,4066,1000,3,0,46500.0,
35796,34040,4038,1000,3,0,46560.0,
35804,29784,3985,1000,3,0,46620.0,
35817,37064,3909,1000,3,0,46680.0,
35868,36833,3978,1000,3,0,46740.0,
35840,52024,3804,1000,3,0,46800.0,
35856,34564,4136,1000,3,0,46860.0,
35860,31822,4082,1000,3,0,46920.0,
35924,39156,4175,1000,3,0,46980.0,blankScreen_00
35850,31415,3701,1000,3,0,47040.0,blankScreen_00
35836,31736,4730,1000,3,0,47100.0,blankScreen_00
35812,37068,4456,1000,3,0,47160.0,BP_00
35700,35760,4095,1000,3,0,47220.0,BP_00
35728,34020,4160,1000,3,0,47280.0,
35768,30972,3972,1000,3,0,47340.0,
35744,33932,3842,1000,3,0,47400.0,
35764,35870,3980,1000,3,0,47460.0,
35776,30144,3570,1000,3,0,47520.0,
35876,30684,4790,1000,3,0,47580.0,
35824,38543,4878,1000,3,0,47640.0,
35456,30880,4995,1000,3,0,47700.0,
30996,29208,4921,1000,3,0,47760.0,Exposure
29188,36168,4433,1000,3,0,47820.0,Exposure
28380,36588,4240,1000,3,0,47880.0,Exposure
27258,32902,4293,1000,3,0,47940.0,passiveViewing_01
27002,28252,4114,1000,3,0,48000.0,passiveViewing_01
26860,30484,4111,1000,3,0,48060.0,passiveViewing_01
26808,63576,3899,1000,3,0,48120.0,passiveViewing_01
26780,28672,3395,1000,3,0,48180.0,passiveViewing_01
26764,2965,3206,1000,3,0,48240.0,passiveViewing_01
26748,32716,3224,1000,3,0,48300.0,passiveViewing_01
26758,32632,3008,1000,3,0,48360.0,passiveViewing_01
26772,31720,2869,1000,3,0,48420.0,passiveViewing_01
26769,33604,3294,1000,3,0,48480.0,passiveViewing_01
26740,30644,3237,1000,3,0,48540.0,passiveViewing_01
26704,32730,3004,1000,3,0,48600.0,passiveViewing_01
26696,38638,3566,1000,3,0,48660.0,passiveViewing_01
26660,30512,3558,1000,3,0,48720.0,passiveViewing_01
26620,30496,3477,1000,3,0,48780.0,passiveViewing_01
26580,34506,3502,1000,3,0,48840.0,passiveViewing_01
26564,35903,3595,1000,3,0,48900.0,
26552,17366,3904,1000,3,0,48960.0,blankScreen_01
26530,38384,3653,1000,3,0,49020.0,blankScreen_01
26508,34708,3688,1000,3,0,49080.0,blankScreen_01
26504,38568,3931,1000,3,0,49140.0,BP_01
26504,32788,3428,1000,3,0,49200.0,
26472,32908,3321,1000,3,0,49260.0,
26452,30064,3203,1000,3,0,49320.0,
26440,32500,3433,1000,3,0,49380.0,
26428,33908,3347,1000,3,0,49440.0,
26410,36188,3171,1000,3,0,49500.0,
26401,31362,4060,1000,3,0,49560.0,
26388,33484,3519,1000,3,0,49620.0,
26364,36224,3480,1000,3,0,49680.0,
26352,31836,3677,1000,3,0,49740.0,
26324,30616,4317,1000,3,0,49800.0,
26280,35650,4262,1000,3,0,49860.0,
26252,35708,4823,1000,3,0,49920.0,
26220,37434,4310,1000,3,0,49980.0,
26194,29528,4516,1000,3,0,50040.0,
26196,30186,4644,1000,3,0,50100.0,blankScreen_02
26204,36506,5675,1000,3,0,50160.0,blankScreen_02
26228,29214,5102,1000,3,0,50220.0,blankScreen_02
26236,33820,4516,1000,3,0,50280.0,BP_02
26216,39220,4429,1000,3,0,50340.0,BP_02
26210,35224,4284,1000,3,0,50400.0,
26206,31560,4299,1000,3,0,50460.0,
26188,34160,4270,1000,3,0,50520.0,
26172,36804,4471,1000,3,0,50580.0,
26184,37380,4455,1000,3,0,50640.0,
26176,37272,4462,1000,3,0,50700.0,
26172,38164,4370,1000,3,0,50760.0,
26160,29162,4087,1000,3,0,50820.0,
26117,34228,4140,1000,3,0,50880.0,
26080,38536,4910,1000,3,0,50940.0,
26032,35120,4972,1000,3,0,51000.0,
25988,25080,4609,1000,3,0,51060.0,
25900,30536,4982,1000,3,0,51120.0,
25792,30748,4674,1000,3,0,51180.0,
25716,37633,4110,1000,3,0,51240.0,
25708,33608,5744,1000,3,0,51300.0,
25713,31904,4816,1000,3,0,51360.0,
25726,33016,4781,1000,3,0,51420.0,
25728,33816,4508,1000,3,0,51480.0,
25724,30216,4340,1000,3,0,51540.0,
25728,35160,4607,1000,3,0,51600.0,blankScreen_03
25726,31508,5741,1000,3,0,51660.0,blankScreen_03
25728,31023,4367,1000,3,0,51720.0,blankScreen_03
25722,31301,4906,1000,3,0,51780.0,
25724,29736,4801,1000,3,0,51840.0,BP_03
25724,29144,5191,1000,3,0,51900.0,
25730,36312,4469,1000,3,0,51960.0,
25716,38592,4386,1000,3,0,52020.0,
25704,39850,4499,1000,3,0,52080.0,
25694,33596,5777,1000,3,0,52140.0,blankScreen_04
25700,28564,4240,1000,3,0,52200.0,blankScreen_04
25698,29198,4435,1000,3,0,52260.0,blankScreen_04
25700,28580,4633,1000,3,0,52320.0,BP_04
25714,35296,4681,1000,3,0,52380.0,
25716,27912,4450,1000,3,0,52440.0,
25710,27690,4191,1000,3,0,52500.0,
25706,34932,4304,1000,3,0,52560.0,
33440,35141,5041,1000,3,0,52620.0,Exercise
35168,26020,4610,1000,3,0,52680.0,Exercise
35132,25086,4669,1000,3,0,52740.0,Exercise
35008,38558,4153,1000,3,0,52800.0,Exercise
34724,24450,4375,1000,3,0,52860.0,Exercise
34842,7724,5155,1000,3,0,52920.0,Exercise
34668,53684,5084,1000,3,0,52980.0,Exercise
34572,45192,5941,1000,3,0,53040.0,Exercise
34764,32762,6032,1000,3,0,53100.0,Exercise
34824,52356,6306,1000,3,0,53160.0,Exercise
34846,32641,6522,1000,3,0,53220.0,Exercise
34888,21912,6902,1000,3,0,53280.0,Exercise
34776,2568,6671,1000,3,0,53340.0,Exercise
34960,59524,6974,1000,3,0,53400.0,BP_05
35064,6531,6315,1000,3,0,53460.0,BP_05
35164,36188,5304,1000,3,0,53520.0,blankScreen_05
35360,36470,4839,1000,3,0,53580.0,blankScreen_05
35404,29313,4606,1000,3,0,53640.0,blankScreen_05
35408,11273,4890,1000,3,0,53700.0,BP_06
35354,34496,5154,1000,3,0,53760.0,
35386,40444,5265,1000,3,0,53820.0,
35450,41304,5422,1000,3,0,53880.0,
35460,32140,5257,1000,3,0,53940.0,
35460,31446,5091,1000,3,0,54000.0,
35484,32342,4773,1000,3,0,54060.0,
