TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Task
30612.0,28980.0,1000,2,0,45600.0,,,,
30844.0,32986.0,1000,2,0,45660.0,,,,
30848.0,32328.0,1000,2,0,45720.0,,,,
30804.0,33012.0,1000,2,0,45780.0,,,,
30748.0,32536.0,1000,2,0,45840.0,,,,
30684.0,30508.0,1000,2,0,45900.0,,,,
30632.0,34520.0,1000,2,0,45960.0,,,,
30568.0,33080.0,1000,2,0,46020.0,,,,
30536.0,32256.0,1000,2,0,46080.0,,,,
30504.0,32876.0,1000,2,0,46140.0,,,,
30448.0,32560.0,1000,2,0,46200.0,,,,
30408.0,33184.0,1000,2,0,46260.0,,,,
30360.0,31153.0,1000,2,0,46320.0,,,,
30312.0,32368.0,1000,2,0,46380.0,,,,
30260.0,32892.0,1000,2,0,46440.0,,,,
30220.0,28745.0,1000,2,0,46500.0,,,,
30164.0,32968.0,1000,2,0,46560.0,,,,
30120.0,32676.0,1000,2,0,46620.0,,,,
30072.0,33128.0,1000,2,0,46680.0,,,,
30020.0,32936.0,1000,2,0,46740.0,,,,
29980.0,31516.0,1000,2,0,46800.0,,,,
29952.0,32936.0,1000,2,0,46860.0,,,,blankScreen_00
29920.0,32800.0,1000,2,0,46920.0,,,,blankScreen_00
29888.0,18633.0,1000,2,0,46980.0,,,,blankScreen_00
29848.0,33176.0,1000,2,0,47040.0,,,,BP_00
29800.0,30144.0,1000,2,0,47100.0,,,,
29760.0,32474.0,1000,2,0,47160.0,,,,Saliva_00
29724.0,33372.0,1000,2,0,47220.0,,,,Saliva_00
29664.0,33332.0,1000,2,0,47280.0,,,,Exposure
29620.0,31784.0,1000,2,0,47340.0,,,,Exposure
29584.0,30912.0,1000,2,0,47400.0,,,,Exposure
29548.0,32264.0,1000,2,0,47460.0,,,,
29644.0,32636.0,1000,2,0,47520.0,,,,passiveViewing_01
29700.0,32864.0,1000,2,0,47580.0,,,,passiveViewing_01
29708.0,32560.0,1000,2,0,47640.0,,,,passiveViewing_01
29912.0,31580.0,1000,2,0,47700.0,,,,passiveViewing_01
29968.0,32980.0,1000,2,0,47760.0,,,,passiveViewing_01
29976.0,33060.0,1000,2,0,47820.0,,,,passiveViewing_01
29972.0,33352.0,1000,2,0,47880.0,,,,passiveViewing_01
29956.0,32448.0,1000,2,0,47940.0,,,,passiveViewing_01
30084.0,32636.0,1000,2,0,48000.0,,,,passiveViewing_01
30128.0,20680.0,1000,2,0,48060.0,,,,passiveViewing_01
30120.0,33056.0,1000,2,0,48120.0,,,,passiveViewing_01
30104.0,32372.0,1000,2,0,48180.0,,,,passiveViewing_01
30098.0,32774.0,1000,2,0,48240.0,,,,passiveViewing_01
30080.0,32384.0,1000,2,0,48300.0,,,,passiveViewing_01
30072.0,31240.0,1000,2,0,48360.0,,,,blankScreen_01
30065.0,32408.0,1000,2,0,48420.0,,,,blankScreen_01
30064.0,32944.0,1000,2,0,48480.0,,,,blankScreen_01
30040.0,29240.0,1000,2,0,48540.0,,,,BP_01
30004.0,28772.0,1000,2,0,48600.0,,,,BP_01
29976.0,44928.0,1000,2,0,48660.0,,,,
29956.0,29528.0,1000,2,0,48720.0,,,,
29936.0,33052.0,1000,2,0,48780.0,,,,
29924.0,32292.0,1000,2,0,48840.0,,,,
29908.0,31072.0,1000,2,0,48900.0,,,,
29896.0,32980.0,1000,2,0,48960.0,,,,
29872.0,32356.0,1000,2,0,49020.0,,,,
29856.0,33068.0,1000,2,0,49080.0,,,,
29840.0,31296.0,1000,2,0,49140.0,,,,
29828.0,32724.0,1000,2,0,49200.0,,,,
28544.0,32836.0,1000,2,0,49260.0,,,,
28176.0,32444.0,1000,2,0,49320.0,,,,
28517.0,32884.0,1000,2,0,49380.0,,,,
28530.0,32644.0,1000,2,0,49440.0,,,,
28496.0,32796.0,1000,2,0,49500.0,,,,blankScreen_02
28460.0,56912.0,1000,2,0,49560.0,,,,blankScreen_02
28416.0,32336.0,1000,2,0,49620.0,,,,blankScreen_02
27632.0,31704.0,1000,2,0,49680.0,,,,BP_02
27636.0,39540.0,1000,2,0,49740.0,,,,BP_02
27616.0,31914.0,1000,2,0,49800.0,,,,
27768.0,31676.0,1000,2,0,49860.0,,,,
27964.0,31980.0,1000,2,0,49920.0,,,,
28101.0,32052.0,1000,2,0,49980.0,,,,
28128.0,33608.0,1000,2,0,50040.0,,,,
28128.0,32938.0,1000,2,0,50100.0,,,,
28112.0,32932.0,1000,2,0,50160.0,,,,
28084.0,32008.0,1000,2,0,50220.0,,,,
28352.0,32038.0,1000,2,0,50280.0,,,,
28520.0,32656.0,1000,2,0,50340.0,,,,
28576.0,32112.0,1000,2,0,50400.0,,,,
28588.0,32980.0,1000,2,0,50460.0,,,,
28580.0,33060.0,1000,2,0,50520.0,,,,
28576.0,32624.0,1000,2,0,50580.0,,,,
28580.0,37488.0,1000,2,0,50640.0,,,,
28572.0,34504.0,1000,2,0,50700.0,,,,
28318.0,31976.0,1000,2,0,50760.0,,,,
27240.0,33760.0,1000,2,0,50820.0,,,,
27208.0,33028.0,1000,2,0,50880.0,,,,
27260.0,32988.0,1000,2,0,50940.0,,,,
27260.0,32396.0,1000,2,0,51000.0,,,,
27252.0,32972.0,1000,2,0,51060.0,,,,
27240.0,32584.0,1000,2,0,51120.0,,,,
26788.0,32752.0,1000,2,0,51180.0,,,,
26688.0,32340.0,1000,2,0,51240.0,,,,
26620.0,32616.0,1000,2,0,51300.0,,,,
26588.0,31972.0,1000,2,0,51360.0,,,,
26556.0,31196.0,1000,2,0,51420.0,,,,blankScreen_03
26512.0,32776.0,1000,2,0,51480.0,,,,blankScreen_03
26496.0,25212.0,1000,2,0,51540.0,,,,blankScreen_03
26488.0,33492.0,1000,2,0,51600.0,,,,BP_03
26476.0,31544.0,1000,2,0,51660.0,,,,
26432.0,34088.0,1000,2,0,51720.0,,,,
26400.0,32652.0,1000,2,0,51780.0,,,,
26388.0,32812.0,1000,2,0,51840.0,,,,
,,1000,3,1,52080.0,26316.0,32760.0,2964.0,blankScreen_04
,,1000,3,1,52140.0,26284.0,32516.0,6234.0,blankScreen_04
,,1000,3,1,52200.0,26277.0,59328.0,6517.0,BP_04
,,1000,3,1,52260.0,26264.0,32224.0,7140.0,BP_04
,,1000,3,1,52320.0,26256.0,32976.0,6625.0,
,,1000,3,1,52380.0,26260.0,31896.0,5345.0,
,,1000,3,1,52440.0,26254.0,32240.0,4064.0,
,,1000,3,1,52500.0,26236.0,32608.0,7458.0,
,,1000,3,1,52560.0,33400.0,32360.0,9178.0,Exercise
,,1000,3,1,52620.0,34312.0,32468.0,7040.0,Exercise
,,1000,3,1,52680.0,34100.0,36374.0,6868.0,Exercise
,,1000,3,1,52740.0,34096.0,32013.0,7218.0,Exercise
,,1000,3,1,52800.0,34160.0,40364.0,6935.0,Exercise
,,1000,3,1,52860.0,34052.0,32324.0,8098.0,Exercise
,,1000,3,1,52920.0,34144.0,30864.0,7054.0,Exercise
,,1000,3,1,52980.0,34096.0,37152.0,9561.0,Exercise
,,1000,3,1,53040.0,34044.0,37248.0,9852.0,Exercise
,,1000,3,1,53100.0,34231.0,33644.0,9014.0,Exercise
,,1000,3,1,53160.0,34060.0,31026.0,6390.0,Exercise
,,1000,3,1,53220.0,34160.0,31557.0,14454.0,Exercise
,,1000,3,1,53280.0,33928.0,31992.0,18365.0,Exercise
,,1000,3,1,53340.0,34784.0,32722.0,10506.0,BP_05
,,1000,3,1,53400.0,35396.0,30268.0,3093.0,BP_05
,,1000,3,1,53460.0,35540.0,31984.0,12424.0,blankScreen_05
,,1000,3,1,53520.0,35608.0,34028.0,8564.0,blankScreen_05
,,1000,3,1,53580.0,35652.0,32596.0,8398.0,blankScreen_05
,,1000,3,1,53640.0,35560.0,32904.0,6478.0,BP_06
,,1000,3,1,53700.0,35548.0,32624.0,7414.0,
,,1000,3,1,53760.0,35608.0,33600.0,4071.0,
,,1000,3,1,53820.0,35732.0,32772.0,3840.0,
,,1000,3,1,53880.0,35768.0,32548.0,3939.0,
,,1000,3,1,53940.0,35732.0,34196.0,2958.0,
,,1000,3,1,54000.0,35712.0,30808.0,1841.0,
