TEMP_CH2,ECG_CH3,EDA_CH4,Freq,Channels,File,t,Task
36616,32260,419,1000,3,0,42960.0,
36542,32660,407,1000,3,0,43020.0,
36680,34352,432,1000,3,0,43080.0,
36704,33136,423,1000,3,0,43140.0,
36756,33740,423,1000,3,0,43200.0,
36672,33294,437,1000,3,0,43260.0,
36640,32660,435,1000,3,0,43320.0,
36730,32404,427,1000,3,0,43380.0,
36708,32916,461,1000,3,0,43440.0,
36692,32644,468,1000,3,0,43500.0,
36692,32804,463,1000,3,0,43560.0,
36708,33116,457,1000,3,0,43620.0,
36692,32250,423,1000,3,0,43680.0,
36724,32700,410,1000,3,0,43740.0,
36708,32884,407,1000,3,0,43800.0,
36688,29016,400,1000,3,0,43860.0,
36732,33016,412,1000,3,0,43920.0,
36720,32556,417,1000,3,0,43980.0,
36744,32720,448,1000,3,0,44040.0,
36576,32452,471,1000,3,0,44100.0,
36628,32824,436,1000,3,0,44160.0,
36624,33156,450,1000,3,0,44220.0,
36680,32468,509,1000,3,0,44280.0,
36600,32688,634,1000,3,0,44340.0,
36616,32572,627,1000,3,0,44400.0,
36680,32324,580,1000,3,0,44460.0,
36656,31716,609,1000,3,0,44520.0,
36716,32860,550,1000,3,0,44580.0,
36692,33212,532,1000,3,0,44640.0,
36736,32796,530,1000,3,0,44700.0,
36734,32014,514,1000,3,0,44760.0,
36718,31484,581,1000,3,0,44820.0,
36748,33316,608,1000,3,0,44880.0,
36776,32712,607,1000,3,0,44940.0,
36734,32432,656,1000,3,0,45000.0,
36828,32584,642,1000,3,0,45060.0,
36714,32412,633,1000,3,0,45120.0,
36756,32696,631,1000,3,0,45180.0,
36808,33060,633,1000,3,0,45240.0,
36784,31972,629,1000,3,0,45300.0,
36824,32124,666,1000,3,0,45360.0,
36796,33436,636,1000,3,0,45420.0,
36868,33300,627,1000,3,0,45480.0,blankScreen_00
36636,32084,623,1000,3,0,45540.0,blankScreen_00
36660,32852,596,1000,3,0,45600.0,blankScreen_00
36734,32684,639,1000,3,0,45660.0,BP_00
36666,32788,596,1000,3,0,45720.0,BP_00
36600,32812,634,1000,3,0,45780.0,
36878,33828,616,1000,3,0,45840.0,
36664,33276,676,1000,3,0,45900.0,
36716,31662,761,1000,3,0,45960.0,
36518,33740,716,1000,3,0,46020.0,
36574,32836,680,1000,3,0,46080.0,
36568,34764,743,1000,3,0,46140.0,
36948,29788,764,1000,3,0,46200.0,
36200,32216,895,1000,3,0,46260.0,
37084,33028,948,1000,3,0,46320.0,
36524,30914,837,1000,3,0,46380.0,Exposure
36396,32544,780,1000,3,0,46440.0,Exposure
36520,32522,770,1000,3,0,46500.0,Exposure
36516,32428,730,1000,3,0,46560.0,Exposure
36456,32996,710,1000,3,0,46620.0,passiveViewing_01
36508,32230,704,1000,3,0,46680.0,passiveViewing_01
36344,32468,713,1000,3,0,46740.0,passiveViewing_01
36332,32702,685,1000,3,0,46800.0,passiveViewing_01
36348,32536,669,1000,3,0,46860.0,passiveViewing_01
36280,32244,675,1000,3,0,46920.0,passiveViewing_01
36176,33056,674,1000,3,0,46980.0,passiveViewing_01
