TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
37412,31364,4804,1000,3,0,33000.0,
37532,33852,5000,1000,3,0,33060.0,
37536,34618,4813,1000,3,0,33120.0,
37480,30532,4819,1000,3,0,33180.0,
37452,34794,4811,1000,3,0,33240.0,
37420,33749,4538,1000,3,0,33300.0,
37516,32504,5072,1000,3,0,33360.0,
37476,29578,5736,1000,3,0,33420.0,
37572,33434,6147,1000,3,0,33480.0,
37527,32017,6128,1000,3,0,33540.0,
37598,30460,5502,1000,3,0,33600.0,
37564,30696,5189,1000,3,0,33660.0,
37788,34032,4968,1000,3,0,33720.0,
37936,33223,4681,1000,3,0,33780.0,
38050,28874,6244,1000,3,0,33840.0,
38060,30920,6532,1000,3,0,33900.0,
38248,31418,7454,1000,3,0,33960.0,
38286,31448,7374,1000,3,0,34020.0,
38244,32135,8624,1000,3,0,34080.0,
38156,32782,9826,1000,3,0,34140.0,
38222,32670,9855,1000,3,0,34200.0,
38198,33470,8669,1000,3,0,34260.0,
38180,32588,8072,1000,3,0,34320.0,
38128,33276,7479,1000,3,0,34380.0,
38056,33312,6796,1000,3,0,34440.0,
37976,32764,7346,1000,3,0,34500.0,
37926,33391,7623,1000,3,0,34560.0,
38020,33082,7334,1000,3,0,34620.0,
37890,32308,8017,1000,3,0,34680.0,
37992,28880,6828,1000,3,0,34740.0,
38048,31400,6859,1000,3,0,34800.0,blankScreen_00
38008,29628,6086,1000,3,0,34860.0,blankScreen_00
37986,33244,5873,1000,3,0,34920.0,blankScreen_00
37848,25293,6576,1000,3,0,34980.0,BP_00
37836,32766,7665,1000,3,0,35040.0,
37682,15858,7522,1000,3,0,35100.0,
37760,32230,5730,1000,3,0,35160.0,
37840,32670,6247,1000,3,0,35220.0,
37786,33322,6567,1000,3,0,35280.0,
37812,20776,8310,1000,3,0,35340.0,
37181,33614,8318,1000,3,0,35400.0,Exposure
37108,32680,7129,1000,3,0,35460.0,Exposure
37048,34858,6163,1000,3,0,35520.0,Exposure
35568,34114,5894,1000,3,0,35580.0,passiveViewing_01
35232,32049,5426,1000,3,0,35640.0,passiveViewing_01
35048,33272,6113,1000,3,0,35700.0,passiveViewing_01
35044,30839,6277,1000,3,0,35760.0,passiveViewing_01
35106,32134,5850,1000,3,0,35820.0,passiveViewing_01
35028,25837,5828,1000,3,0,35880.0,passiveViewing_01
35064,30278,5546,1000,3,0,35940.0,passiveViewing_01
35072,33242,5455,1000,3,0,36000.0,passiveViewing_01
35082,31268,4931,1000,3,0,36060.0,passiveViewing_01
35116,31544,4757,1000,3,0,36120.0,passiveViewing_01
35128,30181,4990,1000,3,0,36180.0,passiveViewing_01
35140,33314,4865,1000,3,0,36240.0,passiveViewing_01
35150,31637,4771,1000,3,0,36300.0,passiveViewing_01
35132,32992,4681,1000,3,0,36360.0,passiveViewing_01
35141,29060,4161,1000,3,0,36420.0,passiveViewing_01
35160,30236,4025,1000,3,0,36480.0,passiveViewing_01
35192,31400,4894,1000,3,0,36540.0,passiveViewing_01
35252,29680,5694,1000,3,0,36600.0,blankScreen_01
35248,32784,6718,1000,3,0,36660.0,blankScreen_01
35232,32726,6360,1000,3,0,36720.0,blankScreen_01
35220,32804,7312,1000,3,0,36780.0,BP_01
35297,32544,7346,1000,3,0,36840.0,
35238,32920,6226,1000,3,0,36900.0,
35200,30666,5464,1000,3,0,36960.0,
35160,31840,5167,1000,3,0,37020.0,
35176,33424,4938,1000,3,0,37080.0,
35140,34690,4635,1000,3,0,37140.0,
35182,33540,4453,1000,3,0,37200.0,
35228,32600,4503,1000,3,0,37260.0,
35304,26204,4313,1000,3,0,37320.0,
35320,51164,2390,1000,3,0,37380.0,
35284,27308,4048,1000,3,0,37440.0,
35192,32333,3739,1000,3,0,37500.0,
35256,33778,4262,1000,3,0,37560.0,
35268,34118,4339,1000,3,0,37620.0,
35204,32252,4353,1000,3,0,37680.0,
35264,24737,5201,1000,3,0,37740.0,blankScreen_02
35250,31976,4815,1000,3,0,37800.0,blankScreen_02
35222,31602,5988,1000,3,0,37860.0,blankScreen_02
35229,30366,5896,1000,3,0,37920.0,BP_02
35348,33064,7196,1000,3,0,37980.0,
35380,32020,7578,1000,3,0,38040.0,
35240,32968,6153,1000,3,0,38100.0,
35148,30214,5445,1000,3,0,38160.0,
35220,29856,4524,1000,3,0,38220.0,
35284,28540,4338,1000,3,0,38280.0,
35168,32298,4466,1000,3,0,38340.0,
35076,32302,4270,1000,3,0,38400.0,
35217,30334,3941,1000,3,0,38460.0,
35252,39024,4340,1000,3,0,38520.0,
35384,34420,4524,1000,3,0,38580.0,
35290,36034,5150,1000,3,0,38640.0,
35176,32608,4820,1000,3,0,38700.0,
35240,29924,4364,1000,3,0,38760.0,
35316,39040,4030,1000,3,0,38820.0,
35077,31624,4470,1000,3,0,38880.0,
35184,33860,4676,1000,3,0,38940.0,
35020,30564,4603,1000,3,0,39000.0,
34986,32656,4780,1000,3,0,39060.0,
35136,34464,4844,1000,3,0,39120.0,blankScreen_03
35256,37722,5263,1000,3,0,39180.0,blankScreen_03
35206,32638,5694,1000,3,0,39240.0,blankScreen_03
35496,29430,6599,1000,3,0,39300.0,BP_03
35440,35716,7225,1000,3,0,39360.0,
35068,35556,7791,1000,3,0,39420.0,
34800,34496,7578,1000,3,0,39480.0,
34688,28868,7529,1000,3,0,39540.0,
34692,31356,6628,1000,3,0,39600.0,
34712,34482,5822,1000,3,0,39660.0,blankScreen_04
34568,35294,5426,1000,3,0,39720.0,blankScreen_04
34633,28264,6720,1000,3,0,39780.0,blankScreen_04
34956,30346,9066,1000,3,0,39840.0,BP_04
34986,33348,9931,1000,3,0,39900.0,
34660,35498,9070,1000,3,0,39960.0,
34564,29840,7797,1000,3,0,40020.0,
34518,29838,6547,1000,3,0,40080.0,
37268,32432,10584,1000,3,0,40140.0,Exercise
36452,28928,14577,1000,3,0,40200.0,Exercise
36556,45108,10606,1000,3,0,40260.0,BP_05
36624,28492,12164,1000,3,0,40320.0,blankScreen_05
36665,30752,9809,1000,3,0,40380.0,blankScreen_05
36820,28764,8930,1000,3,0,40440.0,blankScreen_05
36900,32436,8032,1000,3,0,40500.0,
36784,30878,7976,1000,3,0,40560.0,BP_06
36796,27000,9410,1000,3,0,40620.0,
36828,32584,8179,1000,3,0,40680.0,
36928,35197,7852,1000,3,0,40740.0,
36992,34529,7407,1000,3,0,40800.0,
37055,34920,7064,1000,3,0,40860.0,
36942,35441,26,1000,3,0,40920.0,
35990,65535,25,1000,3,0,40980.0,
