ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
36130,37344,1000,2,0,45420.0,,
29456,37528,1000,2,0,45480.0,,
33000,37168,1000,2,0,45540.0,,
27460,37300,1000,2,0,45600.0,,
38236,37304,1000,2,0,45660.0,,
33088,37324,1000,2,0,45720.0,,
32440,37552,1000,2,0,45780.0,,
32788,37536,1000,2,0,45840.0,,
31016,37512,1000,2,0,45900.0,,
33060,37556,1000,2,0,45960.0,,
33292,37468,1000,2,0,46020.0,,
32904,37412,1000,2,0,46080.0,,
33232,37152,1000,2,0,46140.0,,
32996,37152,1000,2,0,46200.0,,
31946,37328,1000,2,0,46260.0,,
30108,37292,1000,2,0,46320.0,,
33392,37156,1000,2,0,46380.0,,
45696,37168,1000,2,0,46440.0,,
29272,37056,1000,2,0,46500.0,,
34012,37212,1000,2,0,46560.0,,
38784,37000,1000,2,0,46620.0,,
33216,37100,1000,2,0,46680.0,,
33004,37232,1000,2,0,46740.0,,
32920,36892,1000,2,0,46800.0,,
30480,36932,1000,2,0,46860.0,,
32948,37300,1000,2,0,46920.0,,
33352,37280,1000,2,0,46980.0,,
31670,37416,1000,2,0,47040.0,,
33528,37288,1000,2,0,47100.0,,
32976,37536,1000,2,0,47160.0,,blankScreen_00
31672,37432,1000,2,0,47220.0,,blankScreen_00
32332,37312,1000,2,0,47280.0,,blankScreen_00
33136,37388,1000,2,0,47340.0,,BP_00
32644,37480,1000,2,0,47400.0,,BP_00
33884,37144,1000,2,0,47460.0,,
33264,36976,1000,2,0,47520.0,,
27234,37028,1000,2,0,47580.0,,
35152,37096,1000,2,0,47640.0,,Exposure
33216,37096,1000,2,0,47700.0,,Exposure
33276,36954,1000,2,0,47760.0,,Exposure
32120,36768,1000,2,0,47820.0,,passiveViewing_01
29784,36844,1000,2,0,47880.0,,passiveViewing_01
33224,36972,1000,2,0,47940.0,,passiveViewing_01
32992,36890,1000,2,0,48000.0,,passiveViewing_01
33448,36840,1000,2,0,48060.0,,passiveViewing_01
28616,36580,1000,2,0,48120.0,,passiveViewing_01
32296,36640,1000,2,0,48180.0,,passiveViewing_01
28852,36876,1000,2,0,48240.0,,passiveViewing_01
37092,36640,1000,2,0,48300.0,,passiveViewing_01
32848,37384,1000,2,0,48360.0,,passiveViewing_01
33664,37256,1000,2,0,48420.0,,passiveViewing_01
31472,37228,1000,2,0,48480.0,,passiveViewing_01
30644,37176,1000,2,0,48540.0,,passiveViewing_01
