EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
36374,31247,7333,1000,3,0,48120.0,
36352,32168,7824,1000,3,0,48180.0,
36392,64364,6616,1000,3,0,48240.0,
36377,36314,6463,1000,3,0,48300.0,
36366,29128,5457,1000,3,0,48360.0,
36384,48804,5008,1000,3,0,48420.0,
36364,33664,8162,1000,3,0,48480.0,
36382,34212,10175,1000,3,0,48540.0,
36332,30874,14366,1000,3,0,48600.0,
36328,33358,11161,1000,3,0,48660.0,
36308,31300,8719,1000,3,0,48720.0,
36288,31448,7472,1000,3,0,48780.0,
36324,33310,8831,1000,3,0,48840.0,
36328,31828,6752,1000,3,0,48900.0,
36318,37348,17612,1000,3,0,48960.0,
36268,24540,17494,1000,3,0,49020.0,
36238,34694,17422,1000,3,0,49080.0,
36340,33150,13552,1000,3,0,49140.0,
36332,64326,20756,1000,3,0,49200.0,
36316,32576,20900,1000,3,0,49260.0,
36356,28704,20600,1000,3,0,49320.0,
36340,33798,21024,1000,3,0,49380.0,
36344,33460,21204,1000,3,0,49440.0,
36204,30400,22517,1000,3,0,49500.0,
36224,31700,21814,1000,3,0,49560.0,
36277,31406,21896,1000,3,0,49620.0,
36285,32872,22406,1000,3,0,49680.0,
36296,33090,22522,1000,3,0,49740.0,
36316,32796,22164,1000,3,0,49800.0,
36280,32856,22462,1000,3,0,49860.0,
36318,31068,22172,1000,3,0,49920.0,blankScreen_00
36246,29620,24564,1000,3,0,49980.0,blankScreen_00
36300,32832,20872,1000,3,0,50040.0,blankScreen_00
36278,30966,23878,1000,3,0,50100.0,BP_00
36252,36308,18437,1000,3,0,50160.0,BP_00
36080,31297,23695,1000,3,0,50220.0,
36264,33076,28068,1000,3,0,50280.0,
36288,29808,26416,1000,3,0,50340.0,
35984,31836,26752,1000,3,0,50400.0,
35756,32693,22658,1000,3,0,50460.0,Exposure
35812,29132,21284,1000,3,0,50520.0,Exposure
35774,34072,21972,1000,3,0,50580.0,passiveViewing_01
35868,32622,21268,1000,3,0,50640.0,passiveViewing_01
35868,31576,18034,1000,3,0,50700.0,passiveViewing_01
35798,32488,16006,1000,3,0,50760.0,passiveViewing_01
35824,33790,15902,1000,3,0,50820.0,passiveViewing_01
35865,54968,14681,1000,3,0,50880.0,passiveViewing_01
35756,32846,13950,1000,3,0,50940.0,passiveViewing_01
35692,32066,12632,1000,3,0,51000.0,passiveViewing_01
35776,28696,11718,1000,3,0,51060.0,passiveViewing_01
35702,33060,11108,1000,3,0,51120.0,passiveViewing_01
35687,31348,10506,1000,3,0,51180.0,passiveViewing_01
35732,30566,10084,1000,3,0,51240.0,passiveViewing_01
35756,33182,9768,1000,3,0,51300.0,passiveViewing_01
35738,33420,10524,1000,3,0,51360.0,passiveViewing_01
35712,34198,9854,1000,3,0,51420.0,passiveViewing_01
35772,33414,9648,1000,3,0,51480.0,passiveViewing_01
35782,32111,9896,1000,3,0,51540.0,passiveViewing_01
35768,32313,15906,1000,3,0,51600.0,blankScreen_01
35832,36736,24278,1000,3,0,51660.0,blankScreen_01
35880,32928,18616,1000,3,0,51720.0,blankScreen_01
35752,33188,20948,1000,3,0,51780.0,BP_01
35562,28972,20369,1000,3,0,51840.0,
35676,31552,17703,1000,3,0,51900.0,
35724,32856,15538,1000,3,0,51960.0,
35718,31816,13196,1000,3,0,52020.0,
35654,27800,11270,1000,3,0,52080.0,
35722,32544,10306,1000,3,0,52140.0,
35690,32608,9633,1000,3,0,52200.0,
35724,31836,8884,1000,3,0,52260.0,
35626,33098,8360,1000,3,0,52320.0,
35692,27584,9230,1000,3,0,52380.0,
35684,32520,8728,1000,3,0,52440.0,
35700,32366,11986,1000,3,0,52500.0,
35788,28792,10025,1000,3,0,52560.0,
35828,28876,11492,1000,3,0,52620.0,
35792,25776,13420,1000,3,0,52680.0,
35688,28604,22006,1000,3,0,52740.0,blankScreen_02
35646,36096,20837,1000,3,0,52800.0,blankScreen_02
36336,27328,16789,1000,3,0,52860.0,blankScreen_02
36308,29164,17694,1000,3,0,52920.0,BP_02
36304,30564,20988,1000,3,0,52980.0,
36328,26928,18660,1000,3,0,53040.0,
36336,31942,14818,1000,3,0,53100.0,
36324,32017,14166,1000,3,0,53160.0,
36340,39508,12068,1000,3,0,53220.0,
36334,33022,11022,1000,3,0,53280.0,
36346,28434,11463,1000,3,0,53340.0,
36332,31990,11269,1000,3,0,53400.0,
36324,35844,10332,1000,3,0,53460.0,
36324,33102,15146,1000,3,0,53520.0,
36324,31684,11360,1000,3,0,53580.0,
36320,32007,10122,1000,3,0,53640.0,
36328,33772,9198,1000,3,0,53700.0,
36324,31936,8684,1000,3,0,53760.0,
36286,33560,11654,1000,3,0,53820.0,
36264,62400,19502,1000,3,0,53880.0,
36305,33473,21400,1000,3,0,53940.0,
36278,33102,19548,1000,3,0,54000.0,
36305,33396,17764,1000,3,0,54060.0,
36300,27156,20928,1000,3,0,54120.0,blankScreen_03
36292,32386,22796,1000,3,0,54180.0,blankScreen_03
36284,33568,20520,1000,3,0,54240.0,blankScreen_03
36258,36392,20796,1000,3,0,54300.0,BP_03
36300,32166,20716,1000,3,0,54360.0,
36280,52808,22415,1000,3,0,54420.0,
36276,32309,16272,1000,3,0,54480.0,
36256,31161,17112,1000,3,0,54540.0,
36240,33180,22389,1000,3,0,54600.0,blankScreen_04
36246,30726,19600,1000,3,0,54660.0,blankScreen_04
36260,30952,21454,1000,3,0,54720.0,blankScreen_04
36276,32734,21070,1000,3,0,54780.0,BP_04
36288,31800,19755,1000,3,0,54840.0,
36310,31856,19932,1000,3,0,54900.0,
36344,33146,17284,1000,3,0,54960.0,
36328,32468,15538,1000,3,0,55020.0,
35825,27256,24724,1000,3,0,55080.0,Exercise
35498,33156,25629,1000,3,0,55140.0,Exercise
35438,35244,28008,1000,3,0,55200.0,Exercise
35380,32025,24768,1000,3,0,55260.0,Exercise
35380,31804,24812,1000,3,0,55320.0,Exercise
35368,31712,26790,1000,3,0,55380.0,Exercise
35176,37466,28074,1000,3,0,55440.0,Exercise
35172,32506,28633,1000,3,0,55500.0,Exercise
35080,34914,28176,1000,3,0,55560.0,Exercise
35120,32952,27548,1000,3,0,55620.0,Exercise
35105,31608,23892,1000,3,0,55680.0,Exercise
