EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
35036,32652,25532,1000,3,0,55740.0,Exercise
35096,32644,24196,1000,3,0,55800.0,Exercise
35808,30132,24772,1000,3,0,55860.0,BP_05
36028,35974,21754,1000,3,0,55920.0,blankScreen_05
36036,32420,20901,1000,3,0,55980.0,blankScreen_05
36098,23628,25434,1000,3,0,56040.0,blankScreen_05
36012,26745,26620,1000,3,0,56100.0,BP_06
36033,32884,25024,1000,3,0,56160.0,BP_06
36102,29586,28836,1000,3,0,56220.0,
36024,34477,26708,1000,3,0,56280.0,
36016,32420,28096,1000,3,0,56340.0,
36028,34126,29798,1000,3,0,56400.0,
36012,28694,27568,1000,3,0,56460.0,
