TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
29900,33124,490,1000,3,0,48840.0,
30008,30686,326,1000,3,0,48900.0,
29780,31828,453,1000,3,0,48960.0,
29646,33428,486,1000,3,0,49020.0,
29508,32580,543,1000,3,0,49080.0,
29364,32164,456,1000,3,0,49140.0,
29284,31540,575,1000,3,0,49200.0,
29250,32826,448,1000,3,0,49260.0,
29183,32876,541,1000,3,0,49320.0,
29182,32480,475,1000,3,0,49380.0,
29196,32824,496,1000,3,0,49440.0,
29284,31840,521,1000,3,0,49500.0,
29172,32562,481,1000,3,0,49560.0,
28850,30944,486,1000,3,0,49620.0,
28848,32392,449,1000,3,0,49680.0,
28936,32263,453,1000,3,0,49740.0,
28936,32546,565,1000,3,0,49800.0,
27878,32524,486,1000,3,0,49860.0,
27900,32614,484,1000,3,0,49920.0,
27862,33116,466,1000,3,0,49980.0,
28054,32950,494,1000,3,0,50040.0,
28524,35268,528,1000,3,0,50100.0,
28054,32622,582,1000,3,0,50160.0,
28048,27158,500,1000,3,0,50220.0,
28140,32631,509,1000,3,0,50280.0,
28176,29008,526,1000,3,0,50340.0,
28040,33756,382,1000,3,0,50400.0,
28042,31284,382,1000,3,0,50460.0,
28004,31274,450,1000,3,0,50520.0,
28014,31376,473,1000,3,0,50580.0,
27996,32956,478,1000,3,0,50640.0,
31953,31354,461,1000,3,0,50700.0,
32104,33422,487,1000,3,0,50760.0,
28650,33700,445,1000,3,0,50820.0,
28834,32396,489,1000,3,0,50880.0,
30284,35116,419,1000,3,0,50940.0,
32376,33978,439,1000,3,0,51000.0,
29908,32576,504,1000,3,0,51060.0,blankScreen_00
29462,31848,446,1000,3,0,51120.0,blankScreen_00
29400,32382,436,1000,3,0,51180.0,blankScreen_00
29660,32916,480,1000,3,0,51240.0,BP_00
29708,32180,491,1000,3,0,51300.0,
29272,32625,441,1000,3,0,51360.0,
29148,33488,518,1000,3,0,51420.0,
30176,33760,405,1000,3,0,51480.0,
34112,32335,420,1000,3,0,51540.0,
31600,32328,328,1000,3,0,51600.0,Exposure
30482,32732,334,1000,3,0,51660.0,Exposure
30210,31876,513,1000,3,0,51720.0,Exposure
31884,32150,314,1000,3,0,51780.0,
29205,32899,506,1000,3,0,51840.0,
29052,33184,414,1000,3,0,51900.0,
29324,32460,451,1000,3,0,51960.0,
29084,32906,411,1000,3,0,52020.0,
28954,32972,422,1000,3,0,52080.0,
28844,32318,436,1000,3,0,52140.0,
28812,32652,382,1000,3,0,52200.0,
28830,33324,402,1000,3,0,52260.0,
29022,29872,384,1000,3,0,52320.0,
29132,33028,438,1000,3,0,52380.0,
29156,32644,395,1000,3,0,52440.0,
29134,31348,459,1000,3,0,52500.0,
29130,31288,433,1000,3,0,52560.0,
29620,31980,457,1000,3,0,52620.0,
29932,32872,463,1000,3,0,52680.0,
30124,32204,511,1000,3,0,52740.0,
30156,31136,475,1000,3,0,52800.0,
30138,32440,401,1000,3,0,52860.0,
30148,34340,488,1000,3,0,52920.0,
30132,31876,495,1000,3,0,52980.0,
30068,33618,354,1000,3,0,53040.0,
30078,33708,278,1000,3,0,53100.0,
30168,33380,416,1000,3,0,53160.0,
30160,31814,401,1000,3,0,53220.0,
30140,32793,451,1000,3,0,53280.0,
30152,33252,454,1000,3,0,53340.0,
30180,32992,471,1000,3,0,53400.0,
30528,31854,442,1000,3,0,53460.0,
30628,31225,438,1000,3,0,53520.0,
30632,34110,451,1000,3,0,53580.0,
30644,33216,452,1000,3,0,53640.0,
30658,32216,576,1000,3,0,53700.0,
30662,31456,474,1000,3,0,53760.0,
30672,31820,457,1000,3,0,53820.0,
30704,32308,434,1000,3,0,53880.0,
30652,32590,518,1000,3,0,53940.0,
30612,33588,476,1000,3,0,54000.0,
30612,32300,537,1000,3,0,54060.0,
