TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Task
36576.0,29472.0,1000,2,0,33300.0,,,,
36556.0,31808.0,1000,2,0,33360.0,,,,
36560.0,38692.0,1000,2,0,33420.0,,,,
36548.0,32308.0,1000,2,0,33480.0,,,,
36568.0,31660.0,1000,2,0,33540.0,,,,
36564.0,29796.0,1000,2,0,33600.0,,,,
36584.0,32570.0,1000,2,0,33660.0,,,,
36536.0,32288.0,1000,2,0,33720.0,,,,
36512.0,34256.0,1000,2,0,33780.0,,,,
36512.0,32452.0,1000,2,0,33840.0,,,,
36480.0,31816.0,1000,2,0,33900.0,,,,
36424.0,31124.0,1000,2,0,33960.0,,,,
36448.0,29196.0,1000,2,0,34020.0,,,,
36404.0,32120.0,1000,2,0,34080.0,,,,
36432.0,33856.0,1000,2,0,34140.0,,,,
36444.0,33788.0,1000,2,0,34200.0,,,,
36428.0,32672.0,1000,2,0,34260.0,,,,
36420.0,31712.0,1000,2,0,34320.0,,,,
36396.0,35036.0,1000,2,0,34380.0,,,,
36388.0,32436.0,1000,2,0,34440.0,,,,
36376.0,33548.0,1000,2,0,34500.0,,,,
36376.0,43356.0,1000,2,0,34560.0,,,,
36372.0,32936.0,1000,2,0,34620.0,,,,
36360.0,34624.0,1000,2,0,34680.0,,,,
36364.0,34528.0,1000,2,0,34740.0,,,,
36336.0,32088.0,1000,2,0,34800.0,,,,
36328.0,33750.0,1000,2,0,34860.0,,,,
36352.0,31944.0,1000,2,0,34920.0,,,,
36372.0,32860.0,1000,2,0,34980.0,,,,
36348.0,32584.0,1000,2,0,35040.0,,,,
36376.0,31832.0,1000,2,0,35100.0,,,,
36380.0,31920.0,1000,2,0,35160.0,,,,
36320.0,32892.0,1000,2,0,35220.0,,,,
36378.0,32524.0,1000,2,0,35280.0,,,,
36384.0,32662.0,1000,2,0,35340.0,,,,
36356.0,32636.0,1000,2,0,35400.0,,,,
36340.0,32388.0,1000,2,0,35460.0,,,,
36344.0,32308.0,1000,2,0,35520.0,,,,
36320.0,33376.0,1000,2,0,35580.0,,,,
36388.0,35304.0,1000,2,0,35640.0,,,,
36344.0,35226.0,1000,2,0,35700.0,,,,
36400.0,32684.0,1000,2,0,35760.0,,,,
36484.0,33764.0,1000,2,0,35820.0,,,,
36480.0,32784.0,1000,2,0,35880.0,,,,
36496.0,31456.0,1000,2,0,35940.0,,,,
36438.0,34114.0,1000,2,0,36000.0,,,,
36472.0,30664.0,1000,2,0,36060.0,,,,
36456.0,31888.0,1000,2,0,36120.0,,,,
36544.0,32360.0,1000,2,0,36180.0,,,,
36516.0,32098.0,1000,2,0,36240.0,,,,
36528.0,33180.0,1000,2,0,36300.0,,,,blankScreen_00
36476.0,32196.0,1000,2,0,36360.0,,,,blankScreen_00
36536.0,32340.0,1000,2,0,36420.0,,,,blankScreen_00
36478.0,44192.0,1000,2,0,36480.0,,,,BP_00
36356.0,30996.0,1000,2,0,36540.0,,,,BP_00
36336.0,31868.0,1000,2,0,36600.0,,,,
36348.0,34100.0,1000,2,0,36660.0,,,,
36468.0,40164.0,1000,2,0,36720.0,,,,
36464.0,31328.0,1000,2,0,36780.0,,,,
36448.0,33172.0,1000,2,0,36840.0,,,,
36450.0,33796.0,1000,2,0,36900.0,,,,
36392.0,32860.0,1000,2,0,36960.0,,,,
36484.0,34620.0,1000,2,0,37020.0,,,,
36360.0,32856.0,1000,2,0,37080.0,,,,
36396.0,32176.0,1000,2,0,37140.0,,,,Exposure
36368.0,32432.0,1000,2,0,37200.0,,,,Exposure
36480.0,31772.0,1000,2,0,37260.0,,,,Exposure
36404.0,31774.0,1000,2,0,37320.0,,,,Exposure
36448.0,32872.0,1000,2,0,37380.0,,,,passiveViewing_01
36532.0,32922.0,1000,2,0,37440.0,,,,passiveViewing_01
36560.0,32340.0,1000,2,0,37500.0,,,,passiveViewing_01
36564.0,32232.0,1000,2,0,37560.0,,,,passiveViewing_01
36572.0,33984.0,1000,2,0,37620.0,,,,passiveViewing_01
36620.0,33088.0,1000,2,0,37680.0,,,,passiveViewing_01
36536.0,32616.0,1000,2,0,37740.0,,,,passiveViewing_01
36546.0,33432.0,1000,2,0,37800.0,,,,passiveViewing_01
36572.0,32932.0,1000,2,0,37860.0,,,,passiveViewing_01
36496.0,32620.0,1000,2,0,37920.0,,,,passiveViewing_01
36448.0,32444.0,1000,2,0,37980.0,,,,passiveViewing_01
36432.0,32800.0,1000,2,0,38040.0,,,,passiveViewing_01
36420.0,32474.0,1000,2,0,38100.0,,,,passiveViewing_01
36380.0,32604.0,1000,2,0,38160.0,,,,passiveViewing_01
36332.0,32616.0,1000,2,0,38220.0,,,,passiveViewing_01
36316.0,32476.0,1000,2,0,38280.0,,,,blankScreen_01
36296.0,33276.0,1000,2,0,38340.0,,,,blankScreen_01
36264.0,32488.0,1000,2,0,38400.0,,,,blankScreen_01
36304.0,32604.0,1000,2,0,38460.0,,,,
36256.0,31604.0,1000,2,0,38520.0,,,,BP_01
36204.0,34897.0,1000,2,0,38580.0,,,,
36244.0,34624.0,1000,2,0,38640.0,,,,
36360.0,34856.0,1000,2,0,38700.0,,,,
36396.0,32708.0,1000,2,0,38760.0,,,,
36448.0,32676.0,1000,2,0,38820.0,,,,
36528.0,32554.0,1000,2,0,38880.0,,,,
36548.0,32604.0,1000,2,0,38940.0,,,,
36544.0,33564.0,1000,2,0,39000.0,,,,
36472.0,30080.0,1000,2,0,39060.0,,,,
