EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
36226,33790,2856,1000,3,0,35880.0,passiveViewing_01
36224,32896,2790,1000,3,0,35940.0,passiveViewing_01
36212,33674,3086,1000,3,0,36000.0,passiveViewing_01
36212,31170,2878,1000,3,0,36060.0,passiveViewing_01
36172,33012,2800,1000,3,0,36120.0,passiveViewing_01
36188,32784,2645,1000,3,0,36180.0,passiveViewing_01
36224,27872,2663,1000,3,0,36240.0,passiveViewing_01
36220,32717,2757,1000,3,0,36300.0,passiveViewing_01
36214,31132,2906,1000,3,0,36360.0,passiveViewing_01
36216,33256,2785,1000,3,0,36420.0,passiveViewing_01
36184,33424,3160,1000,3,0,36480.0,blankScreen_01
36149,32744,3301,1000,3,0,36540.0,blankScreen_01
36124,32842,2860,1000,3,0,36600.0,blankScreen_01
35926,31328,3840,1000,3,0,36660.0,BP_01
35932,33572,4536,1000,3,0,36720.0,BP_01
36033,29172,4666,1000,3,0,36780.0,
36057,33266,5454,1000,3,0,36840.0,
36032,33012,3832,1000,3,0,36900.0,
36497,31230,3166,1000,3,0,36960.0,
36724,31222,2950,1000,3,0,37020.0,
36714,32200,2859,1000,3,0,37080.0,
36776,30072,2834,1000,3,0,37140.0,
37152,26288,2760,1000,3,0,37200.0,
37220,30272,2766,1000,3,0,37260.0,
36966,32910,2910,1000,3,0,37320.0,
36948,31792,2790,1000,3,0,37380.0,
36700,33064,2810,1000,3,0,37440.0,
36520,32694,2732,1000,3,0,37500.0,
36364,31652,2765,1000,3,0,37560.0,
36236,32858,2821,1000,3,0,37620.0,blankScreen_02
36248,31940,2851,1000,3,0,37680.0,blankScreen_02
36208,32996,2953,1000,3,0,37740.0,blankScreen_02
36104,29012,3568,1000,3,0,37800.0,BP_02
35904,33126,4621,1000,3,0,37860.0,BP_02
35941,32794,4154,1000,3,0,37920.0,
36004,32706,4310,1000,3,0,37980.0,
35996,32900,3872,1000,3,0,38040.0,
35988,33354,3283,1000,3,0,38100.0,
35964,30752,3051,1000,3,0,38160.0,
35924,33165,2906,1000,3,0,38220.0,
35864,33644,2828,1000,3,0,38280.0,
35800,33068,2772,1000,3,0,38340.0,
35708,33088,2784,1000,3,0,38400.0,
35678,33488,2794,1000,3,0,38460.0,
35740,32544,2770,1000,3,0,38520.0,
35901,39068,2775,1000,3,0,38580.0,
35984,33044,3140,1000,3,0,38640.0,
35903,33576,3247,1000,3,0,38700.0,
35936,32734,3565,1000,3,0,38760.0,
35924,36728,3610,1000,3,0,38820.0,
35880,57852,4623,1000,3,0,38880.0,
35884,35476,5060,1000,3,0,38940.0,
35804,21620,3984,1000,3,0,39000.0,
36064,31994,3656,1000,3,0,39060.0,
36330,32892,3886,1000,3,0,39120.0,blankScreen_03
36328,34220,4454,1000,3,0,39180.0,blankScreen_03
36360,32718,6184,1000,3,0,39240.0,blankScreen_03
36452,33180,7412,1000,3,0,39300.0,BP_03
36394,32440,7782,1000,3,0,39360.0,
36246,32808,9120,1000,3,0,39420.0,
36120,22436,10804,1000,3,0,39480.0,
36100,33304,11574,1000,3,0,39540.0,
36128,32560,9268,1000,3,0,39600.0,blankScreen_04
36152,47616,5760,1000,3,0,39660.0,blankScreen_04
36138,31574,7204,1000,3,0,39720.0,blankScreen_04
35900,32388,7875,1000,3,0,39780.0,BP_04
35970,32600,8267,1000,3,0,39840.0,
36024,28334,7804,1000,3,0,39900.0,
36064,24789,5950,1000,3,0,39960.0,
36032,34936,8570,1000,3,0,40020.0,Exercise
37544,32928,10086,1000,3,0,40080.0,Exercise
37548,22292,7426,1000,3,0,40140.0,Exercise
34828,29076,14481,1000,3,0,40200.0,Exercise
34360,29472,12138,1000,3,0,40260.0,Exercise
34368,29132,11892,1000,3,0,40320.0,Exercise
34292,63348,12172,1000,3,0,40380.0,Exercise
32564,33384,11918,1000,3,0,40440.0,BP_05
32612,32136,10910,1000,3,0,40500.0,blankScreen_05
33000,32620,7626,1000,3,0,40560.0,blankScreen_05
33088,32600,6527,1000,3,0,40620.0,blankScreen_05
33008,32860,6265,1000,3,0,40680.0,BP_06
32100,33260,6594,1000,3,0,40740.0,
31572,28572,6403,1000,3,0,40800.0,
31532,31980,5506,1000,3,0,40860.0,
31644,32644,5220,1000,3,0,40920.0,
32816,32796,4853,1000,3,0,40980.0,
32790,32234,6727,1000,3,0,41040.0,
