EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
36968,31930,2728,1000,3,0,32580.0,
36975,33840,2059,1000,3,0,32640.0,
36968,32818,1773,1000,3,0,32700.0,
36964,32192,1758,1000,3,0,32760.0,
36964,32112,1807,1000,3,0,32820.0,
37008,32482,1872,1000,3,0,32880.0,
36992,33252,1860,1000,3,0,32940.0,
36972,29642,1822,1000,3,0,33000.0,
36968,32180,1655,1000,3,0,33060.0,
36948,33832,2032,1000,3,0,33120.0,
36948,30505,1858,1000,3,0,33180.0,
36944,31325,1908,1000,3,0,33240.0,
36898,31636,1833,1000,3,0,33300.0,
36868,30958,1779,1000,3,0,33360.0,
36856,33976,1796,1000,3,0,33420.0,
36836,27046,2485,1000,3,0,33480.0,
36808,32668,2829,1000,3,0,33540.0,
36792,33440,3324,1000,3,0,33600.0,
36758,44132,4021,1000,3,0,33660.0,
36740,32942,3663,1000,3,0,33720.0,
36796,34120,2968,1000,3,0,33780.0,
36768,32360,3208,1000,3,0,33840.0,
36792,31898,3204,1000,3,0,33900.0,
36816,32894,3233,1000,3,0,33960.0,
36790,30766,3737,1000,3,0,34020.0,
36840,33270,3827,1000,3,0,34080.0,
36812,33274,3012,1000,3,0,34140.0,
36786,31608,2564,1000,3,0,34200.0,
36800,31397,2593,1000,3,0,34260.0,
36764,32760,2870,1000,3,0,34320.0,
36750,32266,4041,1000,3,0,34380.0,
36748,33184,4756,1000,3,0,34440.0,
36704,44412,4312,1000,3,0,34500.0,
36716,31712,3892,1000,3,0,34560.0,
36708,35112,2789,1000,3,0,34620.0,
36704,34000,2552,1000,3,0,34680.0,blankScreen_00
36672,30242,2422,1000,3,0,34740.0,blankScreen_00
36672,35724,2346,1000,3,0,34800.0,blankScreen_00
36660,31524,2580,1000,3,0,34860.0,BP_00
36580,32756,2900,1000,3,0,34920.0,BP_00
36564,35000,3979,1000,3,0,34980.0,
36584,33012,6362,1000,3,0,35040.0,Saliva_00
36577,31876,6531,1000,3,0,35100.0,
36628,32292,5954,1000,3,0,35160.0,
36062,32846,11070,1000,3,0,35220.0,
36272,36456,6538,1000,3,0,35280.0,Exposure
36336,33762,5456,1000,3,0,35340.0,Exposure
36374,33919,3959,1000,3,0,35400.0,Exposure
36344,33056,3485,1000,3,0,35460.0,passiveViewing_01
36292,30536,3604,1000,3,0,35520.0,passiveViewing_01
36260,34476,3151,1000,3,0,35580.0,passiveViewing_01
36300,32924,3170,1000,3,0,35640.0,passiveViewing_01
36297,33442,2885,1000,3,0,35700.0,passiveViewing_01
36252,32932,3620,1000,3,0,35760.0,passiveViewing_01
36248,33588,3175,1000,3,0,35820.0,passiveViewing_01
