TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Task
36360.0,32820.0,1000,2,0,41040.0,,,,
36360.0,32944.0,1000,2,0,41100.0,,,,
36360.0,32656.0,1000,2,0,41160.0,,,,
36380.0,32788.0,1000,2,0,41220.0,,,,
36368.0,32840.0,1000,2,0,41280.0,,,,
36424.0,31060.0,1000,2,0,41340.0,,,,
36448.0,33404.0,1000,2,0,41400.0,,,,
36392.0,32804.0,1000,2,0,41460.0,,,,
36380.0,34138.0,1000,2,0,41520.0,,,,
36388.0,32048.0,1000,2,0,41580.0,,,,
36424.0,32716.0,1000,2,0,41640.0,,,,
36384.0,33484.0,1000,2,0,41700.0,,,,blankScreen_00
36402.0,32376.0,1000,2,0,41760.0,,,,blankScreen_00
36364.0,32700.0,1000,2,0,41820.0,,,,blankScreen_00
36384.0,32932.0,1000,2,0,41880.0,,,,BP_00
36360.0,32840.0,1000,2,0,41940.0,,,,BP_00
36312.0,33030.0,1000,2,0,42000.0,,,,
36364.0,32576.0,1000,2,0,42060.0,,,,
36424.0,33100.0,1000,2,0,42120.0,,,,
36372.0,32812.0,1000,2,0,42180.0,,,,
36334.0,32936.0,1000,2,0,42240.0,,,,
36272.0,33016.0,1000,2,0,42300.0,,,,Exposure
36228.0,34552.0,1000,2,0,42360.0,,,,Exposure
36248.0,34400.0,1000,2,0,42420.0,,,,Exposure
36184.0,31928.0,1000,2,0,42480.0,,,,passiveViewing_01
36140.0,32628.0,1000,2,0,42540.0,,,,passiveViewing_01
36174.0,33078.0,1000,2,0,42600.0,,,,passiveViewing_01
36240.0,32692.0,1000,2,0,42660.0,,,,passiveViewing_01
36268.0,32276.0,1000,2,0,42720.0,,,,passiveViewing_01
36308.0,34532.0,1000,2,0,42780.0,,,,passiveViewing_01
36292.0,32324.0,1000,2,0,42840.0,,,,passiveViewing_01
36320.0,33032.0,1000,2,0,42900.0,,,,passiveViewing_01
36336.0,30390.0,1000,2,0,42960.0,,,,passiveViewing_01
36292.0,32814.0,1000,2,0,43020.0,,,,passiveViewing_01
36256.0,33512.0,1000,2,0,43080.0,,,,passiveViewing_01
36276.0,38648.0,1000,2,0,43140.0,,,,passiveViewing_01
36268.0,32836.0,1000,2,0,43200.0,,,,passiveViewing_01
36272.0,32728.0,1000,2,0,43260.0,,,,passiveViewing_01
36320.0,32678.0,1000,2,0,43320.0,,,,blankScreen_01
36304.0,32820.0,1000,2,0,43380.0,,,,blankScreen_01
36334.0,32548.0,1000,2,0,43440.0,,,,blankScreen_01
36332.0,32704.0,1000,2,0,43500.0,,,,
36316.0,32432.0,1000,2,0,43560.0,,,,BP_01
36268.0,32352.0,1000,2,0,43620.0,,,,
36324.0,32916.0,1000,2,0,43680.0,,,,
36304.0,33312.0,1000,2,0,43740.0,,,,
36332.0,33932.0,1000,2,0,43800.0,,,,
36308.0,32864.0,1000,2,0,43860.0,,,,
36316.0,33320.0,1000,2,0,43920.0,,,,
36304.0,32796.0,1000,2,0,43980.0,,,,
36292.0,32856.0,1000,2,0,44040.0,,,,
36324.0,32580.0,1000,2,0,44100.0,,,,
36300.0,32608.0,1000,2,0,44160.0,,,,
36328.0,32716.0,1000,2,0,44220.0,,,,
36288.0,32900.0,1000,2,0,44280.0,,,,
