EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
30148,32796,570,1000,3,0,31200.0,
29984,32353,606,1000,3,0,31260.0,
29621,33880,622,1000,3,0,31320.0,
29444,33247,644,1000,3,0,31380.0,
29388,29098,588,1000,3,0,31440.0,
29345,33056,569,1000,3,0,31500.0,
29304,32324,583,1000,3,0,31560.0,
29281,33328,531,1000,3,0,31620.0,
29250,31868,611,1000,3,0,31680.0,
29197,32288,563,1000,3,0,31740.0,
29148,33272,569,1000,3,0,31800.0,
29106,32437,528,1000,3,0,31860.0,
29088,32628,612,1000,3,0,31920.0,
29088,33106,552,1000,3,0,31980.0,
29060,45288,544,1000,3,0,32040.0,
29024,32114,563,1000,3,0,32100.0,
28992,32096,603,1000,3,0,32160.0,
28946,34136,520,1000,3,0,32220.0,
28908,32466,518,1000,3,0,32280.0,
28904,32616,526,1000,3,0,32340.0,
28848,32288,555,1000,3,0,32400.0,
28849,32452,546,1000,3,0,32460.0,
28844,31968,523,1000,3,0,32520.0,
28760,33637,525,1000,3,0,32580.0,
28738,33928,550,1000,3,0,32640.0,
28712,33680,582,1000,3,0,32700.0,
28660,32108,560,1000,3,0,32760.0,
28692,32168,546,1000,3,0,32820.0,
28680,33718,568,1000,3,0,32880.0,
28653,31494,564,1000,3,0,32940.0,
28656,36300,593,1000,3,0,33000.0,
29310,32428,644,1000,3,0,33060.0,
30232,33172,655,1000,3,0,33120.0,
30409,33432,644,1000,3,0,33180.0,
30654,33692,667,1000,3,0,33240.0,
30716,32448,707,1000,3,0,33300.0,
30768,30312,759,1000,3,0,33360.0,
30793,32572,806,1000,3,0,33420.0,
30724,33010,917,1000,3,0,33480.0,
30613,32352,855,1000,3,0,33540.0,
30532,32392,902,1000,3,0,33600.0,
30444,33876,840,1000,3,0,33660.0,
30392,32616,855,1000,3,0,33720.0,
30337,32577,885,1000,3,0,33780.0,
30280,34112,875,1000,3,0,33840.0,
30230,35676,868,1000,3,0,33900.0,
30096,32695,949,1000,3,0,33960.0,
30140,32442,862,1000,3,0,34020.0,
30160,32042,902,1000,3,0,34080.0,
30120,34594,911,1000,3,0,34140.0,
30040,33026,860,1000,3,0,34200.0,blankScreen_00
30004,32736,919,1000,3,0,34260.0,blankScreen_00
29984,32874,892,1000,3,0,34320.0,blankScreen_00
30132,32687,1107,1000,3,0,34380.0,BP_00
30040,32612,940,1000,3,0,34440.0,
29924,32500,1083,1000,3,0,34500.0,
29908,32653,1093,1000,3,0,34560.0,
29912,32525,1161,1000,3,0,34620.0,Saliva_00
29736,32216,1284,1000,3,0,34680.0,
29744,32852,1371,1000,3,0,34740.0,
32848,34452,1517,1000,3,0,34800.0,
33392,7866,1565,1000,3,0,34860.0,Exposure
32912,31170,1575,1000,3,0,34920.0,Exposure
33208,31580,1608,1000,3,0,34980.0,passiveViewing_01
31532,34978,1588,1000,3,0,35040.0,passiveViewing_01
32556,33102,1817,1000,3,0,35100.0,passiveViewing_01
32920,39258,1858,1000,3,0,35160.0,passiveViewing_01
32716,33305,1783,1000,3,0,35220.0,passiveViewing_01
32684,35976,1788,1000,3,0,35280.0,passiveViewing_01
32776,32769,1634,1000,3,0,35340.0,passiveViewing_01
32644,34400,1578,1000,3,0,35400.0,passiveViewing_01
32860,32726,1480,1000,3,0,35460.0,passiveViewing_01
32656,32516,1451,1000,3,0,35520.0,passiveViewing_01
32760,32820,1435,1000,3,0,35580.0,passiveViewing_01
32940,32936,1329,1000,3,0,35640.0,passiveViewing_01
32904,31724,1333,1000,3,0,35700.0,passiveViewing_01
32780,32352,1351,1000,3,0,35760.0,passiveViewing_01
32576,32493,1269,1000,3,0,35820.0,passiveViewing_01
32672,32910,1236,1000,3,0,35880.0,passiveViewing_01
32708,31696,1226,1000,3,0,35940.0,passiveViewing_01
32730,33232,1226,1000,3,0,36000.0,blankScreen_01
32724,32588,1221,1000,3,0,36060.0,blankScreen_01
32740,33600,1240,1000,3,0,36120.0,blankScreen_01
32842,32960,1248,1000,3,0,36180.0,BP_01
32760,34693,1471,1000,3,0,36240.0,BP_01
32412,33658,1477,1000,3,0,36300.0,
32420,32452,1428,1000,3,0,36360.0,
32448,33176,1528,1000,3,0,36420.0,
32236,33268,1560,1000,3,0,36480.0,
32282,33252,1588,1000,3,0,36540.0,
32168,29572,1558,1000,3,0,36600.0,
32084,33232,1550,1000,3,0,36660.0,
32192,31261,1562,1000,3,0,36720.0,
32056,34012,1525,1000,3,0,36780.0,
31904,33390,1545,1000,3,0,36840.0,
31816,32422,1584,1000,3,0,36900.0,
31992,37932,1505,1000,3,0,36960.0,
32014,32840,1470,1000,3,0,37020.0,
31800,32632,1464,1000,3,0,37080.0,
31540,31144,1509,1000,3,0,37140.0,
31360,32606,1499,1000,3,0,37200.0,blankScreen_02
31240,35366,1648,1000,3,0,37260.0,blankScreen_02
31108,32268,1476,1000,3,0,37320.0,blankScreen_02
33184,31428,1540,1000,3,0,37380.0,BP_02
31900,31932,1609,1000,3,0,37440.0,
30136,32224,1738,1000,3,0,37500.0,
29664,32096,1770,1000,3,0,37560.0,
29456,33780,1709,1000,3,0,37620.0,
29333,26700,1743,1000,3,0,37680.0,
29220,31768,1690,1000,3,0,37740.0,
29136,33212,1643,1000,3,0,37800.0,
29078,33754,1680,1000,3,0,37860.0,
29056,32141,1672,1000,3,0,37920.0,
29044,31110,1717,1000,3,0,37980.0,
29024,35556,1784,1000,3,0,38040.0,
29004,31989,1860,1000,3,0,38100.0,
28984,32669,1891,1000,3,0,38160.0,
28956,32292,1943,1000,3,0,38220.0,
28928,32386,1938,1000,3,0,38280.0,
28896,32976,1969,1000,3,0,38340.0,
29028,32316,2158,1000,3,0,38400.0,
29100,32712,2262,1000,3,0,38460.0,
28972,34172,2097,1000,3,0,38520.0,
28904,33360,2212,1000,3,0,38580.0,
28956,32190,2240,1000,3,0,38640.0,
28929,31992,2386,1000,3,0,38700.0,
28978,34272,2395,1000,3,0,38760.0,
28928,32224,2395,1000,3,0,38820.0,blankScreen_03
29088,32908,2487,1000,3,0,38880.0,blankScreen_03
29004,30840,2664,1000,3,0,38940.0,blankScreen_03
28961,33400,2643,1000,3,0,39000.0,BP_03
28816,34208,2723,1000,3,0,39060.0,BP_03
28804,32524,2938,1000,3,0,39120.0,
28938,32316,3015,1000,3,0,39180.0,
28940,33968,3060,1000,3,0,39240.0,
28916,33696,3053,1000,3,0,39300.0,blankScreen_04
29040,31492,3064,1000,3,0,39360.0,blankScreen_04
29056,33288,3223,1000,3,0,39420.0,blankScreen_04
29080,35172,2911,1000,3,0,39480.0,BP_04
28932,23270,3079,1000,3,0,39540.0,BP_04
29044,32416,3144,1000,3,0,39600.0,
28992,31612,3234,1000,3,0,39660.0,
28908,32442,3176,1000,3,0,39720.0,
28868,33696,3325,1000,3,0,39780.0,
33524,32384,3635,1000,3,0,39840.0,
33912,36000,3702,1000,3,0,39900.0,Exercise
33832,56356,3726,1000,3,0,39960.0,Exercise
34636,30664,3640,1000,3,0,40020.0,Exercise
33257,34620,3704,1000,3,0,40080.0,BP_05
30873,32804,3724,1000,3,0,40140.0,BP_05
30636,33408,3732,1000,3,0,40200.0,blankScreen_05
29784,33528,3876,1000,3,0,40260.0,blankScreen_05
29400,34521,3736,1000,3,0,40320.0,blankScreen_05
29314,32628,3779,1000,3,0,40380.0,BP_06
29128,33984,3681,1000,3,0,40440.0,BP_06
29416,32340,3592,1000,3,0,40500.0,
29248,30446,3512,1000,3,0,40560.0,
29164,32824,3459,1000,3,0,40620.0,
29156,32432,3318,1000,3,0,40680.0,
29116,33540,3228,1000,3,0,40740.0,
29112,32434,3132,1000,3,0,40800.0,
29064,31842,2945,1000,3,0,40860.0,
31836,33736,3076,1000,3,0,40920.0,
33164,33880,3145,1000,3,0,40980.0,
33632,32881,3387,1000,3,0,41040.0,
33652,32190,3550,1000,3,0,41100.0,
33662,31804,3622,1000,3,0,41160.0,
