TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
33148,31450,1977,1000,3,0,32940.0,
33152,32086,2511,1000,3,0,33000.0,
32948,33909,2172,1000,3,0,33060.0,
32997,34524,1875,1000,3,0,33120.0,
33132,32308,1935,1000,3,0,33180.0,
33044,34000,1736,1000,3,0,33240.0,
33142,30884,1949,1000,3,0,33300.0,
33388,31612,1789,1000,3,0,33360.0,
33292,32192,2307,1000,3,0,33420.0,
33376,34194,2834,1000,3,0,33480.0,
33356,33287,2340,1000,3,0,33540.0,
33172,32036,3114,1000,3,0,33600.0,
33356,31126,2927,1000,3,0,33660.0,
33154,34116,2924,1000,3,0,33720.0,
33276,33998,3146,1000,3,0,33780.0,
33312,33248,3003,1000,3,0,33840.0,
33420,30934,2756,1000,3,0,33900.0,
33408,34268,3289,1000,3,0,33960.0,
33424,32072,2590,1000,3,0,34020.0,
33358,30252,2851,1000,3,0,34080.0,blankScreen_00
33020,31935,3223,1000,3,0,34140.0,blankScreen_00
33032,33025,4204,1000,3,0,34200.0,blankScreen_00
32534,34024,3553,1000,3,0,34260.0,
31928,33756,4594,1000,3,0,34320.0,
31412,33080,3909,1000,3,0,34380.0,
31140,32148,3170,1000,3,0,34440.0,
31650,34520,3208,1000,3,0,34500.0,
32864,38672,3785,1000,3,0,34560.0,
32948,32400,5074,1000,3,0,34620.0,
32642,32860,4309,1000,3,0,34680.0,
32436,33988,4210,1000,3,0,34740.0,
32316,31508,3646,1000,3,0,34800.0,
32416,32132,4237,1000,3,0,34860.0,
32452,31060,4439,1000,3,0,34920.0,
32614,33948,3953,1000,3,0,34980.0,
32600,32199,4023,1000,3,0,35040.0,
32798,34660,4194,1000,3,0,35100.0,
32282,31572,4246,1000,3,0,35160.0,
32686,32232,3494,1000,3,0,35220.0,
32898,31244,3648,1000,3,0,35280.0,
33108,31268,3342,1000,3,0,35340.0,
31424,25944,3892,1000,3,0,35400.0,
30672,31720,3188,1000,3,0,35460.0,
31092,32301,4180,1000,3,0,35520.0,BP_00
31348,32004,4736,1000,3,0,35580.0,BP_00
31850,34252,4268,1000,3,0,35640.0,
31992,33548,4871,1000,3,0,35700.0,
31842,31301,4004,1000,3,0,35760.0,
33484,31868,5248,1000,3,0,35820.0,
33662,31130,3649,1000,3,0,35880.0,Exposure
33712,33012,2708,1000,3,0,35940.0,Exposure
33566,31646,2629,1000,3,0,36000.0,Exposure
33548,34828,2470,1000,3,0,36060.0,Exposure
32376,30492,2678,1000,3,0,36120.0,passiveViewing_01
32048,31660,2783,1000,3,0,36180.0,passiveViewing_01
31992,33016,2879,1000,3,0,36240.0,passiveViewing_01
30780,32212,3282,1000,3,0,36300.0,passiveViewing_01
30408,32982,3267,1000,3,0,36360.0,passiveViewing_01
32276,31888,3370,1000,3,0,36420.0,passiveViewing_01
32020,41984,4308,1000,3,0,36480.0,passiveViewing_01
32916,30780,3656,1000,3,0,36540.0,passiveViewing_01
32652,32420,3674,1000,3,0,36600.0,passiveViewing_01
32744,31136,4740,1000,3,0,36660.0,passiveViewing_01
