TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH3,Task
29621,31584,1000,2,0,33240.0,,
29360,26772,1000,2,0,33300.0,,
29400,34708,1000,2,0,33360.0,,
28528,34976,1000,2,0,33420.0,,
29368,33402,1000,2,0,33480.0,,
29818,33036,1000,2,0,33540.0,,
30068,32608,1000,2,0,33600.0,,
30648,29416,1000,2,0,33660.0,,
30404,29756,1000,2,0,33720.0,,
30356,30152,1000,2,0,33780.0,,
29336,29420,1000,2,0,33840.0,,
28788,32976,1000,2,0,33900.0,,
29216,33180,1000,2,0,33960.0,,
28940,34168,1000,2,0,34020.0,,
28866,31496,1000,2,0,34080.0,,blankScreen_00
28956,33740,1000,2,0,34140.0,,blankScreen_00
29584,30644,1000,2,0,34200.0,,blankScreen_00
29268,32040,1000,2,0,34260.0,,BP_00
29180,33326,1000,2,0,34320.0,,
30436,33708,1000,2,0,34380.0,,
30916,30808,1000,2,0,34440.0,,Saliva_00
31592,31584,1000,2,0,34500.0,,Exposure
30896,34388,1000,2,0,34560.0,,Exposure
31224,33184,1000,2,0,34620.0,,Exposure
30760,34800,1000,2,0,34680.0,,Exposure
30284,28640,1000,2,0,34740.0,,Exposure
32532,33212,1000,2,0,34800.0,,passiveViewing_01
33042,29588,1000,2,0,34860.0,,passiveViewing_01
32832,31632,1000,2,0,34920.0,,passiveViewing_01
33100,30424,1000,2,0,34980.0,,passiveViewing_01
33086,34240,1000,2,0,35040.0,,passiveViewing_01
32872,32800,1000,2,0,35100.0,,passiveViewing_01
32844,33700,1000,2,0,35160.0,,passiveViewing_01
33128,33332,1000,2,0,35220.0,,passiveViewing_01
33096,34352,1000,2,0,35280.0,,passiveViewing_01
33108,32524,1000,2,0,35340.0,,passiveViewing_01
31118,26552,1000,2,0,35400.0,,passiveViewing_01
29516,33024,1000,2,0,35460.0,,passiveViewing_01
29006,32848,1000,2,0,35520.0,,passiveViewing_01
28780,32844,1000,2,0,35580.0,,passiveViewing_01
28672,36332,1000,2,0,35640.0,,blankScreen_01
28660,32864,1000,2,0,35700.0,,blankScreen_01
28629,33872,1000,2,0,35760.0,,blankScreen_01
28634,31364,1000,2,0,35820.0,,BP_01
30532,34008,1000,2,0,35880.0,,BP_01
31688,28952,1000,2,0,35940.0,,
32160,32736,1000,2,0,36000.0,,
32644,30869,1000,2,0,36060.0,,
32272,32944,1000,2,0,36120.0,,
32418,33056,1000,2,0,36180.0,,
30348,29284,1000,2,0,36240.0,,
29328,32704,1000,2,0,36300.0,,
29058,29552,1000,2,0,36360.0,,
28941,32068,1000,2,0,36420.0,,
28868,33216,1000,2,0,36480.0,,
28828,32672,1000,2,0,36540.0,,
30012,31828,1000,2,0,36600.0,,
29176,33196,1000,2,0,36660.0,,
30712,24484,1000,2,0,36720.0,,
31414,33264,1000,2,0,36780.0,,
31276,32896,1000,2,0,36840.0,,blankScreen_02
31400,33130,1000,2,0,36900.0,,blankScreen_02
31344,26452,1000,2,0,36960.0,,blankScreen_02
30564,31568,1000,2,0,37020.0,,BP_02
31020,26188,1000,2,0,37080.0,,
31212,27742,1000,2,0,37140.0,,
31166,28056,1000,2,0,37200.0,,
30912,26860,1000,2,0,37260.0,,
29500,32538,1000,2,0,37320.0,,
29120,29576,1000,2,0,37380.0,,
29122,33330,1000,2,0,37440.0,,
29120,34956,1000,2,0,37500.0,,
29112,32412,1000,2,0,37560.0,,
29120,33372,1000,2,0,37620.0,,
29106,32488,1000,2,0,37680.0,,
28828,58720,1000,2,0,37740.0,,
28604,33120,1000,2,0,37800.0,,
28596,33264,1000,2,0,37860.0,,
29020,32032,1000,2,0,37920.0,,
29076,33104,1000,2,0,37980.0,,
29098,29874,1000,2,0,38040.0,,
29613,37344,1000,2,0,38100.0,,
30040,34336,1000,2,0,38160.0,,
31604,33364,1000,2,0,38220.0,,
32464,32752,1000,2,0,38280.0,,
30856,32520,1000,2,0,38340.0,,
30356,30725,1000,2,0,38400.0,,
31864,26720,1000,2,0,38460.0,,
32712,29456,1000,2,0,38520.0,,
33156,33298,1000,2,0,38580.0,,blankScreen_03
32688,33096,1000,2,0,38640.0,,blankScreen_03
33504,29472,1000,2,0,38700.0,,blankScreen_03
33952,26612,1000,2,0,38760.0,,BP_03
33600,33096,1000,2,0,38820.0,,BP_03
34036,35428,1000,2,0,38880.0,,
34036,32776,1000,2,0,38940.0,,
33664,32208,1000,2,0,39000.0,,
33184,33208,1000,2,0,39060.0,,
32828,33056,1000,3,1,39300.0,1635.0,blankScreen_04
32760,34464,1000,3,1,39360.0,1219.0,blankScreen_04
32586,32372,1000,3,1,39420.0,1584.0,BP_04
32112,28204,1000,3,1,39480.0,1622.0,BP_04
35208,36140,1000,3,1,39540.0,26.0,BP_04
34524,31068,1000,3,1,39600.0,26.0,BP_04
34892,32865,1000,3,1,39660.0,26.0,BP_04
33692,28732,1000,3,1,39720.0,26.0,BP_04
34033,32494,1000,3,1,39780.0,26.0,BP_04
33860,28326,1000,3,1,39840.0,26.0,BP_04
33816,32962,1000,3,1,39900.0,1841.0,BP_04
33428,29000,1000,3,1,39960.0,2218.0,
33088,33824,1000,3,1,40020.0,2130.0,
33484,36870,1000,3,1,40080.0,2022.0,
34944,35522,1000,3,1,40140.0,2589.0,Exercise
34112,26407,1000,3,1,40200.0,3895.0,Exercise
33492,35066,1000,3,1,40260.0,3936.0,Exercise
