TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
31584,33268,2559,1000,3,0,30900.0,
30080,29702,2616,1000,3,0,30960.0,
29916,32861,3045,1000,3,0,31020.0,
29384,31192,3338,1000,3,0,31080.0,
29161,35802,3257,1000,3,0,31140.0,
29268,30596,3407,1000,3,0,31200.0,
29232,35032,3418,1000,3,0,31260.0,
28904,32788,3593,1000,3,0,31320.0,
28790,31488,3500,1000,3,0,31380.0,
28760,32556,3511,1000,3,0,31440.0,
28872,30996,3562,1000,3,0,31500.0,
28846,30664,3804,1000,3,0,31560.0,
28844,30180,3808,1000,3,0,31620.0,
28836,30310,3902,1000,3,0,31680.0,
28836,27518,3874,1000,3,0,31740.0,
28832,32624,3910,1000,3,0,31800.0,
28816,38784,4186,1000,3,0,31860.0,
28956,27896,4013,1000,3,0,31920.0,
28864,37256,4266,1000,3,0,31980.0,
28808,36136,4154,1000,3,0,32040.0,
28804,32784,4162,1000,3,1,32100.0,
28768,32348,4272,1000,3,1,32160.0,
28792,26640,4416,1000,3,1,32220.0,
29588,31592,4476,1000,3,1,32280.0,
30732,29944,5103,1000,3,1,32340.0,
31388,63320,5278,1000,3,1,32400.0,
32804,27984,5072,1000,3,1,32460.0,
31752,26902,6553,1000,3,1,32520.0,
31544,37358,5426,1000,3,1,32580.0,
32062,34156,5016,1000,3,1,32640.0,
31855,31860,5222,1000,3,1,32700.0,
31736,32692,5150,1000,3,1,32760.0,
33120,30192,5449,1000,3,1,32820.0,
32220,33484,5648,1000,3,1,32880.0,
32536,25976,5230,1000,3,1,32940.0,
32676,34768,5266,1000,3,1,33000.0,
32636,31808,5580,1000,3,1,33060.0,
32746,30993,5638,1000,3,1,33120.0,
32568,30344,5382,1000,3,1,33180.0,
32394,31412,5714,1000,3,1,33240.0,
31832,37200,5090,1000,3,1,33300.0,
30908,35172,5377,1000,3,1,33360.0,
31306,31684,5440,1000,3,1,33420.0,
32148,31208,5511,1000,3,1,33480.0,
32170,31368,5394,1000,3,1,33540.0,
32194,31520,5058,1000,3,1,33600.0,
32552,33368,4901,1000,3,1,33660.0,
33706,28092,4730,1000,3,1,33720.0,
34732,32782,4514,1000,3,1,33780.0,
35196,36904,4535,1000,3,1,33840.0,
35004,32080,5145,1000,3,1,33900.0,
34844,37176,5147,1000,3,1,33960.0,
34916,30968,5845,1000,3,1,34020.0,
33890,34324,5044,1000,3,1,34080.0,
33972,33572,5176,1000,3,1,34140.0,
34316,35994,5260,1000,3,1,34200.0,
35124,30460,5410,1000,3,1,34260.0,
34904,33488,5107,1000,3,1,34320.0,
34570,28150,5285,1000,3,1,34380.0,
34024,30536,5786,1000,3,1,34440.0,
33937,32532,5795,1000,3,1,34500.0,
32760,32340,5330,1000,3,1,34560.0,
32240,27576,4896,1000,3,1,34620.0,
32884,30712,5229,1000,3,1,34680.0,
32736,28996,5968,1000,3,1,34740.0,
33580,29820,4926,1000,3,1,34800.0,
34572,37284,5925,1000,3,1,34860.0,
34556,29876,5904,1000,3,1,34920.0,
34446,32204,6092,1000,3,1,34980.0,
33452,31748,6234,1000,3,1,35040.0,
33796,32076,6183,1000,3,1,35100.0,
33748,31697,6304,1000,3,1,35160.0,
33369,33008,6917,1000,3,1,35220.0,
33008,42036,6302,1000,3,1,35280.0,
32884,31294,6496,1000,3,1,35340.0,
32596,35232,6470,1000,3,1,35400.0,
32160,30436,5804,1000,3,1,35460.0,
31832,32596,5833,1000,3,1,35520.0,
31536,33480,5628,1000,3,1,35580.0,
29932,30814,5540,1000,3,1,35640.0,
29205,28944,5628,1000,3,1,35700.0,
29317,31604,5668,1000,3,1,35760.0,
29342,31000,5582,1000,3,1,35820.0,
29240,33470,5603,1000,3,1,35880.0,
29088,28470,5254,1000,3,1,35940.0,
29734,33260,5130,1000,3,1,36000.0,blankScreen_00
29684,32764,5166,1000,3,1,36060.0,blankScreen_00
29244,31505,5759,1000,3,1,36120.0,blankScreen_00
29604,33208,5284,1000,3,1,36180.0,
29932,31840,5348,1000,3,1,36240.0,BP_00
31564,28495,5466,1000,3,1,36300.0,
31312,29480,6001,1000,3,1,36360.0,
29528,27737,5810,1000,3,1,36420.0,
29708,26910,5196,1000,3,1,36480.0,Saliva_00
29968,32172,5250,1000,3,1,36540.0,
29794,30804,6116,1000,3,1,36600.0,
29808,32824,6073,1000,3,1,36660.0,
32420,34424,6092,1000,3,1,36720.0,
32692,29208,5812,1000,3,1,36780.0,Exposure
30984,32392,6063,1000,3,1,36840.0,Exposure
30389,36760,6683,1000,3,1,36900.0,passiveViewing_01
30560,31016,5428,1000,3,1,36960.0,passiveViewing_01
30452,36312,5737,1000,3,1,37020.0,passiveViewing_01
29466,29776,5714,1000,3,1,37080.0,passiveViewing_01
31980,29516,5264,1000,3,1,37140.0,passiveViewing_01
31388,32654,5412,1000,3,1,37200.0,passiveViewing_01
31508,51716,5721,1000,3,1,37260.0,passiveViewing_01
30340,33238,5799,1000,3,1,37320.0,passiveViewing_01
29496,31644,5738,1000,3,1,37380.0,passiveViewing_01
29056,44828,5449,1000,3,1,37440.0,passiveViewing_01
28880,33612,5582,1000,3,1,37500.0,passiveViewing_01
28759,33572,5420,1000,3,1,37560.0,passiveViewing_01
28778,31620,4954,1000,3,1,37620.0,passiveViewing_01
28968,32706,5032,1000,3,1,37680.0,passiveViewing_01
29518,34604,4746,1000,3,1,37740.0,passiveViewing_01
29184,28174,4952,1000,3,1,37800.0,passiveViewing_01
28848,32212,5208,1000,3,1,37860.0,passiveViewing_01
28552,32992,5224,1000,3,1,37920.0,blankScreen_01
28438,32984,5209,1000,3,1,37980.0,blankScreen_01
28404,26200,5532,1000,3,1,38040.0,blankScreen_01
28448,33434,4560,1000,3,1,38100.0,BP_01
28549,64340,4475,1000,3,1,38160.0,BP_01
28474,32425,5124,1000,3,1,38220.0,
28296,31572,5294,1000,3,1,38280.0,
28684,28344,5541,1000,3,1,38340.0,
28592,35782,5558,1000,3,1,38400.0,
28488,32440,5852,1000,3,1,38460.0,
28324,32608,5600,1000,3,1,38520.0,
28246,33128,5656,1000,3,1,38580.0,
28252,33836,5741,1000,3,1,38640.0,
28240,36680,5575,1000,3,1,38700.0,
28222,32216,5346,1000,3,1,38760.0,
28194,32672,5762,1000,3,1,38820.0,
28192,30166,5689,1000,3,1,38880.0,
28250,33600,5649,1000,3,1,38940.0,
28268,30860,4875,1000,3,1,39000.0,
28190,33410,5530,1000,3,1,39060.0,
28258,32416,5671,1000,3,1,39120.0,blankScreen_02
28296,33156,5636,1000,3,1,39180.0,blankScreen_02
28368,33780,5827,1000,3,1,39240.0,blankScreen_02
28616,34592,6031,1000,3,1,39300.0,BP_02
28593,31184,5343,1000,3,1,39360.0,
28656,32588,5954,1000,3,1,39420.0,
28500,25673,4773,1000,3,1,39480.0,
28490,25397,4986,1000,3,1,39540.0,
28490,31952,5556,1000,3,1,39600.0,
28484,34180,6053,1000,3,1,39660.0,
28520,31381,6276,1000,3,1,39720.0,
28584,34092,4948,1000,3,1,39780.0,
28536,31812,5110,1000,3,1,39840.0,
28516,33236,5072,1000,3,1,39900.0,
28524,33252,5408,1000,3,1,39960.0,
28532,60576,5511,1000,3,1,40020.0,
28538,31124,4976,1000,3,1,40080.0,
28500,31660,5567,1000,3,1,40140.0,
28460,33446,5319,1000,3,1,40200.0,
28405,30648,5442,1000,3,1,40260.0,
28384,31174,5732,1000,3,1,40320.0,
28437,33316,5856,1000,3,1,40380.0,
28532,32720,6074,1000,3,1,40440.0,
28516,33398,6044,1000,3,1,40500.0,
28444,31642,6003,1000,3,1,40560.0,
28382,36144,6024,1000,3,1,40620.0,
28394,30120,6164,1000,3,1,40680.0,
28262,32224,5998,1000,3,1,40740.0,
28190,26156,6089,1000,3,1,40800.0,
28112,32642,6005,1000,3,1,40860.0,
28060,28816,6314,1000,3,1,40920.0,blankScreen_03
28044,32120,5548,1000,3,1,40980.0,blankScreen_03
28132,33390,6329,1000,3,1,41040.0,blankScreen_03
28262,26496,5673,1000,3,1,41100.0,
28296,31476,5725,1000,3,1,41160.0,BP_03
28232,29572,6234,1000,3,1,41220.0,
28284,28684,7068,1000,3,1,41280.0,
28616,62868,7309,1000,3,1,41340.0,
28548,34948,6831,1000,3,1,41400.0,
28396,25788,7236,1000,3,1,41460.0,blankScreen_04
28354,29652,6952,1000,3,1,41520.0,blankScreen_04
28292,32564,6848,1000,3,1,41580.0,blankScreen_04
28476,26492,6888,1000,3,1,41640.0,BP_04
28420,35046,6734,1000,3,1,41700.0,
28264,25924,6664,1000,3,1,41760.0,
28300,31596,6519,1000,3,1,41820.0,
28300,32128,6399,1000,3,1,41880.0,
28342,30596,6205,1000,3,1,41940.0,
32016,34592,7426,1000,3,1,42000.0,Exercise
31480,24728,8045,1000,3,1,42060.0,Exercise
31672,40092,8513,1000,3,1,42120.0,Exercise
32312,27716,9398,1000,3,1,42180.0,Exercise
32060,33396,9566,1000,3,1,42240.0,Exercise
32344,25992,9404,1000,3,1,42300.0,Exercise
32149,33480,9530,1000,3,1,42360.0,Exercise
32424,32400,9386,1000,3,1,42420.0,Exercise
32472,32234,9432,1000,3,1,42480.0,Exercise
32428,25696,11373,1000,3,1,42540.0,Exercise
31932,32540,11658,1000,3,1,42600.0,Exercise
32084,35752,12389,1000,3,1,42660.0,Exercise
31636,33760,11825,1000,3,1,42720.0,Exercise
31740,36552,11358,1000,3,1,42780.0,Exercise
31944,37424,10468,1000,3,1,42840.0,Exercise
29500,28680,8836,1000,3,1,42900.0,BP_05
28676,32824,7780,1000,3,1,42960.0,blankScreen_05
28488,29560,8309,1000,3,1,43020.0,blankScreen_05
28480,30224,7589,1000,3,1,43080.0,blankScreen_05
28417,28464,7836,1000,3,1,43140.0,BP_06
28464,32726,8521,1000,3,1,43200.0,BP_06
28500,31752,9750,1000,3,1,43260.0,
28376,30452,9636,1000,3,1,43320.0,
28388,31356,9572,1000,3,1,43380.0,
28286,28908,9350,1000,3,1,43440.0,
29269,31615,10288,1000,3,1,43500.0,
29640,31008,8236,1000,3,1,43560.0,
29648,32462,8530,1000,3,1,43620.0,
29304,32016,10168,1000,3,1,43680.0,
30680,27274,10462,1000,3,1,43740.0,
31584,34780,10416,1000,3,1,43800.0,
30572,25500,10024,1000,3,1,43860.0,
31092,33252,9996,1000,3,1,43920.0,
31332,32453,10413,1000,3,1,43980.0,
31492,26172,11913,1000,3,1,44040.0,
31742,32529,12640,1000,3,1,44100.0,
31440,34064,10780,1000,3,1,44160.0,
31644,27848,13892,1000,3,1,44220.0,
31412,31836,13346,1000,3,1,44280.0,
31597,34116,13678,1000,3,1,44340.0,
31490,27812,13492,1000,3,1,44400.0,
31724,25564,10944,1000,3,1,44460.0,
31864,29512,11544,1000,3,1,44520.0,
31844,31368,11040,1000,3,1,44580.0,
30484,31484,11812,1000,3,1,44640.0,
30056,30840,11378,1000,3,1,44700.0,
