TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
33418,31388,6254,1000,3,0,32040.0,
33048,32373,6579,1000,3,0,32100.0,
33217,24709,7682,1000,3,0,32160.0,
33070,30905,7856,1000,3,0,32220.0,
33128,31852,7464,1000,3,0,32280.0,
33352,32600,7427,1000,3,0,32340.0,
33376,32662,7303,1000,3,0,32400.0,
33516,32206,6997,1000,3,0,32460.0,
33760,29416,7112,1000,3,0,32520.0,
33684,30742,7030,1000,3,0,32580.0,
33576,30480,7196,1000,3,0,32640.0,
33496,31868,7114,1000,3,0,32700.0,
33472,33316,7281,1000,3,0,32760.0,
33285,32664,7141,1000,3,0,32820.0,
33328,31244,8212,1000,3,0,32880.0,
32634,34126,7950,1000,3,0,32940.0,
32688,30230,7806,1000,3,0,33000.0,
32926,64600,8442,1000,3,0,33060.0,
33376,32515,8192,1000,3,0,33120.0,
33662,32004,8132,1000,3,0,33180.0,
33600,34894,8399,1000,3,0,33240.0,
33714,29992,8508,1000,3,0,33300.0,
33722,32129,8172,1000,3,0,33360.0,
34046,31026,8312,1000,3,0,33420.0,
33780,32388,8381,1000,3,0,33480.0,
33680,24976,8749,1000,3,0,33540.0,
33588,33604,8600,1000,3,0,33600.0,
33548,33010,8553,1000,3,0,33660.0,
32622,34504,9075,1000,3,0,33720.0,
32800,30814,11060,1000,3,0,33780.0,
32960,30836,10206,1000,3,0,33840.0,
32928,32736,10489,1000,3,0,33900.0,
32874,33324,10566,1000,3,0,33960.0,
33044,30369,10667,1000,3,0,34020.0,
33168,28582,10642,1000,3,0,34080.0,
33092,29312,10111,1000,3,0,34140.0,
33012,30686,10032,1000,3,0,34200.0,
33182,32464,10350,1000,3,0,34260.0,
33252,35464,10588,1000,3,0,34320.0,
32834,31234,10095,1000,3,0,34380.0,
32816,31606,10024,1000,3,0,34440.0,
33261,31372,10511,1000,3,0,34500.0,
33404,32376,10320,1000,3,0,34560.0,
33710,32190,10486,1000,3,0,34620.0,
33500,32040,11198,1000,3,0,34680.0,
32952,32706,10920,1000,3,0,34740.0,
33102,29912,10895,1000,3,0,34800.0,
33248,32832,11240,1000,3,0,34860.0,
33506,28852,8509,1000,3,0,34920.0,blankScreen_00
33408,31932,7693,1000,3,0,34980.0,blankScreen_00
33420,36336,10846,1000,3,0,35040.0,blankScreen_00
32920,31064,10993,1000,3,0,35100.0,BP_00
32844,30920,12668,1000,3,0,35160.0,
32932,32458,12116,1000,3,0,35220.0,
32936,25710,14205,1000,3,0,35280.0,
32948,32350,12675,1000,3,0,35340.0,
33552,29868,13114,1000,3,0,35400.0,
33380,33876,12836,1000,3,0,35460.0,
32964,32324,15266,1000,3,0,35520.0,
33008,35204,15652,1000,3,0,35580.0,Exposure
32956,31772,14940,1000,3,0,35640.0,Exposure
32972,35572,14500,1000,3,0,35700.0,Exposure
32929,33806,13514,1000,3,0,35760.0,passiveViewing_01
33268,32238,13042,1000,3,0,35820.0,passiveViewing_01
33404,30588,13262,1000,3,0,35880.0,passiveViewing_01
33308,32577,13245,1000,3,0,35940.0,passiveViewing_01
33406,32686,13077,1000,3,0,36000.0,passiveViewing_01
33370,33024,8836,1000,3,0,36060.0,passiveViewing_01
33064,33004,9878,1000,3,0,36120.0,passiveViewing_01
32956,30708,10772,1000,3,0,36180.0,passiveViewing_01
32972,31952,9706,1000,3,0,36240.0,passiveViewing_01
32854,40232,11556,1000,3,0,36300.0,passiveViewing_01
32966,31504,11190,1000,3,0,36360.0,passiveViewing_01
32824,28896,11893,1000,3,0,36420.0,passiveViewing_01
33040,34228,12438,1000,3,0,36480.0,passiveViewing_01
33224,33188,12578,1000,3,0,36540.0,passiveViewing_01
33346,56992,12338,1000,3,0,36600.0,passiveViewing_01
33364,32322,12037,1000,3,0,36660.0,passiveViewing_01
33250,32814,13406,1000,3,0,36720.0,passiveViewing_01
33328,35202,12285,1000,3,0,36780.0,blankScreen_01
33164,32888,12346,1000,3,0,36840.0,blankScreen_01
33178,35836,13497,1000,3,0,36900.0,blankScreen_01
33308,30696,17034,1000,3,0,36960.0,BP_01
33144,31904,14556,1000,3,0,37020.0,BP_01
32524,35656,13990,1000,3,0,37080.0,
32816,32881,14234,1000,3,0,37140.0,
32736,31264,14514,1000,3,0,37200.0,
32568,31096,14196,1000,3,0,37260.0,
32432,31610,14624,1000,3,0,37320.0,
32484,32216,13344,1000,3,0,37380.0,
32488,30224,16452,1000,3,0,37440.0,
32728,34684,12196,1000,3,0,37500.0,
32764,33525,12957,1000,3,0,37560.0,
32796,33774,12394,1000,3,0,37620.0,
32718,30870,12390,1000,3,0,37680.0,
32856,29602,14332,1000,3,0,37740.0,
32766,32510,14399,1000,3,0,37800.0,
32736,32860,13211,1000,3,0,37860.0,
32837,33082,14416,1000,3,0,37920.0,blankScreen_02
32832,32476,13384,1000,3,0,37980.0,blankScreen_02
33056,32168,12560,1000,3,0,38040.0,blankScreen_02
33356,36020,17096,1000,3,0,38100.0,BP_02
32652,29646,15280,1000,3,0,38160.0,BP_02
33384,31790,14907,1000,3,0,38220.0,
33470,35510,14304,1000,3,0,38280.0,
33112,36778,13590,1000,3,0,38340.0,
32924,35660,13440,1000,3,0,38400.0,
32872,31153,12634,1000,3,0,38460.0,
32790,36295,13768,1000,3,0,38520.0,
32864,24751,12934,1000,3,0,38580.0,
33464,32309,14378,1000,3,0,38640.0,
33948,32854,13479,1000,3,0,38700.0,
33644,30908,13256,1000,3,0,38760.0,
34088,27160,18660,1000,3,0,38820.0,
34000,27944,13330,1000,3,0,38880.0,
34102,30334,14511,1000,3,0,38940.0,
34168,32758,18782,1000,3,0,39000.0,
33696,32708,14670,1000,3,0,39060.0,
33677,30620,13977,1000,3,0,39120.0,
33698,29688,14605,1000,3,0,39180.0,
33988,35884,14215,1000,3,0,39240.0,
34072,35624,14109,1000,3,0,39300.0,
34200,32028,13864,1000,3,0,39360.0,
34192,32642,16710,1000,3,0,39420.0,blankScreen_03
33512,33524,14961,1000,3,0,39480.0,blankScreen_03
33144,27088,15672,1000,3,0,39540.0,blankScreen_03
33484,28024,20824,1000,3,0,39600.0,BP_03
33578,31942,17502,1000,3,0,39660.0,BP_03
33517,34300,17258,1000,3,0,39720.0,
33230,32226,19580,1000,3,0,39780.0,
33388,32902,17888,1000,3,0,39840.0,
33376,32644,17594,1000,3,0,39900.0,
33144,29204,17468,1000,3,0,39960.0,blankScreen_04
33078,31684,16278,1000,3,0,40020.0,blankScreen_04
33202,33834,16428,1000,3,0,40080.0,blankScreen_04
33532,32348,15129,1000,3,0,40140.0,BP_04
33560,32000,18470,1000,3,0,40200.0,BP_04
33146,29762,17484,1000,3,0,40260.0,
33024,32468,17084,1000,3,0,40320.0,
33344,32712,17256,1000,3,0,40380.0,
33524,26544,23112,1000,3,0,40440.0,Exercise
34360,29136,20814,1000,3,0,40500.0,Exercise
32984,32380,20772,1000,3,0,40560.0,Exercise
32580,32464,22150,1000,3,0,40620.0,Exercise
34256,32421,23963,1000,3,0,40680.0,Exercise
34528,32944,23997,1000,3,0,40740.0,Exercise
33376,31356,20000,1000,3,0,40800.0,BP_05
32934,12394,20596,1000,3,0,40860.0,BP_05
32852,30553,19004,1000,3,0,40920.0,blankScreen_05
32708,25669,18118,1000,3,0,40980.0,blankScreen_05
32808,32196,17207,1000,3,0,41040.0,blankScreen_05
32816,26746,14463,1000,3,0,41100.0,BP_06
32896,33182,16171,1000,3,0,41160.0,
32804,33356,15998,1000,3,0,41220.0,
32816,31172,15697,1000,3,0,41280.0,
32852,36548,16956,1000,3,0,41340.0,
32708,36151,15698,1000,3,0,41400.0,
32628,27694,15784,1000,3,0,41460.0,
32048,30170,17100,1000,3,0,41520.0,
31786,31702,15890,1000,3,0,41580.0,
31760,35132,21296,1000,3,0,41640.0,
31892,32644,16624,1000,3,0,41700.0,
32212,30536,19012,1000,3,0,41760.0,
