TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Task
35628.0,33584.0,1000,2,0,49440.0,,,,
35720.0,33928.0,1000,2,0,49500.0,,,,
35704.0,5064.0,1000,2,0,49560.0,,,,
35700.0,33914.0,1000,2,0,49620.0,,,,
35656.0,34204.0,1000,2,0,49680.0,,,,
35644.0,32312.0,1000,2,0,49740.0,,,,
35624.0,32848.0,1000,2,0,49800.0,,,,
35616.0,34036.0,1000,2,0,49860.0,,,,
35640.0,31000.0,1000,2,0,49920.0,,,,
35600.0,31796.0,1000,2,0,49980.0,,,,
35656.0,33200.0,1000,2,0,50040.0,,,,
35648.0,33256.0,1000,2,0,50100.0,,,,
35648.0,33004.0,1000,2,0,50160.0,,,,
35644.0,32888.0,1000,2,0,50220.0,,,,
35636.0,32064.0,1000,2,0,50280.0,,,,
35628.0,34212.0,1000,2,0,50340.0,,,,
35632.0,33996.0,1000,2,0,50400.0,,,,
35652.0,31988.0,1000,2,0,50460.0,,,,
35612.0,32957.0,1000,2,0,50520.0,,,,
35632.0,24832.0,1000,2,0,50580.0,,,,
35632.0,34176.0,1000,2,0,50640.0,,,,
35586.0,31532.0,1000,2,0,50700.0,,,,
35628.0,34572.0,1000,2,0,50760.0,,,,blankScreen_00
35584.0,33578.0,1000,2,0,50820.0,,,,blankScreen_00
35588.0,34692.0,1000,2,0,50880.0,,,,blankScreen_00
35688.0,33972.0,1000,2,0,50940.0,,,,BP_00
35548.0,32464.0,1000,2,0,51000.0,,,,
35568.0,33880.0,1000,2,0,51060.0,,,,
35532.0,32992.0,1000,2,0,51120.0,,,,
35596.0,35332.0,1000,2,0,51180.0,,,,Exposure
35528.0,32544.0,1000,2,0,51240.0,,,,passiveViewing_01
35536.0,33700.0,1000,2,0,51300.0,,,,passiveViewing_01
35536.0,33128.0,1000,2,0,51360.0,,,,passiveViewing_01
35536.0,33408.0,1000,2,0,51420.0,,,,passiveViewing_01
35544.0,32784.0,1000,2,0,51480.0,,,,passiveViewing_01
35576.0,32792.0,1000,2,0,51540.0,,,,passiveViewing_01
35552.0,33504.0,1000,2,0,51600.0,,,,passiveViewing_01
35548.0,28045.0,1000,2,0,51660.0,,,,passiveViewing_01
35536.0,32680.0,1000,2,0,51720.0,,,,passiveViewing_01
35496.0,33632.0,1000,2,0,51780.0,,,,passiveViewing_01
35528.0,32960.0,1000,2,0,51840.0,,,,passiveViewing_01
35512.0,34676.0,1000,2,0,51900.0,,,,passiveViewing_01
35528.0,33024.0,1000,2,0,51960.0,,,,passiveViewing_01
35544.0,33560.0,1000,2,0,52020.0,,,,passiveViewing_01
35560.0,32580.0,1000,2,0,52080.0,,,,blankScreen_01
35544.0,34124.0,1000,2,0,52140.0,,,,blankScreen_01
35536.0,34392.0,1000,2,0,52200.0,,,,blankScreen_01
35560.0,34004.0,1000,2,0,52260.0,,,,
35522.0,34156.0,1000,2,0,52320.0,,,,BP_01
34008.0,21652.0,1000,2,0,52380.0,,,,
34760.0,33492.0,1000,2,0,52440.0,,,,
34384.0,21780.0,1000,2,0,52500.0,,,,
34660.0,34148.0,1000,2,0,52560.0,,,,
34728.0,27940.0,1000,2,0,52620.0,,,,
34808.0,32112.0,1000,2,0,52680.0,,,,
34788.0,33264.0,1000,2,0,52740.0,,,,
34764.0,32000.0,1000,2,0,52800.0,,,,
34720.0,22396.0,1000,2,0,52860.0,,,,
34784.0,34288.0,1000,2,0,52920.0,,,,
34760.0,33312.0,1000,2,0,52980.0,,,,
34712.0,32244.0,1000,2,0,53040.0,,,,
34748.0,32830.0,1000,2,0,53100.0,,,,
34736.0,33732.0,1000,2,0,53160.0,,,,
34700.0,34040.0,1000,2,0,53220.0,,,,blankScreen_02
34700.0,33644.0,1000,2,0,53280.0,,,,blankScreen_02
34732.0,32224.0,1000,2,0,53340.0,,,,blankScreen_02
34720.0,33928.0,1000,2,0,53400.0,,,,
34616.0,32724.0,1000,2,0,53460.0,,,,BP_02
34564.0,32244.0,1000,2,0,53520.0,,,,
34676.0,34850.0,1000,2,0,53580.0,,,,
34680.0,32104.0,1000,2,0,53640.0,,,,
35296.0,32448.0,1000,2,0,53700.0,,,,
35684.0,22912.0,1000,2,0,53760.0,,,,
