TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
36548,37670,1988,1000,3,0,46500.0,
36508,33278,2708,1000,3,0,46560.0,
36500,31985,2380,1000,3,0,46620.0,
36532,33940,2194,1000,3,0,46680.0,
36512,30717,2058,1000,3,0,46740.0,
36469,31078,2048,1000,3,0,46800.0,
36480,31697,1941,1000,3,0,46860.0,
36450,30530,2016,1000,3,0,46920.0,
36434,33246,1966,1000,3,0,46980.0,
36452,29430,1855,1000,3,0,47040.0,
36464,31127,2106,1000,3,0,47100.0,
36436,36266,2022,1000,3,0,47160.0,
36430,30980,2000,1000,3,0,47220.0,
36416,29822,2240,1000,3,0,47280.0,
36448,32807,1956,1000,3,0,47340.0,
36409,34264,1970,1000,3,0,47400.0,
36408,30652,1939,1000,3,0,47460.0,
36422,34065,2010,1000,3,0,47520.0,
36420,33712,1889,1000,3,0,47580.0,
36436,31038,2119,1000,3,0,47640.0,
36432,31658,2258,1000,3,0,47700.0,
36444,32094,2086,1000,3,0,47760.0,
36452,34160,1959,1000,3,0,47820.0,
36428,32434,1928,1000,3,0,47880.0,
36428,32638,1837,1000,3,0,47940.0,
36452,34726,1971,1000,3,0,48000.0,
36444,31968,2254,1000,3,0,48060.0,
36440,36469,3787,1000,3,0,48120.0,
36472,32464,5124,1000,3,0,48180.0,
36472,30194,5376,1000,3,0,48240.0,
36464,33120,5693,1000,3,0,48300.0,
36508,32712,4494,1000,3,0,48360.0,
36500,30376,3923,1000,3,0,48420.0,
36488,39964,3680,1000,3,0,48480.0,
36504,31100,3466,1000,3,0,48540.0,
36516,32312,4068,1000,3,0,48600.0,
36526,30884,3680,1000,3,0,48660.0,
36512,31406,3283,1000,3,0,48720.0,
36516,33478,3171,1000,3,0,48780.0,
36502,31412,3005,1000,3,0,48840.0,
36530,31623,2981,1000,3,0,48900.0,blankScreen_00
36526,30600,2910,1000,3,0,48960.0,blankScreen_00
36540,30160,2900,1000,3,0,49020.0,blankScreen_00
36480,31504,2855,1000,3,0,49080.0,BP_00
36368,32012,2855,1000,3,0,49140.0,BP_00
36474,32074,3533,1000,3,0,49200.0,
36528,31140,3528,1000,3,0,49260.0,
36556,31864,3316,1000,3,0,49320.0,
36572,29852,3402,1000,3,0,49380.0,
36532,30864,4276,1000,3,0,49440.0,
36544,31930,4577,1000,3,0,49500.0,
36568,34580,4346,1000,3,0,49560.0,
34508,32639,4527,1000,3,0,49620.0,
34421,30303,4372,1000,3,0,49680.0,Exposure
34188,33500,3567,1000,3,0,49740.0,Exposure
33972,37300,3513,1000,3,0,49800.0,Exposure
33756,32812,3366,1000,3,0,49860.0,passiveViewing_01
33588,31760,3098,1000,3,0,49920.0,passiveViewing_01
33688,31996,3142,1000,3,0,49980.0,passiveViewing_01
33761,31918,3167,1000,3,0,50040.0,passiveViewing_01
33532,33016,3011,1000,3,0,50100.0,passiveViewing_01
33404,31288,2792,1000,3,0,50160.0,passiveViewing_01
33616,33380,2983,1000,3,0,50220.0,passiveViewing_01
33092,32242,2765,1000,3,0,50280.0,passiveViewing_01
32660,32316,2695,1000,3,0,50340.0,passiveViewing_01
32629,29440,2803,1000,3,0,50400.0,passiveViewing_01
33100,35441,2630,1000,3,0,50460.0,passiveViewing_01
33132,31796,2679,1000,3,0,50520.0,passiveViewing_01
34584,32952,2749,1000,3,0,50580.0,passiveViewing_01
34442,33482,2728,1000,3,0,50640.0,passiveViewing_01
34378,31820,2626,1000,3,0,50700.0,passiveViewing_01
34756,30920,2708,1000,3,0,50760.0,passiveViewing_01
34928,34151,2898,1000,3,0,50820.0,blankScreen_01
34996,32462,2443,1000,3,0,50880.0,blankScreen_01
35212,33236,2499,1000,3,0,50940.0,blankScreen_01
35296,32447,2374,1000,3,0,51000.0,
34900,32316,2558,1000,3,0,51060.0,BP_01
34424,32692,2527,1000,3,0,51120.0,
34184,35594,2417,1000,3,0,51180.0,
33972,31550,2648,1000,3,0,51240.0,
33862,35038,2513,1000,3,0,51300.0,
33680,33088,2295,1000,3,0,51360.0,
33480,32116,2459,1000,3,0,51420.0,
33220,30325,2184,1000,3,0,51480.0,
32048,51320,2235,1000,3,0,51540.0,
31748,32980,2107,1000,3,0,51600.0,
31938,33224,2495,1000,3,0,51660.0,
31061,32166,2318,1000,3,0,51720.0,
31124,31168,2110,1000,3,0,51780.0,
33012,32964,1983,1000,3,0,51840.0,
33642,32312,1997,1000,3,0,51900.0,
35002,32636,2221,1000,3,0,51960.0,
34924,29024,2244,1000,3,0,52020.0,blankScreen_02
35377,33908,1736,1000,3,0,52080.0,blankScreen_02
34300,32172,2123,1000,3,0,52140.0,blankScreen_02
33480,32014,2299,1000,3,0,52200.0,BP_02
35688,33840,2375,1000,3,0,52260.0,BP_02
36084,33308,2088,1000,3,0,52320.0,
36090,32893,2130,1000,3,0,52380.0,
36164,32114,2093,1000,3,0,52440.0,
36152,32650,2247,1000,3,0,52500.0,
36124,31604,2132,1000,3,0,52560.0,
36156,32616,2109,1000,3,0,52620.0,
36228,32628,2102,1000,3,0,52680.0,
36452,33810,2027,1000,3,0,52740.0,
36480,31562,2069,1000,3,0,52800.0,
36470,31604,2037,1000,3,0,52860.0,
36508,35038,2074,1000,3,0,52920.0,
36484,32412,1930,1000,3,0,52980.0,
36426,58917,1919,1000,3,0,53040.0,
36424,36188,1875,1000,3,0,53100.0,
36484,37916,1824,1000,3,0,53160.0,
36460,32338,1776,1000,3,0,53220.0,
36460,32258,1763,1000,3,0,53280.0,
36460,32780,1936,1000,3,0,53340.0,
36428,37792,2024,1000,3,0,53400.0,
36414,30964,2012,1000,3,0,53460.0,
36440,33252,1524,1000,3,0,53520.0,blankScreen_03
36426,33791,2486,1000,3,0,53580.0,blankScreen_03
36484,34744,2333,1000,3,0,53640.0,blankScreen_03
36464,29824,2766,1000,3,0,53700.0,BP_03
36310,32487,3304,1000,3,0,53760.0,BP_03
36424,34876,4481,1000,3,0,53820.0,
36512,35767,5078,1000,3,0,53880.0,
36498,29742,3451,1000,3,0,53940.0,
36522,32882,3607,1000,3,0,54000.0,blankScreen_04
36448,33322,4391,1000,3,0,54060.0,blankScreen_04
36500,31926,5380,1000,3,0,54120.0,blankScreen_04
36452,34296,4472,1000,3,0,54180.0,BP_04
36448,31896,4499,1000,3,0,54240.0,BP_04
36416,34532,3710,1000,3,0,54300.0,
36428,29191,3973,1000,3,0,54360.0,
36444,32574,3737,1000,3,0,54420.0,
36450,32156,5102,1000,3,0,54480.0,
37056,31700,55,1000,3,0,54540.0,
36128,34742,58,1000,3,0,54600.0,Exercise
36800,39687,69,1000,3,0,54660.0,Exercise
35940,32728,1349,1000,3,0,54720.0,Exercise
35988,30558,1916,1000,3,0,54780.0,Exercise
35996,21572,2697,1000,3,0,54840.0,Exercise
35800,34516,2941,1000,3,0,54900.0,Exercise
35756,19084,3342,1000,3,0,54960.0,Exercise
35688,34840,3284,1000,3,0,55020.0,Exercise
34120,34078,1948,1000,3,0,55080.0,BP_05
34208,40596,1622,1000,3,0,55140.0,BP_05
32828,31092,1728,1000,3,0,55200.0,blankScreen_05
31342,30285,1529,1000,3,0,55260.0,blankScreen_05
31064,30916,1409,1000,3,0,55320.0,blankScreen_05
30988,31094,1299,1000,3,0,55380.0,BP_06
33764,30784,1227,1000,3,0,55440.0,BP_06
31840,31386,1785,1000,3,0,55500.0,
31532,30492,1548,1000,3,0,55560.0,
31376,34582,1368,1000,3,0,55620.0,
31400,31889,1008,1000,3,0,55680.0,
31448,64052,966,1000,3,0,55740.0,
33768,32598,2062,1000,3,0,55800.0,
35520,33527,2121,1000,3,0,55860.0,
