sensor,device name,column,sync interval,time,comments,device connection,channels,date,mode,digital IO,firmware version,device,position,sampling rate,label,resolution,special,fsr values,sensor adapter values,keywords,Duration
"['TEMP', 'ECG', 'EDA']",5C:02:72:A1:C3:C9,"['nSeq', 'DI', 'CH2', 'CH3', 'CH4']",2,10:51:0.0,,BTH,"[2, 3, 4]",2025-6-24,0,"[0, 1]",779,biosignalsplux,0,1000,"['CH2', 'CH3', 'CH4']","[16, 16, 16]","[{'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}]","[['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None]]","[[None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None]]",,849.9990000000034
"['TEMP', 'ECG', 'EDA']",5C:02:72:A1:C3:C9,"['nSeq', 'DI', 'CH2', 'CH3', 'CH4']",2,12:38:0.0,,BTH,"[2, 3, 4]",2025-6-24,0,"[0, 1]",779,biosignalsplux,0,1000,"['CH2', 'CH3', 'CH4']","[16, 16, 16]","[{'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}]","[['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None]]","[[None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None]]",,10229.296000000002
