sensor,device name,column,sync interval,time,comments,device connection,channels,date,mode,digital IO,firmware version,device,position,sampling rate,label,resolution,special,fsr values,sensor adapter values,keywords,Duration
"['TEMP', 'ECG']",BC:33:AC:AB:B3:C8,"['nSeq', 'DI', 'CH3', 'CH4']",2,12:48:1.0,,BTH,"[3, 4]",2025-5-27,0,"[0, 1]",1026,biosignalsplux_hybrid8,0,1000,"['CH3', 'CH4']","[16, 16]","[{'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}]","[['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None]]","[[None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None]]",,6697.684000000001
"['TEMP', 'ECG', 'EDA']",BC:33:AC:AB:B3:C8,"['nSeq', 'DI', 'CH3', 'CH4', 'CH5']",2,14:43:1.0,,BTH,"[3, 4, 5]",2025-5-27,0,"[0, 1]",1026,biosignalsplux_hybrid8,0,1000,"['CH3', 'CH4', 'CH5']","[16, 16, 16]","[{'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}, {'SpO2': [80, 40, 5, 4, 3, 3]}]","[['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None], ['xxx', 'x', None, None]]","[[None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None], [None, None]]",,1541.6940000000031
