ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
31452,35516,1000,2,0,49140.0,,
32504,35372,1000,2,0,49200.0,,
31236,35384,1000,2,0,49260.0,,
30380,35368,1000,2,0,49320.0,,
36088,35308,1000,2,0,49380.0,,
30528,35252,1000,2,0,49440.0,,
32768,35148,1000,2,0,49500.0,,
32856,35256,1000,2,0,49560.0,,
32124,35344,1000,2,0,49620.0,,
32488,35328,1000,2,0,49680.0,,
34392,35316,1000,2,0,49740.0,,
32248,35496,1000,2,0,49800.0,,
32380,35360,1000,2,0,49860.0,,
32410,35232,1000,2,0,49920.0,,blankScreen_02
31336,35308,1000,2,0,49980.0,,blankScreen_02
48624,35080,1000,2,0,50040.0,,blankScreen_02
28142,35148,1000,2,0,50100.0,,BP_02
32296,35328,1000,2,0,50160.0,,
31696,35240,1000,2,0,50220.0,,
32416,35584,1000,2,0,50280.0,,
35276,35852,1000,2,0,50340.0,,
32496,35928,1000,2,0,50400.0,,
36676,35836,1000,2,0,50460.0,,
32184,35840,1000,2,0,50520.0,,
35140,35768,1000,2,0,50580.0,,
30548,35776,1000,2,0,50640.0,,
32744,35752,1000,2,0,50700.0,,
34412,35892,1000,2,0,50760.0,,
31036,35812,1000,2,0,50820.0,,
32794,35864,1000,2,0,50880.0,,
31200,35792,1000,2,0,50940.0,,
37908,35800,1000,2,0,51000.0,,
34004,35812,1000,2,0,51060.0,,
31946,35802,1000,2,0,51120.0,,
33020,35776,1000,2,0,51180.0,,
33708,35940,1000,2,0,51240.0,,
29660,35904,1000,2,0,51300.0,,
28992,35876,1000,2,0,51360.0,,
31000,35840,1000,2,0,51420.0,,
30180,35960,1000,2,0,51480.0,,
32809,35728,1000,2,0,51540.0,,blankScreen_03
30948,35808,1000,2,0,51600.0,,blankScreen_03
30040,35680,1000,2,0,51660.0,,blankScreen_03
56472,35532,1000,2,0,51720.0,,BP_03
34848,35676,1000,2,0,51780.0,,BP_03
35240,35596,1000,2,0,51840.0,,
30484,35716,1000,2,0,51900.0,,
31448,35808,1000,2,0,51960.0,,
34682,35732,1000,2,0,52020.0,,
31448,35636,1000,2,0,52080.0,,
31496,35664,1000,2,0,52140.0,,
33566,35908,1000,3,1,52380.0,2915.0,blankScreen_04
35144,35676,1000,3,1,52440.0,3478.0,blankScreen_04
33576,35772,1000,3,1,52500.0,3067.0,BP_04
31340,35936,1000,3,1,52560.0,3535.0,BP_04
32616,35900,1000,3,1,52620.0,5803.0,
33340,35776,1000,3,1,52680.0,5416.0,
32488,35748,1000,3,1,52740.0,4470.0,
32260,35844,1000,3,1,52800.0,4876.0,
31696,33472,1000,3,1,52860.0,6490.0,
33080,36524,1000,3,1,52920.0,5985.0,
35288,35456,1000,3,1,52980.0,6715.0,
30850,33784,1000,3,1,53040.0,5492.0,
31104,32464,1000,3,1,53100.0,6814.0,Exercise
32952,32712,1000,3,1,53160.0,7074.0,Exercise
29136,32280,1000,3,1,53220.0,7781.0,Exercise
32824,31904,1000,3,1,53280.0,8656.0,Exercise
37192,32108,1000,3,1,53340.0,9128.0,Exercise
43744,32556,1000,3,1,53400.0,10292.0,BP_05
29856,29180,1000,3,1,53460.0,9233.0,BP_05
30860,28790,1000,3,1,53520.0,7226.0,blankScreen_05
29668,28860,1000,3,1,53580.0,8435.0,blankScreen_05
41196,28500,1000,3,1,53640.0,7489.0,blankScreen_05
30304,28272,1000,3,1,53700.0,7566.0,
32648,28270,1000,3,1,53760.0,6714.0,BP_06
30298,28262,1000,3,1,53820.0,7854.0,
34258,28180,1000,3,1,53880.0,8482.0,
31350,28205,1000,3,1,53940.0,6789.0,
32745,28076,1000,3,1,54000.0,6138.0,
36934,27996,1000,3,1,54060.0,5825.0,
34524,27940,1000,3,1,54120.0,5936.0,
