TEMP_CH2,ECG_CH3,EDA_CH4,Freq,Channels,File,t,Task
37154,32144,1340,1000,3,0,40860.0,
37210,34720,1135,1000,3,0,40920.0,
37216,32087,1060,1000,3,0,40980.0,
37260,31714,961,1000,3,0,41040.0,
37280,32646,919,1000,3,0,41100.0,
37212,32258,835,1000,3,0,41160.0,
37214,23037,795,1000,3,0,41220.0,
37136,49320,757,1000,3,0,41280.0,
37145,32522,745,1000,3,0,41340.0,
37088,30984,728,1000,3,0,41400.0,
37096,31914,768,1000,3,0,41460.0,
37078,31680,852,1000,3,0,41520.0,
37088,32234,823,1000,3,0,41580.0,
36942,31885,803,1000,3,0,41640.0,
37055,33438,789,1000,3,0,41700.0,
37048,33320,808,1000,3,0,41760.0,
36904,30858,790,1000,3,0,41820.0,
36796,31957,788,1000,3,0,41880.0,
36828,25966,819,1000,3,0,41940.0,
36936,31610,958,1000,3,0,42000.0,
36983,32340,1062,1000,3,0,42060.0,
36640,46912,1424,1000,3,0,42120.0,
36873,30950,1429,1000,3,0,42180.0,
36924,33448,1517,1000,3,0,42240.0,
37044,47564,1548,1000,3,0,42300.0,
37040,33175,1614,1000,3,0,42360.0,
37172,31788,1749,1000,3,0,42420.0,
37111,32470,1679,1000,3,0,42480.0,
37034,32482,2070,1000,3,0,42540.0,
37014,32848,2143,1000,3,0,42600.0,
36896,32276,2182,1000,3,0,42660.0,
36736,32514,1969,1000,3,0,42720.0,
36636,32216,2243,1000,3,0,42780.0,
36625,46480,2093,1000,3,0,42840.0,
36558,32608,2366,1000,3,0,42900.0,
36584,33412,2468,1000,3,0,42960.0,
36488,34620,2457,1000,3,0,43020.0,
36490,32352,2432,1000,3,0,43080.0,
36444,31966,2195,1000,3,0,43140.0,
36509,32861,2088,1000,3,0,43200.0,
36424,32070,2006,1000,3,0,43260.0,
36552,32374,2203,1000,3,0,43320.0,
36472,34360,2119,1000,3,0,43380.0,
36364,32802,2184,1000,3,0,43440.0,blankScreen_00
36446,32136,2130,1000,3,0,43500.0,blankScreen_00
36482,32276,1945,1000,3,0,43560.0,blankScreen_00
36576,33434,2307,1000,3,0,43620.0,BP_00
36408,31556,2409,1000,3,0,43680.0,BP_00
36364,31888,2500,1000,3,0,43740.0,
36452,34102,2356,1000,3,0,43800.0,
36328,34012,2516,1000,3,0,43860.0,
36548,31414,2496,1000,3,0,43920.0,
36500,51032,2617,1000,3,0,43980.0,
36180,62708,0,1000,3,0,44040.0,
37324,34580,2823,1000,3,0,44100.0,
36556,34300,113,1000,3,0,44160.0,
34924,31880,1180,1000,3,0,44220.0,Exposure
34792,34844,1608,1000,3,0,44280.0,Exposure
34604,25020,991,1000,3,0,44340.0,Exposure
33312,32570,1143,1000,3,0,44400.0,passiveViewing_01
33044,43152,1053,1000,3,0,44460.0,passiveViewing_01
34584,35376,1005,1000,3,0,44520.0,passiveViewing_01
35350,32106,977,1000,3,0,44580.0,passiveViewing_01
35312,32684,783,1000,3,0,44640.0,passiveViewing_01
35232,32894,761,1000,3,0,44700.0,passiveViewing_01
35106,32496,730,1000,3,0,44760.0,passiveViewing_01
34776,33972,708,1000,3,0,44820.0,passiveViewing_01
34244,34060,702,1000,3,0,44880.0,passiveViewing_01
34872,32592,704,1000,3,0,44940.0,passiveViewing_01
34196,32812,607,1000,3,0,45000.0,passiveViewing_01
33364,32448,619,1000,3,0,45060.0,passiveViewing_01
35076,32212,622,1000,3,0,45120.0,passiveViewing_01
34892,32108,646,1000,3,0,45180.0,passiveViewing_01
34892,32992,751,1000,3,0,45240.0,passiveViewing_01
35024,45366,630,1000,3,0,45300.0,passiveViewing_01
34788,34346,652,1000,3,0,45360.0,blankScreen_01
35272,31380,609,1000,3,0,45420.0,blankScreen_01
34858,32124,749,1000,3,0,45480.0,blankScreen_01
34658,32424,759,1000,3,0,45540.0,
33620,31316,550,1000,3,0,45600.0,BP_01
32496,32188,709,1000,3,0,45660.0,
32656,32304,759,1000,3,0,45720.0,
32708,31504,694,1000,3,0,45780.0,
32428,28028,633,1000,3,0,45840.0,
32004,31856,602,1000,3,0,45900.0,
33012,32906,580,1000,3,0,45960.0,
33213,32472,525,1000,3,0,46020.0,
33244,33056,574,1000,3,0,46080.0,
33944,32378,580,1000,3,0,46140.0,
34224,32530,572,1000,3,0,46200.0,
33726,33052,563,1000,3,0,46260.0,
33268,31674,547,1000,3,0,46320.0,
33436,33952,551,1000,3,0,46380.0,
33460,31704,588,1000,3,0,46440.0,
33376,32316,527,1000,3,0,46500.0,
32490,33700,664,1000,3,0,46560.0,blankScreen_02
32360,33492,690,1000,3,0,46620.0,blankScreen_02
32072,33964,698,1000,3,0,46680.0,blankScreen_02
33456,32032,819,1000,3,0,46740.0,BP_02
34072,31804,841,1000,3,0,46800.0,
34312,32576,873,1000,3,0,46860.0,
34394,32704,887,1000,3,0,46920.0,
34412,33624,796,1000,3,0,46980.0,
34408,31708,724,1000,3,0,47040.0,
34394,32440,684,1000,3,0,47100.0,
34308,32874,655,1000,3,0,47160.0,
34480,31728,643,1000,3,0,47220.0,
33760,32436,927,1000,3,0,47280.0,
33924,32442,1250,1000,3,0,47340.0,
34054,32548,761,1000,3,0,47400.0,
32728,31912,981,1000,3,0,47460.0,
33466,32988,1029,1000,3,0,47520.0,
33740,33070,997,1000,3,0,47580.0,
33684,32644,905,1000,3,0,47640.0,
34112,32812,879,1000,3,0,47700.0,
34516,32916,900,1000,3,0,47760.0,
34560,31436,884,1000,3,0,47820.0,
34558,31756,980,1000,3,0,47880.0,
34708,31568,1061,1000,3,0,47940.0,
34656,32390,1094,1000,3,0,48000.0,blankScreen_03
34468,32508,1128,1000,3,0,48060.0,blankScreen_03
34580,33044,1123,1000,3,0,48120.0,blankScreen_03
34344,33180,1151,1000,3,0,48180.0,BP_03
35248,31388,1617,1000,3,0,48240.0,BP_03
35128,32660,1863,1000,3,0,48300.0,
35864,33424,2197,1000,3,0,48360.0,
35904,30326,2349,1000,3,0,48420.0,
36150,32066,2512,1000,3,0,48480.0,
35524,32580,2687,1000,3,0,48540.0,
35756,32964,3145,1000,3,0,48600.0,blankScreen_04
32316,32892,2452,1000,3,0,48660.0,blankScreen_04
32012,21520,2309,1000,3,0,48720.0,blankScreen_04
34500,31664,3029,1000,3,0,48780.0,
35472,31932,2266,1000,3,0,48840.0,BP_04
35360,32428,2266,1000,3,0,48900.0,
35598,32644,2675,1000,3,0,48960.0,
35638,32328,2459,1000,3,0,49020.0,
35264,32354,3812,1000,3,0,49080.0,
35688,34492,3381,1000,3,0,49140.0,Exercise
34824,32724,3461,1000,3,0,49200.0,Exercise
35460,29344,4508,1000,3,0,49260.0,Exercise
35738,34354,4415,1000,3,0,49320.0,Exercise
35578,64336,4582,1000,3,0,49380.0,Exercise
35796,36668,4567,1000,3,0,49440.0,Exercise
35576,17386,4780,1000,3,0,49500.0,Exercise
33148,55848,4313,1000,3,0,49560.0,BP_05
33740,30557,3996,1000,3,0,49620.0,BP_05
34864,31752,2883,1000,3,0,49680.0,blankScreen_05
33076,32530,2975,1000,3,0,49740.0,blankScreen_05
32788,32332,2802,1000,3,0,49800.0,blankScreen_05
33424,34232,3078,1000,3,0,49860.0,BP_06
33836,35408,3067,1000,3,0,49920.0,
36212,34168,3268,1000,3,0,49980.0,
36220,31040,3086,1000,3,0,50040.0,
36188,31742,2672,1000,3,0,50100.0,
36176,33576,2766,1000,3,0,50160.0,
36144,32036,2716,1000,3,0,50220.0,
32912,31168,3640,1000,3,0,50280.0,
