TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
33724,37164,199,1000,3,0,32280.0,
34442,41912,260,1000,3,0,32340.0,
35026,37452,227,1000,3,0,32400.0,
35300,37444,208,1000,3,0,32460.0,
34940,37428,211,1000,3,0,32520.0,
34872,33160,210,1000,3,0,32580.0,
35016,31156,184,1000,3,0,32640.0,
34820,30500,227,1000,3,0,32700.0,
35560,37106,195,1000,3,0,32760.0,
35884,32120,256,1000,3,0,32820.0,
35642,31160,331,1000,3,0,32880.0,
35372,38324,254,1000,3,0,32940.0,
35120,16010,245,1000,3,0,33000.0,
35058,32704,228,1000,3,0,33060.0,
34897,37880,237,1000,3,0,33120.0,
35040,32256,213,1000,3,0,33180.0,
35332,35540,201,1000,3,0,33240.0,
35217,31192,204,1000,3,0,33300.0,
35088,41280,166,1000,3,0,33360.0,
35236,33200,230,1000,3,0,33420.0,
35254,32008,279,1000,3,0,33480.0,
34975,35632,296,1000,3,0,33540.0,
34920,33496,324,1000,3,0,33600.0,
34480,31568,179,1000,3,0,33660.0,
34628,31004,206,1000,3,0,33720.0,
33548,31556,238,1000,3,0,33780.0,
33284,30988,239,1000,3,0,33840.0,
33924,37724,292,1000,3,0,33900.0,
34004,32076,416,1000,3,0,33960.0,
34316,29850,530,1000,3,0,34020.0,
34244,30116,529,1000,3,0,34080.0,
34964,31888,681,1000,3,0,34140.0,
35316,36864,799,1000,3,0,34200.0,
35280,32297,1046,1000,3,0,34260.0,
35368,42146,959,1000,3,0,34320.0,
35368,38144,596,1000,3,0,34380.0,
35080,34028,630,1000,3,0,34440.0,
34910,29148,431,1000,3,0,34500.0,
34792,37230,407,1000,3,0,34560.0,
34876,31492,241,1000,3,0,34620.0,
35044,37200,213,1000,3,0,34680.0,
35036,35704,204,1000,3,0,34740.0,
34952,33056,256,1000,3,0,34800.0,
34792,37900,199,1000,3,0,34860.0,
33964,30338,212,1000,3,0,34920.0,
34388,36698,198,1000,3,0,34980.0,
32184,37588,263,1000,3,0,35040.0,blankScreen_00
