TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Task
32440.0,32760.0,1000,2,0,33180.0,,,,
32330.0,31732.0,1000,2,0,33240.0,,,,
32188.0,30784.0,1000,2,0,33300.0,,,,
32186.0,32332.0,1000,2,0,33360.0,,,,
32312.0,31540.0,1000,2,0,33420.0,,,,
32204.0,32748.0,1000,2,0,33480.0,,,,
32208.0,32432.0,1000,2,0,33540.0,,,,
32120.0,32280.0,1000,2,0,33600.0,,,,
32072.0,33848.0,1000,2,0,33660.0,,,,
32036.0,32332.0,1000,2,0,33720.0,,,,
31988.0,33728.0,1000,2,0,33780.0,,,,
31968.0,32670.0,1000,2,0,33840.0,,,,
31960.0,30992.0,1000,2,0,33900.0,,,,
31972.0,30784.0,1000,2,0,33960.0,,,,
31972.0,27756.0,1000,2,0,34020.0,,,,
31960.0,32236.0,1000,2,0,34080.0,,,,
31924.0,30576.0,1000,2,0,34140.0,,,,
31868.0,37524.0,1000,2,0,34200.0,,,,
31844.0,34680.0,1000,2,0,34260.0,,,,
31812.0,28462.0,1000,2,0,34320.0,,,,
31796.0,32576.0,1000,2,0,34380.0,,,,
31752.0,51416.0,1000,2,0,34440.0,,,,
31772.0,32384.0,1000,2,0,34500.0,,,,
31752.0,35456.0,1000,2,0,34560.0,,,,
31736.0,31800.0,1000,2,0,34620.0,,,,
32456.0,33832.0,1000,2,0,34680.0,,,,
31944.0,31568.0,1000,2,0,34740.0,,,,
32084.0,30944.0,1000,2,0,34800.0,,,,
31652.0,34722.0,1000,2,0,34860.0,,,,
31444.0,32880.0,1000,2,0,34920.0,,,,
31376.0,34984.0,1000,2,0,34980.0,,,,
31340.0,30604.0,1000,2,0,35040.0,,,,
31340.0,29776.0,1000,2,0,35100.0,,,,
31328.0,30282.0,1000,2,0,35160.0,,,,
31312.0,31316.0,1000,2,0,35220.0,,,,
31320.0,32568.0,1000,2,0,35280.0,,,,
31300.0,32156.0,1000,2,0,35340.0,,,,
31268.0,33400.0,1000,2,0,35400.0,,,,
31264.0,31308.0,1000,2,0,35460.0,,,,
31248.0,34784.0,1000,2,0,35520.0,,,,blankScreen_00
31440.0,32180.0,1000,2,0,35580.0,,,,blankScreen_00
31660.0,27608.0,1000,2,0,35640.0,,,,blankScreen_00
31716.0,33600.0,1000,2,0,35700.0,,,,
31732.0,33672.0,1000,2,0,35760.0,,,,BP_00
31748.0,29864.0,1000,2,0,35820.0,,,,BP_00
31504.0,36536.0,1000,2,0,35880.0,,,,
31304.0,31264.0,1000,2,0,35940.0,,,,
31112.0,36884.0,1000,2,0,36000.0,,,,
31096.0,32976.0,1000,2,0,36060.0,,,,
31228.0,32600.0,1000,2,0,36120.0,,,,
31384.0,31236.0,1000,2,0,36180.0,,,,
31236.0,32728.0,1000,2,0,36240.0,,,,Exposure
31264.0,36592.0,1000,2,0,36300.0,,,,Exposure
