ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
33240,36532,1000,2,0,45120.0,,
32808,36576,1000,2,0,45180.0,,
33060,36596,1000,2,0,45240.0,,
33136,36640,1000,2,0,45300.0,,
31758,36616,1000,2,0,45360.0,,
33096,36700,1000,2,0,45420.0,,
32624,36520,1000,2,0,45480.0,,
33952,36590,1000,2,0,45540.0,,
32828,36476,1000,2,0,45600.0,,
32624,36564,1000,2,0,45660.0,,
33466,36496,1000,2,0,45720.0,,
33440,36464,1000,2,0,45780.0,,
33432,36416,1000,2,0,45840.0,,
28994,36564,1000,2,0,45900.0,,
33052,36420,1000,2,0,45960.0,,
32338,36432,1000,2,0,46020.0,,
31276,36596,1000,2,0,46080.0,,
30020,36404,1000,2,0,46140.0,,
32740,36532,1000,2,0,46200.0,,
30612,36492,1000,2,0,46260.0,,
33048,36372,1000,2,0,46320.0,,
30648,36432,1000,2,0,46380.0,,
33152,36356,1000,2,0,46440.0,,
49200,36320,1000,2,0,46500.0,,blankScreen_03
31540,36580,1000,2,0,46560.0,,blankScreen_03
31788,35520,1000,2,0,46620.0,,blankScreen_03
32532,33336,1000,2,0,46680.0,,
29836,33914,1000,2,0,46740.0,,BP_03
31368,34324,1000,2,0,46800.0,,
33344,34488,1000,2,0,46860.0,,
31396,33912,1000,2,0,46920.0,,
30368,33332,1000,2,0,46980.0,,
32268,33732,1000,2,0,47040.0,,
28392,33964,1000,2,0,47100.0,,
33284,32988,1000,2,0,47160.0,,
33152,33676,1000,3,1,47400.0,43.0,blankScreen_04
31158,33336,1000,3,1,47460.0,44.0,blankScreen_04
19984,33316,1000,3,1,47520.0,43.0,blankScreen_04
32824,33590,1000,3,1,47580.0,43.0,BP_04
32908,33612,1000,3,1,47640.0,44.0,
33344,33684,1000,3,1,47700.0,43.0,
32508,33648,1000,3,1,47760.0,43.0,
31036,34184,1000,3,1,47820.0,43.0,
31116,33512,1000,3,1,47880.0,43.0,Exercise
32432,35728,1000,3,1,47940.0,43.0,Exercise
34464,35508,1000,3,1,48000.0,43.0,Exercise
36072,35272,1000,3,1,48060.0,44.0,Exercise
40484,34900,1000,3,1,48120.0,45.0,Exercise
31704,35236,1000,3,1,48180.0,44.0,Exercise
41092,35108,1000,3,1,48240.0,44.0,Exercise
30248,35052,1000,3,1,48300.0,44.0,BP_05
37264,34640,1000,3,1,48360.0,43.0,BP_05
30600,34348,1000,3,1,48420.0,46.0,blankScreen_05
34816,34748,1000,3,1,48480.0,46.0,blankScreen_05
27092,34574,1000,3,1,48540.0,45.0,blankScreen_05
34576,34700,1000,3,1,48600.0,44.0,BP_06
30560,35156,1000,3,1,48660.0,45.0,
34512,34220,1000,3,1,48720.0,46.0,
33824,34204,1000,3,1,48780.0,45.0,
34856,34036,1000,3,1,48840.0,45.0,
19300,34388,1000,3,1,48900.0,46.0,
34900,34312,1000,3,1,48960.0,48.0,
34684,34388,1000,3,1,49020.0,49.0,
