ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
31020,37000,1000,2,0,40320.0,,
31712,37128,1000,2,0,40380.0,,
33568,37016,1000,2,0,40440.0,,
31440,37044,1000,2,0,40500.0,,
33840,36852,1000,2,0,40560.0,,
33056,36836,1000,2,0,40620.0,,
32180,36920,1000,2,0,40680.0,,
30548,36956,1000,2,0,40740.0,,
33528,36680,1000,2,0,40800.0,,
30324,36840,1000,2,0,40860.0,,
32580,36720,1000,2,0,40920.0,,
34020,36804,1000,2,0,40980.0,,
29328,36780,1000,2,0,41040.0,,
32128,36728,1000,2,0,41100.0,,
32716,37016,1000,2,0,41160.0,,
31156,36710,1000,2,0,41220.0,,
32200,36672,1000,2,0,41280.0,,
32076,36644,1000,2,0,41340.0,,
32016,36792,1000,2,0,41400.0,,
31680,36672,1000,2,0,41460.0,,
31680,36528,1000,2,0,41520.0,,
32072,36552,1000,2,0,41580.0,,
32800,36698,1000,2,0,41640.0,,
30536,36552,1000,2,0,41700.0,,
31180,36632,1000,2,0,41760.0,,
29568,36876,1000,2,0,41820.0,,
33700,36888,1000,2,0,41880.0,,
33460,36928,1000,2,0,41940.0,,
31832,36848,1000,2,0,42000.0,,blankScreen_00
31776,37004,1000,2,0,42060.0,,blankScreen_00
33700,36888,1000,2,0,42120.0,,blankScreen_00
30852,36772,1000,2,0,42180.0,,BP_00
31332,36576,1000,2,0,42240.0,,
32920,36596,1000,2,0,42300.0,,
32826,36328,1000,2,0,42360.0,,Exposure
31552,36508,1000,2,0,42420.0,,passiveViewing_01
35228,36512,1000,2,0,42480.0,,passiveViewing_01
31756,36552,1000,2,0,42540.0,,passiveViewing_01
32264,36364,1000,2,0,42600.0,,passiveViewing_01
31168,36528,1000,2,0,42660.0,,passiveViewing_01
33112,36584,1000,2,0,42720.0,,passiveViewing_01
29772,36620,1000,2,0,42780.0,,passiveViewing_01
31424,36684,1000,2,0,42840.0,,passiveViewing_01
32900,36644,1000,2,0,42900.0,,passiveViewing_01
31168,36704,1000,2,0,42960.0,,passiveViewing_01
30234,36688,1000,2,0,43020.0,,passiveViewing_01
31096,36696,1000,2,0,43080.0,,passiveViewing_01
23064,36596,1000,2,0,43140.0,,passiveViewing_01
30544,36692,1000,2,0,43200.0,,passiveViewing_01
33024,36644,1000,2,0,43260.0,,passiveViewing_01
33364,36852,1000,2,0,43320.0,,blankScreen_01
33236,36804,1000,2,0,43380.0,,blankScreen_01
63236,36416,1000,2,0,43440.0,,blankScreen_01
33566,36626,1000,2,0,43500.0,,BP_01
33404,36656,1000,2,0,43560.0,,BP_01
30244,36712,1000,2,0,43620.0,,
38832,36756,1000,2,0,43680.0,,
30992,36748,1000,2,0,43740.0,,
32880,36708,1000,2,0,43800.0,,
32052,36596,1000,2,0,43860.0,,
32700,36788,1000,2,0,43920.0,,
31928,36636,1000,2,0,43980.0,,
32704,36764,1000,2,0,44040.0,,
30170,36812,1000,2,0,44100.0,,
31628,36792,1000,2,0,44160.0,,
31968,36642,1000,2,0,44220.0,,
29414,36680,1000,2,0,44280.0,,
31724,36656,1000,2,0,44340.0,,
30288,36800,1000,2,0,44400.0,,
32112,36716,1000,2,0,44460.0,,
29572,36732,1000,2,0,44520.0,,blankScreen_02
60020,36540,1000,2,0,44580.0,,blankScreen_02
32672,36768,1000,2,0,44640.0,,blankScreen_02
30876,36716,1000,2,0,44700.0,,BP_02
32464,36484,1000,2,0,44760.0,,BP_02
34092,36548,1000,2,0,44820.0,,
33600,36644,1000,2,0,44880.0,,
31036,36648,1000,2,0,44940.0,,
31496,36500,1000,2,0,45000.0,,
33308,36490,1000,2,0,45060.0,,
