TEMP_CH1,ECG_CH2,EDA_CH3,Freq,Channels,File,t,Task
36380,30370,935,1000,3,0,43020.0,
36448,32129,1448,1000,3,0,43080.0,
36460,33465,1630,1000,3,0,43140.0,
36485,31180,1413,1000,3,0,43200.0,
36376,29678,1127,1000,3,0,43260.0,
36436,33272,998,1000,3,0,43320.0,
36476,32869,870,1000,3,0,43380.0,
36476,33126,898,1000,3,0,43440.0,
36476,32420,919,1000,3,0,43500.0,
36484,33332,853,1000,3,0,43560.0,
36488,33421,793,1000,3,0,43620.0,
36484,31604,804,1000,3,0,43680.0,
36449,32944,782,1000,3,0,43740.0,
36450,32992,814,1000,3,0,43800.0,
36436,32930,795,1000,3,0,43860.0,
36512,33076,667,1000,3,0,43920.0,
36502,54644,820,1000,3,0,43980.0,
36484,33113,680,1000,3,0,44040.0,
36502,32930,612,1000,3,0,44100.0,
36280,34141,613,1000,3,0,44160.0,
36336,33198,622,1000,3,0,44220.0,
36340,33020,637,1000,3,0,44280.0,
36311,30852,693,1000,3,0,44340.0,
36356,32150,706,1000,3,0,44400.0,
36392,32364,696,1000,3,0,44460.0,
36442,33000,681,1000,3,0,44520.0,
36428,34157,839,1000,3,0,44580.0,
36448,33196,789,1000,3,0,44640.0,
36472,33508,1175,1000,3,0,44700.0,
36516,33520,861,1000,3,0,44760.0,
36540,33076,807,1000,3,0,44820.0,
36460,33018,757,1000,3,0,44880.0,
36470,29199,749,1000,3,0,44940.0,
36448,31554,655,1000,3,0,45000.0,
36520,33054,653,1000,3,0,45060.0,
36464,33262,601,1000,3,0,45120.0,
36504,32954,564,1000,3,0,45180.0,
36512,33142,619,1000,3,0,45240.0,
36528,34258,678,1000,3,0,45300.0,blankScreen_00
36514,28266,635,1000,3,0,45360.0,blankScreen_00
36589,31121,608,1000,3,0,45420.0,blankScreen_00
36374,33074,709,1000,3,0,45480.0,BP_00
36270,34220,623,1000,3,0,45540.0,BP_00
36322,31390,644,1000,3,0,45600.0,
36376,33176,639,1000,3,0,45660.0,
36402,26954,540,1000,3,0,45720.0,
35990,32882,869,1000,3,0,45780.0,
36312,32916,1055,1000,3,0,45840.0,
36320,33054,886,1000,3,0,45900.0,
36316,33156,1061,1000,3,0,45960.0,
35880,33980,1403,1000,3,0,46020.0,
36254,33508,1486,1000,3,0,46080.0,Exposure
36384,26433,1132,1000,3,0,46140.0,Exposure
36540,33230,1184,1000,3,0,46200.0,Exposure
36532,30424,957,1000,3,0,46260.0,Exposure
34086,30652,883,1000,3,0,46320.0,passiveViewing_01
32858,35134,850,1000,3,0,46380.0,passiveViewing_01
32844,51742,820,1000,3,0,46440.0,passiveViewing_01
32820,34620,735,1000,3,0,46500.0,passiveViewing_01
32738,34776,733,1000,3,0,46560.0,passiveViewing_01
32657,33384,796,1000,3,0,46620.0,passiveViewing_01
32580,32348,708,1000,3,0,46680.0,passiveViewing_01
32460,33148,715,1000,3,0,46740.0,passiveViewing_01
31388,28502,887,1000,3,0,46800.0,passiveViewing_01
30858,32599,937,1000,3,0,46860.0,passiveViewing_01
30736,33268,984,1000,3,0,46920.0,passiveViewing_01
30670,32884,1015,1000,3,0,46980.0,passiveViewing_01
30632,33380,1044,1000,3,0,47040.0,passiveViewing_01
30562,32964,1103,1000,3,0,47100.0,passiveViewing_01
30693,30134,1093,1000,3,0,47160.0,passiveViewing_01
30586,33580,1170,1000,3,0,47220.0,passiveViewing_01
30492,33470,1190,1000,3,0,47280.0,blankScreen_01
31042,33104,1084,1000,3,0,47340.0,blankScreen_01
32620,33290,1265,1000,3,0,47400.0,blankScreen_01
32772,33224,737,1000,3,0,47460.0,
32665,33554,789,1000,3,0,47520.0,BP_01
32436,32994,707,1000,3,0,47580.0,
32552,28344,936,1000,3,0,47640.0,
32628,33214,910,1000,3,0,47700.0,
32290,33268,990,1000,3,0,47760.0,
32200,32688,730,1000,3,0,47820.0,
32104,32788,695,1000,3,0,47880.0,
32054,32582,783,1000,3,0,47940.0,
31998,33476,754,1000,3,0,48000.0,
31916,32271,760,1000,3,0,48060.0,
