TEMP_CH2,ECG_CH3,EDA_CH4,Freq,Channels,File,t,Task
37368,32260,620,1000,3,0,28980.0,
37312,31890,662,1000,3,0,29040.0,
37098,34772,653,1000,3,0,29100.0,
37096,32226,698,1000,3,0,29160.0,
36964,32768,699,1000,3,0,29220.0,
36992,32852,689,1000,3,0,29280.0,
36940,32312,702,1000,3,0,29340.0,
36962,31400,751,1000,3,0,29400.0,
36832,31240,686,1000,3,0,29460.0,
36780,34660,717,1000,3,0,29520.0,
36752,34152,724,1000,3,0,29580.0,
36860,31328,687,1000,3,0,29640.0,
36968,34500,695,1000,3,0,29700.0,
36780,35028,707,1000,3,0,29760.0,
36692,33498,751,1000,3,0,29820.0,
36480,32028,815,1000,3,0,29880.0,
36688,33228,743,1000,3,0,29940.0,
36484,32324,748,1000,3,0,30000.0,
36488,34508,737,1000,3,0,30060.0,
36558,31352,682,1000,3,0,30120.0,
36180,35510,745,1000,3,0,30180.0,
35992,32296,742,1000,3,0,30240.0,
35808,35532,822,1000,3,0,30300.0,
35692,32312,2048,1000,3,0,30360.0,
35680,31582,1962,1000,3,0,30420.0,
35460,31508,2186,1000,3,0,30480.0,
35464,31324,1448,1000,3,0,30540.0,
35404,32040,1241,1000,3,0,30600.0,
35128,33632,1120,1000,3,0,30660.0,
35200,33496,1120,1000,3,0,30720.0,
35104,32356,1222,1000,3,0,30780.0,
35080,32124,1265,1000,3,0,30840.0,
35028,31916,1214,1000,3,0,30900.0,
35056,34208,1620,1000,3,0,30960.0,
34928,32544,1316,1000,3,0,31020.0,
34826,32120,1266,1000,3,0,31080.0,blankScreen_00
35016,32600,1148,1000,3,0,31140.0,blankScreen_00
34720,31172,1163,1000,3,0,31200.0,blankScreen_00
34812,28304,1260,1000,3,0,31260.0,
35096,32416,1358,1000,3,0,31320.0,BP_00
35054,31884,1788,1000,3,0,31380.0,
34840,32816,1351,1000,3,0,31440.0,
34776,32548,1379,1000,3,0,31500.0,
35808,35784,1342,1000,3,0,31560.0,
35656,30992,2289,1000,3,0,31620.0,
34720,35440,1817,1000,3,0,31680.0,Exposure
34892,33186,2117,1000,3,0,31740.0,Exposure
34928,32312,1847,1000,3,0,31800.0,Exposure
34872,33136,1694,1000,3,0,31860.0,Exposure
35680,32708,1669,1000,3,0,31920.0,passiveViewing_01
34676,32832,1565,1000,3,0,31980.0,passiveViewing_01
34716,31856,1732,1000,3,0,32040.0,passiveViewing_01
