TEMP_CH1,ECG_CH2,Freq,Channels,File,t,EDA_CH3,Task
32144,31916,1000,2,0,31140.0,,
31664,31480,1000,2,0,31200.0,,
31484,35348,1000,2,0,31260.0,,
31252,34860,1000,2,0,31320.0,,
31096,29896,1000,2,0,31380.0,,
30984,32188,1000,2,0,31440.0,,
30964,33980,1000,2,0,31500.0,,
30936,32264,1000,2,0,31560.0,,
30900,29760,1000,2,0,31620.0,,
30840,32148,1000,2,0,31680.0,,
30804,33152,1000,2,0,31740.0,,
30772,32276,1000,2,0,31800.0,,
30724,29568,1000,2,0,31860.0,,
30692,32808,1000,2,0,31920.0,,
30656,33088,1000,2,0,31980.0,,
30612,32848,1000,2,0,32040.0,,
30552,32264,1000,2,0,32100.0,,blankScreen_00
30544,32960,1000,2,0,32160.0,,blankScreen_00
30508,33032,1000,2,0,32220.0,,blankScreen_00
30456,29676,1000,2,0,32280.0,,BP_00
30394,32836,1000,2,0,32340.0,,BP_00
30572,29940,1000,2,0,32400.0,,
30682,32320,1000,2,0,32460.0,,
30732,35548,1000,2,0,32520.0,,Exposure
30672,27788,1000,2,0,32580.0,,Exposure
30624,64000,1000,2,0,32640.0,,Exposure
30588,32704,1000,2,0,32700.0,,Exposure
30540,31212,1000,2,0,32760.0,,Exposure
30544,44176,1000,2,0,32820.0,,passiveViewing_01
30512,32136,1000,2,0,32880.0,,passiveViewing_01
30524,26980,1000,2,0,32940.0,,passiveViewing_01
30560,33776,1000,2,0,33000.0,,passiveViewing_01
30698,33056,1000,2,0,33060.0,,passiveViewing_01
30904,32488,1000,2,0,33120.0,,passiveViewing_01
30992,32640,1000,2,0,33180.0,,passiveViewing_01
31030,31532,1000,2,0,33240.0,,passiveViewing_01
31392,32896,1000,2,0,33300.0,,passiveViewing_01
31876,29204,1000,2,0,33360.0,,passiveViewing_01
32044,27652,1000,2,0,33420.0,,passiveViewing_01
32076,31868,1000,2,0,33480.0,,passiveViewing_01
32088,33008,1000,2,0,33540.0,,passiveViewing_01
32100,32872,1000,2,0,33600.0,,passiveViewing_01
32036,32880,1000,2,0,33660.0,,blankScreen_01
31928,32854,1000,2,0,33720.0,,blankScreen_01
31876,31150,1000,2,0,33780.0,,blankScreen_01
31821,30412,1000,2,0,33840.0,,BP_01
31401,32868,1000,2,0,33900.0,,BP_01
31052,34936,1000,2,0,33960.0,,
31140,33160,1000,2,0,34020.0,,
31128,33992,1000,2,0,34080.0,,
31100,32760,1000,2,0,34140.0,,
31116,32844,1000,2,0,34200.0,,
31116,30152,1000,2,0,34260.0,,
31264,24684,1000,2,0,34320.0,,
31276,32596,1000,2,0,34380.0,,
31368,33040,1000,2,0,34440.0,,
31340,34676,1000,2,0,34500.0,,
31288,31714,1000,2,0,34560.0,,
31336,32552,1000,2,0,34620.0,,
31416,34256,1000,2,0,34680.0,,
31640,31864,1000,2,0,34740.0,,
31780,28988,1000,2,0,34800.0,,
31724,32120,1000,2,0,34860.0,,blankScreen_02
31616,33444,1000,2,0,34920.0,,blankScreen_02
31552,29432,1000,2,0,34980.0,,blankScreen_02
31652,32078,1000,2,0,35040.0,,BP_02
31888,31461,1000,2,0,35100.0,,BP_02
31852,33337,1000,2,0,35160.0,,
31796,32264,1000,2,0,35220.0,,
31956,31050,1000,2,0,35280.0,,
32040,39256,1000,2,0,35340.0,,
32056,29092,1000,2,0,35400.0,,
32124,32640,1000,2,0,35460.0,,
32044,32416,1000,2,0,35520.0,,
32184,32392,1000,2,0,35580.0,,
32376,31116,1000,2,0,35640.0,,
32692,30024,1000,2,0,35700.0,,
32948,31276,1000,2,0,35760.0,,
32704,31952,1000,2,0,35820.0,,
32512,29516,1000,2,0,35880.0,,
32412,32864,1000,2,0,35940.0,,
32352,28456,1000,2,0,36000.0,,
32624,26896,1000,2,0,36060.0,,
33572,33184,1000,2,0,36120.0,,
33332,32412,1000,2,0,36180.0,,
32904,33920,1000,2,0,36240.0,,
32768,34720,1000,2,0,36300.0,,
33352,32510,1000,2,0,36360.0,,
33530,30524,1000,2,0,36420.0,,
31664,33284,1000,2,0,36480.0,,
31016,33260,1000,2,0,36540.0,,
30904,34512,1000,2,0,36600.0,,
31140,31872,1000,2,0,36660.0,,blankScreen_03
31236,31064,1000,2,0,36720.0,,blankScreen_03
31632,33180,1000,2,0,36780.0,,blankScreen_03
31496,32750,1000,2,0,36840.0,,BP_03
31136,32188,1000,2,0,36900.0,,
30828,29612,1000,2,0,36960.0,,
30674,32236,1000,2,0,37020.0,,
30532,31908,1000,2,0,37080.0,,
31052,31252,1000,3,1,37320.0,2266.0,blankScreen_04
31462,34112,1000,3,1,37380.0,1535.0,blankScreen_04
31696,31830,1000,3,1,37440.0,1172.0,blankScreen_04
31676,32520,1000,3,1,37500.0,1345.0,BP_04
31804,34924,1000,3,1,37560.0,1773.0,
31940,34078,1000,3,1,37620.0,2165.0,
31948,33788,1000,3,1,37680.0,1785.0,
31936,31492,1000,3,1,37740.0,2341.0,
34352,30670,1000,3,1,37800.0,5118.0,Exercise
33428,32250,1000,3,1,37860.0,5738.0,Exercise
33454,34520,1000,3,1,37920.0,5802.0,Exercise
34045,20660,1000,3,1,37980.0,6217.0,Exercise
34164,51136,1000,3,1,38040.0,6836.0,Exercise
34212,15700,1000,3,1,38100.0,6927.0,Exercise
34544,26232,1000,3,1,38160.0,6866.0,Exercise
34900,24688,1000,3,1,38220.0,5884.0,Exercise
33260,34634,1000,3,1,38280.0,7637.0,BP_05
31268,38636,1000,3,1,38340.0,7574.0,blankScreen_05
30837,35668,1000,3,1,38400.0,7120.0,blankScreen_05
30988,36846,1000,3,1,38460.0,5767.0,blankScreen_05
31236,33132,1000,3,1,38520.0,4872.0,blankScreen_05
31258,30710,1000,3,1,38580.0,5067.0,BP_06
31316,31902,1000,3,1,38640.0,5134.0,
31370,32128,1000,3,1,38700.0,6235.0,
31318,26686,1000,3,1,38760.0,5513.0,
31300,32808,1000,3,1,38820.0,5669.0,
31330,31960,1000,3,1,38880.0,3924.0,
31238,31020,1000,3,1,38940.0,5382.0,
