EDA_CH2,CUSTOM/0.5/1.0/V_CH3,CUSTOM/0.5/1.0/V_CH4,Freq,Channels,File,t,Task
36736,31750,1660,1000,3,0,28980.0,
31516,31584,1780,1000,3,0,29040.0,
30322,32216,1224,1000,3,0,29100.0,
30116,31802,1073,1000,3,0,29160.0,
30052,33240,744,1000,3,0,29220.0,
30028,31932,613,1000,3,0,29280.0,
30012,32228,1052,1000,3,0,29340.0,
30008,31156,1195,1000,3,0,29400.0,
30036,32464,1071,1000,3,0,29460.0,
29996,32860,791,1000,3,0,29520.0,
30028,32150,1499,1000,3,0,29580.0,
30026,19404,2169,1000,3,0,29640.0,
30022,33632,1489,1000,3,0,29700.0,
30012,39548,1144,1000,3,0,29760.0,
30016,31760,1137,1000,3,0,29820.0,
30000,33944,1147,1000,3,0,29880.0,
29996,34534,1242,1000,3,0,29940.0,
29988,29128,1350,1000,3,0,30000.0,
30020,32072,1719,1000,3,0,30060.0,
30876,35080,2148,1000,3,0,30120.0,
30394,31686,1641,1000,3,0,30180.0,
30292,33592,2079,1000,3,0,30240.0,
30114,31936,1904,1000,3,0,30300.0,
37128,32848,2950,1000,3,0,30360.0,
37292,31812,3577,1000,3,0,30420.0,
37556,33086,3709,1000,3,0,30480.0,
37492,31264,2983,1000,3,0,30540.0,
36968,32892,2301,1000,3,0,30600.0,
36930,32440,1581,1000,3,0,30660.0,
36816,31928,1497,1000,3,0,30720.0,
36896,31328,1293,1000,3,0,30780.0,
37028,32696,1084,1000,3,0,30840.0,
36992,26380,1039,1000,3,0,30900.0,
37348,32516,1144,1000,3,0,30960.0,
37232,38244,1005,1000,3,0,31020.0,blankScreen_00
31108,33196,1872,1000,3,0,31080.0,blankScreen_00
30532,34120,1981,1000,3,0,31140.0,blankScreen_00
30380,42284,1739,1000,3,0,31200.0,
30785,31432,1601,1000,3,0,31260.0,BP_00
31364,34044,1685,1000,3,0,31320.0,
30412,32414,1401,1000,3,0,31380.0,
30200,32668,1246,1000,3,0,31440.0,
31644,33268,2579,1000,3,0,31500.0,
30620,32404,2212,1000,3,0,31560.0,
32060,33300,2607,1000,3,0,31620.0,
36936,34050,2556,1000,3,0,31680.0,Exposure
36924,33332,2466,1000,3,0,31740.0,Exposure
36420,34836,2629,1000,3,0,31800.0,Exposure
36644,32354,2394,1000,3,0,31860.0,Exposure
37244,34468,2247,1000,3,0,31920.0,Exposure
36800,33972,2080,1000,3,0,31980.0,Exposure
36472,33948,1978,1000,3,0,32040.0,passiveViewing_01
32548,34512,1923,1000,3,0,32100.0,passiveViewing_01
30440,32576,1859,1000,3,0,32160.0,passiveViewing_01
30148,32364,1698,1000,3,0,32220.0,passiveViewing_01
30066,32608,1738,1000,3,0,32280.0,passiveViewing_01
30016,32252,1525,1000,3,0,32340.0,passiveViewing_01
29920,31636,1489,1000,3,0,32400.0,passiveViewing_01
29918,32524,1356,1000,3,0,32460.0,passiveViewing_01
29844,32392,1515,1000,3,0,32520.0,passiveViewing_01
29846,34020,1425,1000,3,0,32580.0,passiveViewing_01
29840,33825,1304,1000,3,0,32640.0,passiveViewing_01
29830,31942,1230,1000,3,0,32700.0,passiveViewing_01
29828,32674,1231,1000,3,0,32760.0,passiveViewing_01
29832,34314,1140,1000,3,0,32820.0,passiveViewing_01
29872,31932,1103,1000,3,0,32880.0,passiveViewing_01
29792,35084,1058,1000,3,0,32940.0,passiveViewing_01
29756,33372,1299,1000,3,0,33000.0,passiveViewing_01
29760,34572,1365,1000,3,0,33060.0,blankScreen_01
34492,32300,1525,1000,3,0,33120.0,blankScreen_01
36532,43512,1716,1000,3,0,33180.0,blankScreen_01
34600,33704,2391,1000,3,0,33240.0,BP_01
33284,32996,1964,1000,3,0,33300.0,BP_01
32160,32500,2244,1000,3,0,33360.0,
30264,32508,1922,1000,3,0,33420.0,
30024,32652,1663,1000,3,0,33480.0,
29986,28576,1653,1000,3,0,33540.0,
29944,31986,1574,1000,3,0,33600.0,
29928,32260,1836,1000,3,0,33660.0,
29916,32340,1710,1000,3,0,33720.0,
29916,32736,2022,1000,3,0,33780.0,
29920,34392,2178,1000,3,0,33840.0,
29920,32404,1919,1000,3,0,33900.0,
29924,32824,1940,1000,3,0,33960.0,
31736,18918,2466,1000,3,0,34020.0,
33412,33340,2117,1000,3,0,34080.0,
33328,34952,1958,1000,3,0,34140.0,
34292,33236,1822,1000,3,0,34200.0,
36408,33264,2318,1000,3,0,34260.0,blankScreen_02
35356,34268,2511,1000,3,0,34320.0,blankScreen_02
34052,33632,2435,1000,3,0,34380.0,blankScreen_02
31420,31296,3173,1000,3,0,34440.0,BP_02
35428,29848,3457,1000,3,0,34500.0,
30830,34104,2815,1000,3,0,34560.0,
30292,31584,2057,1000,3,0,34620.0,
30160,28848,1930,1000,3,0,34680.0,
30152,34096,1728,1000,3,0,34740.0,
30240,33998,1607,1000,3,0,34800.0,
30118,33360,1473,1000,3,0,34860.0,
30094,32912,1360,1000,3,0,34920.0,
30072,31753,1276,1000,3,0,34980.0,
30064,33668,1232,1000,3,0,35040.0,
30066,34876,1191,1000,3,0,35100.0,
30064,31988,1139,1000,3,0,35160.0,
30048,31472,1065,1000,3,0,35220.0,
29956,33592,1049,1000,3,0,35280.0,
29932,31342,1031,1000,3,0,35340.0,
29972,34388,974,1000,3,0,35400.0,
30476,31818,1725,1000,3,0,35460.0,
30260,45388,1510,1000,3,0,35520.0,
30172,32728,2142,1000,3,0,35580.0,
30100,33734,2467,1000,3,0,35640.0,blankScreen_03
35040,32076,2799,1000,3,0,35700.0,blankScreen_03
36574,32268,2949,1000,3,0,35760.0,blankScreen_03
36086,31720,3148,1000,3,0,35820.0,BP_03
36264,34086,2750,1000,3,0,35880.0,
36612,32328,3936,1000,3,0,35940.0,
36312,34076,3097,1000,3,0,36000.0,
36676,31988,2972,1000,3,0,36060.0,
36796,32956,2547,1000,3,0,36120.0,
36614,33262,2456,1000,3,0,36180.0,
36632,29584,2869,1000,3,0,36240.0,
35804,32972,2455,1000,3,0,36300.0,blankScreen_04
36108,32968,2263,1000,3,0,36360.0,blankScreen_04
36324,32464,2190,1000,3,0,36420.0,blankScreen_04
35860,32256,2594,1000,3,0,36480.0,BP_04
35196,34197,2812,1000,3,0,36540.0,
35882,32373,2270,1000,3,0,36600.0,
36632,32526,2067,1000,3,0,36660.0,
36388,31480,3188,1000,3,0,36720.0,
37086,29546,3522,1000,3,0,36780.0,
36416,31818,2394,1000,3,0,36840.0,
36814,32334,2744,1000,3,0,36900.0,
37426,33252,2367,1000,3,0,36960.0,Exercise
36996,24758,3099,1000,3,0,37020.0,Exercise
36904,32540,4332,1000,3,0,37080.0,Exercise
35384,31870,3302,1000,3,0,37140.0,BP_05
32252,32694,3072,1000,3,0,37200.0,BP_05
30624,31936,2500,1000,3,0,37260.0,blankScreen_05
30306,32764,2180,1000,3,0,37320.0,blankScreen_05
30134,32382,2002,1000,3,0,37380.0,blankScreen_05
30628,33412,1723,1000,3,0,37440.0,BP_06
30170,31832,1505,1000,3,0,37500.0,BP_06
36340,36228,1447,1000,3,0,37560.0,
36342,32320,1317,1000,3,0,37620.0,
36024,30740,1287,1000,3,0,37680.0,
36502,35236,1092,1000,3,0,37740.0,
35664,33696,1464,1000,3,0,37800.0,
35880,32616,1647,1000,3,0,37860.0,
36624,32540,1519,1000,3,0,37920.0,
36688,27556,1564,1000,3,0,37980.0,
35908,30404,1370,1000,3,0,38040.0,
