ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
32288,35880,1000,2,0,43080.0,,
31824,35924,1000,2,0,43140.0,,
32712,36124,1000,2,0,43200.0,,
32896,36120,1000,2,0,43260.0,,
33092,36128,1000,2,0,43320.0,,
42456,36040,1000,2,0,43380.0,,
32936,36136,1000,2,0,43440.0,,
30164,36072,1000,2,0,43500.0,,
32992,35984,1000,2,0,43560.0,,
32020,36116,1000,2,0,43620.0,,
54080,35896,1000,2,0,43680.0,,
32264,36028,1000,2,0,43740.0,,
32152,36128,1000,2,0,43800.0,,
31640,36120,1000,2,0,43860.0,,
31900,36036,1000,2,0,43920.0,,
33244,36076,1000,2,0,43980.0,,
34104,35904,1000,2,0,44040.0,,
34362,36044,1000,2,0,44100.0,,
30900,35940,1000,2,0,44160.0,,
28156,35924,1000,2,0,44220.0,,
33872,36024,1000,2,0,44280.0,,
33380,36068,1000,2,0,44340.0,,
33204,35952,1000,2,0,44400.0,,
31704,35784,1000,2,0,44460.0,,
30940,36004,1000,2,0,44520.0,,
36012,35904,1000,2,0,44580.0,,
32896,35932,1000,2,0,44640.0,,blankScreen_00
32952,35776,1000,2,0,44700.0,,blankScreen_00
31780,35936,1000,2,0,44760.0,,blankScreen_00
32608,35704,1000,2,0,44820.0,,BP_00
32528,35648,1000,2,0,44880.0,,
34048,35616,1000,2,0,44940.0,,
32374,35640,1000,2,0,45000.0,,
31640,35712,1000,2,0,45060.0,,
30792,35568,1000,2,0,45120.0,,
32352,35808,1000,2,0,45180.0,,Exposure
36892,35740,1000,2,0,45240.0,,Exposure
32376,35808,1000,2,0,45300.0,,Exposure
32600,35868,1000,2,0,45360.0,,passiveViewing_01
32236,35732,1000,2,0,45420.0,,passiveViewing_01
32776,35832,1000,2,0,45480.0,,passiveViewing_01
30508,35796,1000,2,0,45540.0,,passiveViewing_01
29640,35672,1000,2,0,45600.0,,passiveViewing_01
32688,35670,1000,2,0,45660.0,,passiveViewing_01
32170,35664,1000,2,0,45720.0,,passiveViewing_01
32472,35776,1000,2,0,45780.0,,passiveViewing_01
33488,35820,1000,2,0,45840.0,,passiveViewing_01
33328,35804,1000,2,0,45900.0,,passiveViewing_01
33728,35604,1000,2,0,45960.0,,passiveViewing_01
33512,35728,1000,2,0,46020.0,,passiveViewing_01
33016,35728,1000,2,0,46080.0,,passiveViewing_01
33872,35608,1000,2,0,46140.0,,passiveViewing_01
31432,35776,1000,2,0,46200.0,,
31676,35680,1000,2,0,46260.0,,blankScreen_01
32264,35592,1000,2,0,46320.0,,blankScreen_01
31812,35704,1000,2,0,46380.0,,blankScreen_01
33320,35484,1000,2,0,46440.0,,BP_01
33044,35524,1000,2,0,46500.0,,
31956,35520,1000,2,0,46560.0,,
32913,35640,1000,2,0,46620.0,,
32056,35592,1000,2,0,46680.0,,
32868,35568,1000,2,0,46740.0,,
32764,35672,1000,2,0,46800.0,,
32796,35800,1000,2,0,46860.0,,
32922,35764,1000,2,0,46920.0,,
31960,35900,1000,2,0,46980.0,,
32976,35832,1000,2,0,47040.0,,
31828,35644,1000,2,0,47100.0,,
32624,35680,1000,2,0,47160.0,,
33172,35770,1000,2,0,47220.0,,
33080,35616,1000,2,0,47280.0,,
31296,35632,1000,2,0,47340.0,,
32172,35736,1000,2,0,47400.0,,blankScreen_02
