ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
32864,35744,1000,2,0,47460.0,,blankScreen_02
30188,35764,1000,2,0,47520.0,,blankScreen_02
32788,35776,1000,2,0,47580.0,,BP_02
34696,34794,1000,2,0,47640.0,,
33020,36764,1000,2,0,47700.0,,
35608,36728,1000,2,0,47760.0,,
38356,34592,1000,2,0,47820.0,,
32304,34908,1000,2,0,47880.0,,
32700,34696,1000,2,0,47940.0,,
30468,34712,1000,2,0,48000.0,,
30912,34676,1000,2,0,48060.0,,
32720,34572,1000,2,0,48120.0,,
31468,34628,1000,2,0,48180.0,,
32848,34816,1000,2,0,48240.0,,
32952,34488,1000,2,0,48300.0,,
32712,34456,1000,2,0,48360.0,,
31706,34016,1000,2,0,48420.0,,
32080,33768,1000,2,0,48480.0,,
32376,33656,1000,2,0,48540.0,,
36344,34216,1000,2,0,48600.0,,
33476,34320,1000,2,0,48660.0,,
32000,34816,1000,2,0,48720.0,,
32440,34817,1000,2,0,48780.0,,
34384,34676,1000,2,0,48840.0,,
42664,34680,1000,2,0,48900.0,,
32496,34688,1000,2,0,48960.0,,
34496,34564,1000,2,0,49020.0,,
31964,34404,1000,2,0,49080.0,,
33936,33808,1000,2,0,49140.0,,
34696,34216,1000,2,0,49200.0,,
32776,34816,1000,2,0,49260.0,,
30816,35076,1000,2,0,49320.0,,blankScreen_03
32360,34720,1000,2,0,49380.0,,blankScreen_03
31416,34764,1000,2,0,49440.0,,blankScreen_03
32656,33676,1000,2,0,49500.0,,BP_03
32400,33328,1000,2,0,49560.0,,
32216,33920,1000,2,0,49620.0,,
45064,33648,1000,2,0,49680.0,,
32992,33696,1000,2,0,49740.0,,
32800,34144,1000,2,0,49800.0,,
34872,34108,1000,2,0,49860.0,,
40744,34036,1000,2,0,49920.0,,
34548,34000,1000,3,2,50100.0,44.0,blankScreen_04
31984,34208,1000,3,2,50160.0,43.0,blankScreen_04
30628,33908,1000,3,2,50220.0,43.0,blankScreen_04
32480,34132,1000,3,2,50280.0,43.0,BP_04
32244,33704,1000,3,2,50340.0,44.0,BP_04
33722,34140,1000,3,2,50400.0,43.0,
33096,34280,1000,3,2,50460.0,43.0,
32952,34308,1000,3,2,50520.0,43.0,
30304,34068,1000,3,2,50580.0,43.0,
34500,34400,1000,3,2,50640.0,43.0,Exercise
32508,33772,1000,3,2,50700.0,43.0,Exercise
36900,34080,1000,3,2,50760.0,43.0,Exercise
32748,33992,1000,3,2,50820.0,44.0,Exercise
35904,33536,1000,3,2,50880.0,43.0,Exercise
30188,33552,1000,3,2,50940.0,43.0,Exercise
27290,33356,1000,3,2,51000.0,42.0,Exercise
35596,33308,1000,3,2,51060.0,43.0,Exercise
39696,33408,1000,3,2,51120.0,43.0,BP_05
32468,32420,1000,3,2,51180.0,43.0,blankScreen_05
23952,31924,1000,3,2,51240.0,42.0,blankScreen_05
33098,31288,1000,3,2,51300.0,44.0,blankScreen_05
33916,31812,1000,3,2,51360.0,43.0,BP_06
33240,31022,1000,3,2,51420.0,43.0,BP_06
26224,30996,1000,3,2,51480.0,44.0,
32756,29328,1000,3,2,51540.0,44.0,
32032,29592,1000,3,2,51600.0,44.0,
33112,29364,1000,3,2,51660.0,43.0,
32917,29092,1000,3,2,51720.0,44.0,
34248,29168,1000,3,2,51780.0,45.0,
